fname_std,bni_root,n_fname_root
LENOS,0.537133435142353,10
LENOTA,0,1
LENOTINE,0,1
LENOULIA,1,1
LENOUS,1,1
LENOV,0,1
LENOVA,1,1
LENOVIA,0,1
LENOWEEN,0,1
LENOWEISE,0,1
LENOX,0.566255752356127,36
LENOXIA,0,1
LENOY,0,3
LENOYICE,0,1
LENOZER,1,1
LENRETTA,1,1
LENRO,1,1
LENROW,0.839280602464756,3
LENROY,1,2
LENS,0,1
LENSE,0,1
LENSEY,0.839280602464756,3
LENSIE,1,2
LENSON,0.676250695837957,6
LENSOR,0,1
LENSTER,1,1
LENSUN,0,1
LENSY,1,1
LENT,0.96058250670519,10
LENTA,0,3
LENTEE,1,1
LENTESE,0,1
LENTFERD,0,1
LENTHA,1,1
LENTHAL,0,3
LENTHIEL,0,1
LENTHO,0,1
LENTHUS,1,1
LENTICE,0,1
LENTIEL,1,1
LENTINA,0,2
LENTINE,0,1
LENTION,1,2
LENTIS,0,1
LENTO,0,1
LENTON,0.884154534278646,45
LENTRAL,1,1
LENTSEY,0,1
LENTZ,0,1
LENUA,1,1
LENUAL,0,4
LENUE,0,2
LENUEL,0,2
LENUR,0,1
LENURMA,0,1
LENUS,0.343057152555242,21
LENUTA,0,1
LENVAL,0,1
LENVEE,1,1
LENVEL,0,1
LENVELL,0,1
LENVIL,0,14
LENVILL,0,3
LENVILLE,0,22
LENVOL,0,1
LENWARD,0.944356586699792,21
LENWELL,0,2
LENWERD,0,1
LENWILLA,0,1
LENWOOD,0.875772274554044,134
LENWORD,1,1
LENWORTH,1,3
LENY,0,3
LENYEL,0,1
LENYON,1,1
LENYS,0,4
LENYTH,0,1
LENZ,0,2
LENZA,0.676250695837957,6
LENZAY,1,1
LENZEL,1,1
LENZELL,1,1
LENZER,1,1
LENZEY,0,2
LENZI,0,2
LENZIE,0.93718620379917,34
LENZLEA,1,1
LENZLEY,0,1
LENZO,0.776852934649573,4
LENZOR,0,1
LENZY,0.949109639695182,39
LEO,0,2
LEOA,0.839280602464756,3
LEOALER,1,1
LEOAN,0,9
LEOANE,0,1
LEOANN,0,1
LEOANORE,0,1
LEOANRD,0,2
LEOANZO,1,1
LEOBA,0,11
LEOBALDO,0,1
LEOBARDA,0,4
LEOBARDO,0,21
LEOBELLE,0,3
LEOBIGILBO,0,1
LEOBIJIRDO,0,1
LEOC,0,1
LEOCADA,0,1
LEOCADE,0.91261833712601,2
LEOCADI,0,3
LEOCADIA,0.184380334547635,236
LEOCADIE,0.776852934649573,4
LEOCADIO,0.56018136622519,46
LEOCARDIA,0,5
LEOCIA,0,1
LEOCODIA,0,2
LEOCODIE,0,1
LEOD,0.839280602464756,3
LEODA,0.510860095421191,99
LEODAH,0,1
LEODEGALDA,0,1
LEODEGARIO,0,3
LEODER,0,2
LEODES,0,2
LEODETTE,0,1
LEODIA,0,4
LEODIAS,0.91261833712601,2
LEODIE,0.91261833712601,2
LEODIER,0,1
LEODIES,1,1
LEODINA,0,4
LEODIS,0.995235394677045,21
LEODISE,0,1
LEODO,0,1
LEODOR,0,2
LEODORA,0.91261833712601,2
LEODORE,0,19
LEODORIA,1,1
LEODORO,0,1
LEODRA,0,1
LEODUS,0.91261833712601,2
LEOE,0,1
LEOEADIA,0,1
LEOEL,0,1
LEOETTE,0,1
LEOF,0,1
LEOFI,0,1
LEOFRED,0,1
LEOFREDO,0,1
LEOFWIN,0,1
LEOGARD,0,1
LEOGARDA,0,1
LEOGARDE,0,1
LEOH,0,1
LEOILA,1,1
LEOINA,1,3
LEOIS,0.91261833712601,2
LEOISE,0,1
LEOJEAN,0,1
LEOKA,0,1
LEOKADIA,0,96
LEOKADIJA,0,11
LEOKADIYA,0,1
LEOKADJA,0,8
LEOKADYA,0,15
LEOKADYE,0,1
LEOKADYKA,0,1
LEOKAIDIA,0,1
LEOKRIE,0,1
LEOL,0.796604029246539,11
LEOLA,0.862935074470459,3874
LEOLABELL,0,1
LEOLAH,0.91261833712601,2
LEOLAN,0,3
LEOLAND,0.839280602464756,3
LEOLAR,1,10
LEOLAS,0,1
LEOLD,0,1
LEOLDEN,0,1
LEOLEN,0,1
LEOLENE,0,2
LEOLEON,0,3
LEOLER,0.981210157262357,6
LEOLIA,0.967311150372923,23
LEOLICE,1,1
LEOLIE,1,1
LEOLIMPIA,0,1
LEOLIN,0.839280602464756,12
LEOLINA,0,1
LEOLINDA,0,2
LEOLINE,0.676250695837957,6
LEOLION,0,1
LEOLIS,1,1
LEOLLA,0,8
LEOLLIE,0,1
LEOLLIN,0,1
LEOLLY,1,1
LEOLOR,1,1
LEOLUCA,0,1
LEOLUS,1,2
LEOLYA,0,2
LEOLYAN,0,1
LEOLYAR,1,1
LEOLYN,0.566255752356127,9
LEOLYNLOUI,0,1
LEOM,0,1
LEOMAE,0,1
LEOMAH,0,1
LEOMAI,0,1
LEOMAN,1,1
LEOMAR,0.91261833712601,2
LEOMARD,0,1
LEOMAY,0,1
LEOMEDES,1,1
LEOMER,0.91261833712601,2
LEOMEY,1,1
LEOMI,0.91261833712601,2
LEOMIA,0.988860968711793,19
LEOMIE,0.928851250492128,9
LEOMINA,0,1
LEOMINE,1,1
LEOMIRA,1,1
LEON,0.621989508312115,10514
LEONA,0.381633460366971,19464
LEONA-MARI,0,1
LEONABELLE,0,2
LEONAD,0,2
LEONADIS,0,1
LEONADOUS,1,1
LEONAH,0.776852934649573,4
LEONAIDA,0,1
LEONAINE,0,2
LEONAINIE,0,2
LEONAIS,0,1
LEONAJOYC,0,1
LEONAL,0,7
LEONALD,0,5
LEONALDA,0.839280602464756,3
LEONALDO,1,1
LEONALLA,0,1
LEONAM,0,1
LEONAMARIA,0,1
LEONAR,0,4
LEONARAE,0,1
LEONARD,0.373048913425304,41947
LEONARDA,0.233492152771269,247
LEONARDC,0,1
LEONARDD,0,1
LEONARDE,0,2
LEONARDI,0,1
LEONARDIA,0,1
LEONARDIE,0,1
LEONARDINE,0,1
LEONARDIT,0,1
LEONARDITA,0,1
LEONARDJ,0,1
LEONARDL,0,1
LEONARDO,0.44012444083744,500
LEONARDOS,0,1
LEONARDS,0,2
LEONARDUS,0,4
LEONARE,0,4
LEONARO,0,1
LEONART,0,1
LEONARUTH,0,1
LEONARY,1,1
LEONAS,0,17
LEONAY,0,2
LEONCE,0.715987941164909,72
LEONCIA,0.566255752356127,36
LEONCIE,0,1
LEONCINA,0,1
LEONCIO,0.431678417873437,59
LEONDA,0.676250695837957,6
LEONDAS,0.91261833712601,6
LEONDER,0.839280602464756,3
LEONDIENA,0,1
LEONDINA,0,7
LEONDINE,0,4
LEONDINO,0,1
LEONDIOS,0,1
LEONDIS,0.776852934649573,4
LEONDNE,0,1
LEONDO,0,1
LEONDORA,0,1
LEONDORE,0,1
LEONDOSE,0,1
LEONDRA,0,2
LEONDRAS,1,1
LEONDRE,0,1
LEONDREW,1,1
LEONDRO,0,1
LEONDUS,0.676250695837957,6
LEONEA,0.91261833712601,2
LEONEAL,0,2
LEONEALE,1,1
LEONEAS,1,1
LEONEBELLE,0,1
LEONEDA,0,2
LEONEICE,0,1
LEONEID,0,1
LEONEIDA,0,1
LEONEIL,0,1
LEONEISE,0,1
LEONEL,0.165925911408595,107
LEONELA,0.537133435142353,10
LEONELDA,0,5
LEONELDIA,0,1
LEONELIA,0,1
LEONELL,0.91261833712601,8
LEONELLA,0.598717009722856,16
LEONELLE,0,10
LEONELLO,0,7
LEONER,0.943536249551394,13
LEONERD,0,2
LEONERO,1,1
LEONESE,0,2
LEONESS,0,2
LEONESSA,1,1
LEONETTA,0.796604029246539,11
LEONETTE,0,21
LEONETTZA,1,1
LEONEY,1,1
LEONEZ,1,1
LEONEZE,0,3
LEONGIA,1,1
LEONHARD,0,40
LEONHARDS,0,1
LEONI,0,1
LEONIA,1,1
LEONIAL,0,1
LEONICE,0.465337105905293,13
LEONICIA,0,4
LEONICIO,0,2
LEONID,0,153
LEONIDA,0.175695446008544,50
LEONIDAS,0.531064008638696,184
LEONIDE,0.528080443263033,31
LEONIDES,0.275248662514804,57
LEONIDEZ,0,3
LEONIDHA,0,1
LEONIDIO,0,2
LEONIDO,0,2
LEONIDS,0,4
LEONIE,0.91261833712601,2
LEONIECE,0,1
LEONIER,1,1
LEONIES,0,1
LEONIJA,0,1
LEONIK,0,2
LEONILA,0.185033655274963,47
LEONILDA,0,66
LEONILDE,0.410471178804741,16
LEONILDO,0,2
LEONILE,0,2
LEONILIDE,0,1
LEONILL,0,1
LEONILLA,0,17
LEONILLDA,0,1
LEONILLE,0,1
LEONILO,0,1
LEONINA,0,2
LEONINE,1,1
LEONIO,0,1
LEONIRES,0,2
LEONIS,0.740150191716233,14
LEONISA,0.776852934649573,4
LEONISE,0.676250695837957,12
LEONISIA,0,1
LEONISIO,0,1
LEONISSA,0,1
LEONISSE,0,1
LEONIST,1,1
LEONITA,0,10
LEONITE,0,1
LEONITHA,0,1
LEONITIA,0,1
LEONIZA,0,1
LEONJACQU,1,1
LEONLE,0,1
LEONLY,0,1
LEONNE,0.648267220945661,20
LEONNEA,0,1
LEONOIR,0,1
LEONOKA,0,1
LEONOR,0,4
LEONORAH,0,1
LEONORD,0,1
LEONORDRE,1,1
LEONORH,0,1
LEONRA,0,1
LEONRAD,0,1
LEONRD,0,1
LEONRE,0,1
LEONSIA,0,1
LEONSO,0,4
LEONSYA,1,1
LEONTA,0,2
LEONTE,0,3
LEONTEEN,0.723069334627254,5
LEONTENE,0,1
LEONTHENA,1,1
LEONTHY,1,1
LEONTIA,0,2
LEONTIE,0,1
LEONTIEN,0.954313068541791,3
LEONTINA,0,65
LEONTINE,0.663967326694883,220
LEONTINO,0,2
LEONTIUS,0,1
LEONTY,0,2
LEONTYNA,0,4
LEONTYNE,0.954313068541791,3
LEONVIGIL,1,1
LEONVILLE,1,1
LEONWOOD,0,1
LEONY,0.91261833712601,2
LEONYCE,0,1
LEONZ,0,1
LEONZA,0.91261833712601,4
LEONZIE,1,1
LEONZIO,0,1
LEONZO,0.874414443087022,5
LEOOY,0,1
LEOPAL,0,3
LEOPALDA,0,1
LEOPALDO,0,2
LEOPARDO,0,1
LEOPAUL,0,4
LEOPAULD,0,1
LEOPAULDO,0,1
LEOPHA,0,1
LEOPHARD,1,1
LEOPHAS,0.91261833712601,2
LEOPHIA,0,1
LEOPHILE,0,1
LEOPHUS,0.91261833712601,2
LEOPIE,1,1
LEOPLE,0,3
LEOPOLD,0.422815581185976,534
LEOPOLDA,0.58203412444426,17
LEOPOLDAS,0,2
LEOPOLDI,0,1
LEOPOLDIN,0.4759399147484,25
LEOPOLDINA,0.321909535845449,46
LEOPOLDINE,0,31
LEOPOLDO,0.257438835482665,249
LEOPOLDS,0,2
LEOPOLDYNA,0,1
LEOPOLEAN,1,1
LEOPORDIN,1,1
LEOPRA,1,1
LEOR,0.566255752356127,9
LEORA,0,4
LEORAH,0.839280602464756,3
LEORAINE,0,1
LEORANE,0,1
LEORAS,0,1
LEORBIE,1,1
LEORBIS,1,1
LEORD,0,1
LEORDAN,0,1
LEORDIE,1,1
LEORE,0,3
LEOREN,0,1
LEORES,1,1
LEORESS,0,1
LEORIA,0.893108021123053,18
LEORIAL,0,1
LEORIN,0,1
LEORINE,0,2
LEORIS,0.723069334627254,5
LEORITA,0,1
LEORN,0.839280602464756,3
LEORNIA,0.91261833712601,2
LEORNIS,1,1
LEOROI,0,1
LEORTA,1,1
LEORY,0.537133435142353,10
LEOSA,0,2
LEOSSA,0,1
LEOSTHENE,1,1
LEOT,0.598717009722856,8
LEOTA,0.189265003212955,1921
LEOTA-ELA,0,1
LEOTABELLE,0,1
LEOTAH,0,1
LEOTHA,0.94201654135398,69
LEOTHEA,0,1
LEOTHEL,0,1
LEOTHER,1,5
LEOTHIA,0.839280602464756,3
LEOTI,0,3
LEOTIA,0,6
LEOTICE,0,2
LEOTIE,0,3
LEOTIES,1,2
LEOTINA,0,1
LEOTINE,0,2
LEOTIS,0.776852934649573,28
LEOTO,0,1
LEOTTA,0.56018136622519,46
LEOTTE,0,1
LEOTTICE,0,1
LEOTTIE,0.91261833712601,2
LEOTTIS,0,1
LEOTUS,0.676250695837957,6
LEOTYS,0,1
LEOU,0,1
LEOUR,0,1
LEOVA,0.598717009722856,8
LEOVEGILD,0,1
LEOVGILDA,0,1
LEOVIA,1,1
LEOVIAN,1,1
LEOVICY,0,1
LEOVIGILD,0,2
LEOVIGILDA,0.839280602464756,6
LEOVIGILDO,0.445488268654935,14
LEOVIGLDO,0,1
LEOVIR,0,1
LEOVIRDO,0,1
LEOVIS,0,1
LEOVOLIA,1,1
LEOWARD,0,1
LEOWEN,0,2
LEOWN,0.874414443087022,5
LEOWNE,0,1
LEOYD,0,1
LEOZA,0,4
LEOZMA,0,1
LEPEARE,1,1
LEPHA,0,22
LEPHANE,0,1
LEPHIA,0,2
LEPHIE,0,1
LEPHINE,0,1
LEPHONIA,1,1
LEPHUS,1,1
LEPIDO,0,1
LEPIO,0,1
LEPIUS,1,1
LEPOLEIAN,1,1
LEPOLEON,1,3
LEPOLIAR,1,1
LEPOLIS,1,1
LEPORDINE,1,1
LEPORIA,1,1
LEPORT,1,1
LEPORTER,1,1
LEPOSAUA,0,1
LEPOSAVA,0,10
LEPSIE,0,1
LEPVIACH,0,1
LERA,0.435175870142445,393
LERABELL,0,1
LERAE,0,1
LERAETTA,0,1
LERAH,0.343057152555242,21
LERAIN,0,2
LERAINE,0,1
LERAL,0,1
LERALD,0,1
LERALDINE,1,1
LERALL,0,1
LERAMAYE,0,1
LERAND,0,1
LERAY,0.635126352878105,14
LERAYE,0,2
LERCENOR,1,1
LERCIE,0,1
LERCY,0,1
LERDIE,0,1
LEREA,0,1
LEREATA,0,1
LEREATHA,1,1
LEREATHER,1,1
LERECETA,0,1
LEREDA,0,2
LEREE,0,2
LEREIN,0,1
LEREINE,0,1
LERELA,1,1
LERELEEN,0,1
LERELL,0,1
LERENA,0.776852934649573,4
LERENE,0.723069334627254,5
LERENZO,0,1
LERENZY,0,1
LERESSA,1,2
LERESSIE,0.969071029103385,4
LERETA,0,3
LERETHA,1,1
LERETTA,0.91261833712601,2
LEREW,0,1
LERI,0,1
LERIA,0.598717009722856,8
LERIAS,1,1
LERICH,1,1
LERIDA,0,2
LERIE,0,1
LERIENE,0,1
LERIN,0,1
LERINA,0,1
LERINDA,0,1
LERINE,0,1
LERION,0,3
LERITA,0,2
LERK,1,1
LERLA,0,5
LERLAN,0,1
LERLEAN,0.989473289485706,10
LERLEEN,0,5
LERLEN,0,1
LERLENE,0.73322191628438,24
LERLENER,1,1
LERLIE,0.822751585080346,13
LERLIN,0,1
LERLINE,0.874414443087022,20
LERLLEN,0,1
LERLOW,0,1
LERLYNE,0,1
LERMA,0,6
LERMAN,0,2
LERMER,0,1
LERMON,1,1
LERN,0,1
LERNA,0,3
LERNARD,0,1
LERNELL,1,1
LERNER,0,2
LERNESS,0,1
LERNIE,0.91261833712601,2
LERNIS,1,1
LERNLIE,1,1
LERNON,1,1
LERO,0.822751585080346,13
LEROI,0.510860095421192,11
LEROIE,0,1
LEROISIN,1,1
LEROMA,0.91261833712601,2
LERON,0.776852934649573,28
LERONA,0.839280602464756,3
LEROND,0,2
LERONDO,0,1
LERONE,1,2
LERONEL,0,1
LERONIA,1,5
LEROOY,0,1
LEROSA,1,1
LEROSE,0,5
LEROSIA,1,1
LEROTHA,0.776852934649573,4
LEROTHER,1,2
LEROUX,0,1
LEROW,1,1
LEROY,0.775096895665407,12571
LEROYAL,0,1
LEROYCE,0,5
LEROYN,0,1
LERRENE,1,1
LERRETA,0,1
LERRIA,0,1
LERRIE,0.91261833712601,2
LERRINE,0,1
LERRON,0,1
LERROY,0,1
LERSELLE,1,1
LERSEY,0.91261833712601,2
LERSIE,0,1
LERTA,0,1
LERTESIA,1,1
LERTIE,0,5
LERTON,0,1
LERTY,0.91261833712601,2
LERU,0,1
LERUE,0,7
LERUEW,0,1
LERUMA,1,1
LERUS,0,1
LERUTH,0.91261833712601,2
LERUTHA,1,1
LERVENIA,0,1
LERWELL,0,1
LERY,1,1
LERYN,0,1
LES,0.598717009722856,72
LESA,0,17
LESAL,0,2
LESALINE,1,1
LESANDRO,0,1
LESANTILLE,1,1
LESB,0,1
LESBA,0,6
LESBETH,0,1
LESBIA,0.380557867965008,18
LESBINA,0,1
LESBY,0.862380823532094,8
LESCELLES,1,1
LESCENIOR,1,1
LESCHEK,0,1
LESCLEY,0,1
LESCO,0.806861047117895,7
LESE,0,1
LESEDA,1,1
LESEL,0,4
LESELL,0,1
LESELLA,1,1
LESEPT,1,1
LESERA,0,1
LESERE,1,1
LESESNE,0,1
LESESTER,1,1
LESETTA,0,4
LESHER,0,4
LESIA,0,1
LESIAL,0,1
LESICO,1,1
LESIE,0.839280602464756,3
LESIL,0,2
LESILE,0,2
LESILLE,0,1
LESILLEE,0,1
LESINA,0,3
LESIO,0,2
LESKA,0.776852934649573,8
LESKER,0.776852934649573,4
LESKIE,0,1
LESKUL,0,1
LESL,0.537133435142353,10
LESLA,0,5
LESLAW,0,3
LESLE,0,6
LESLEE,0,3
LESLEI,0,1
LESLENA,1,1
LESLENE,1,1
LESLER,0,1
LESLEY,0.290564058133524,53
LESLEYMAE,0,1
LESLI,0,2
LESLIE,0.603519260429054,10251
LESLIEC,0,1
LESLIEJ,0,1
LESLIN,0,1
LESLINE,0.839280602464756,3
LESLIS,0,1
LESLY,0,3
LESLYCHTER,0,1
LESLYE,0.776852934649573,12
LESLYN,1,1
LESMA,1,1
LESMAZINE,1,1
LESMES,0,2
LESMON,1,1
LESMORE,1,1
LESNER,0,1
LESOLA,0,1
LESON,0,1
LESPA,0.91261833712601,2
LESPER,0.91261833712601,4
LESPIE,0.91261833712601,4
LESPITH,0,1
LESS,0.880922154817002,41
LESSA,0.635126352878105,7
LESSAGE,1,1
LESSALEE,0,1
LESSALINE,1,1
LESSE,0,2
LESSEL,0.487037164217999,12
LESSELL,0.954313068541791,3
LESSELLE,1,1
LESSELY,1,1
LESSENE,0,1
LESSER,0.874414443087022,5
LESSEREAN,1,1
LESSERENE,1,1
LESSERINE,1,1
LESSETTIA,0,1
LESSIA,0,2
LESSIE,0.954313068541791,57
LESSIELY,1,1
LESSING,0,2
LESSLEE,0.91261833712601,2
LESSLEY,0.748996859458755,9
LESSLIE,0,2
LESSLY,0,2
LESSO,1,1
LESSOR,1,1
LESSTER,0,1
LESSYE,0.776852934649573,8
LEST,0.822751585080346,13
LESTA,0.197265772200706,87
LESTAL,0,2
LESTANA,0.91261833712601,2
LESTE,0,1
LESTEE,1,3
LESTEEN,0.91261833712601,2
LESTEL,0.598717009722856,8
LESTELL,0.776852934649573,4
LESTELLA,1,1
LESTELLE,0.91261833712601,2
LESTEN,0,4
LESTER,0.364624969744639,14649
LESTERA,0,1
LESTERC,0,1
LESTEREA,0,1
LESTERINE,0.91261833712601,2
LESTERLE,0,1
LESTERLENE,1,1
LESTES,0,1
LESTIA,0,3
LESTIE,0.303217799619631,25
LESTIL,0,1
LESTILLA,1,1
LESTINA,0.723069334627254,5
LESTINE,0.839280602464756,6
LESTINIA,1,1
LESTLE,0,1
LESTON,0.566255752356127,27
LESTOR,0,2
LESTORE,0,1
LESTRA,0,2
LESTRAL,0,1
LESTUS,0,2
LESUEUR,0,1
LESWINER,1,1
LESZEK,0,5
LETAH,0,10
LETAIN,0,1
LETAMAE,0,3
LETAN,1,1
LETANA,0,1
LETANNAH,0,1
LETARUE,0,1
LETASKA,1,1
LETAZELL,0,1
LETB,0,1
LETCH,0,3
LETCHARD,1,1
LETCHER,0.498664265850444,46
LETCHFORD,0.91261833712601,2
LETCHIE,1,1
LETCHMI,0,1
LETCIA,0,1
LETCIE,1,1
LETE,1,1
LETEBELLE,1,1
LETECIA,0,2
LETER,0,1
LETERIA,1,1
LETERIO,0,1
LETES,0.91261833712601,2
LETESA,1,1
LETESE,0,1
LETEYESUS,1,1
LETEZIA,0,1
LETH,0,6
LETHA,0.954313068541791,3
LETHAD,1,1
LETHAE,0,1
LETHAL,0,2
LETHALEOEN,0,1
LETHALIA,1,1
LETHAM,0,1
LETHAMA,0,1
LETHAMAE,0,2
LETHAN,0.91261833712601,4
LETHANIEL,1,5
LETHANN,1,1
LETHAPAGE,1,1
LETHAR,1,1
LETHARAY,0,1
LETHARD,0.91261833712601,2
LETHAYER,0,1
LETHEA,0.635126352878105,14
LETHEAN,0,1
LETHEL,0.723069334627254,15
LETHELL,0,1
LETHELLA,0,1
LETHEN,1,2
LETHENA,0,1
LETHER,0.944043909167582,34
LETHEREA,0,1
LETHERIL,1,1
LETHERN,0,1
LETHETTA,1,1
LETHIAL,1,1
LETHO,0,1
LETHOLA,1,2
LETHOLIA,1,1
LETHONIA,1,2
LETHORN,1,1
LETHRINE,1,1
LETHYL,0,1
LETI,1,1
LETICHA,0,1
LETICIA,0.949308722097275,81
LETIKO,0,1
LETILDA,0.954313068541791,3
LETIS,0,1
LETISH,0,1
LETISHA,0.91261833712601,4
LETISHIA,1,1
LETITA,0,1
LETITI,0,1
LETITIA,0.59709517907098,3227
LETIZIA,0,80
LETO,0,5
LETOLA,0,1
LETONNIER,1,1
LETORA,1,2
LETOSKY,1,1
LETRA,0,1
LETRAL,0,1
LETREL,0,1
LETRES,0,3
LETRESS,0,8
LETRETIA,0,1
LETRIANA,1,1
LETRICE,0,4
LETRICIA,1,1
LETRIS,0,2
LETROUS,0,1
LETROY,0.939997862569105,5
LETSIE,0,1
LETSON,0,3
LETSY,0,1
LETT,0.776852934649573,4
LETTEESE,1,1
LETTEFA,0,1
LETTEIRO,0,1
LETTEL,0,1
LETTERIA,0,3
LETTERINA,0,3
LETTERIO,0,4
LETTES,1,1
LETTETIA,0,1
LETTICA,1,1
LETTICE,1,1
LETTICO,0,1
LETTIE,0.196338667678436,175
LETTINE,0,1
LETTIOUS,1,1
LETTISHA,0,1
LETTISHEN,1,1
LETTISHER,1,1
LETTISHIE,0,1
LETTLOUS,0,1
LETTON,0,2
LETTRECIA,0,1
LETTRESS,0,1
LETTSOME,1,1
LETTYBELLE,0,1
LETTYE,0.537133435142353,10
LETUS,0,1
LETY,0,2
LETYR,0,1
LETZLER,0,1
LEUA,0,1
LEUALLYN,0,1
LEUBE,0,1
LEUBERTA,1,1
LEUCIA,0,1
LEUCILLE,0,1
LEUCIO,0,1
LEUCIOUS,0,1
LEUCKEL,0,1
LEUCYLLE,0,1
LEUDEAN,0,1
LEUDEMA,0,1
LEUDORO,0,1
LEUE,0,1
LEUEEN,0,1
LEUEL,0,1
LEUEN,0,1
LEUETTA,0,1
LEUGENIA,1,1
LEUINA,0,1
LEUIZENNA,0,1
LEULA,0.91261833712601,2
LEULAH,0.91261833712601,2
LEULLAN,0,1
LEUMAS,0,1
LEUNA,0.427263453475905,15
LEUNARD,0,1
LEUNE,0,1
LEUNIA,0,1
LEUNICE,0,1
LEUNISIA,0,1
LEUNTHA,0,1
LEUOLA,0,1
LEUORNIA,1,1
LEURA,0,15
LEURANIA,0,1
LEURENA,0,3
LEURENE,0.839280602464756,3
LEURENZA,1,1
LEURETA,0,1
LEURETT,0,1
LEURETTA,0,4
LEURIA,0,1
LEURIE,0,2
LEURINE,0.91261833712601,2
LEURLEAN,1,1
LEURLINE,0,1
LEUTE,0,1
LEUTESIA,0,1
LEUTFRIDO,0,1
LEUTISA,1,1
LEUTISHA,1,1
LEUTISHIE,1,1
LEUTITIA,1,1
LEUTY,0,3
LEUVAN,0,1
LEUVENIA,0.969071029103385,4
LEUVERNE,0,1
LEUVINIA,1,1
LEV,0.0916594483244004,209
LEVA,0.34145489291506,148
LEVAAA,1,1
LEVADA,0.85588229571473,80
LEVADELL,0,1
LEVADER,1,2
LEVADIE,0,1
LEVADOR,1,1
LEVAH,0,3
LEVAIE,0,1
LEVAIN,0,1
LEVAINE,0,1
LEVALL,0,1
LEVALLION,0,1
LEVALLIS,1,1
LEVAN,0.903842860225644,19
LEVANA,1,3
LEVANCE,0.839280602464756,3
LEVANCHIA,0,1
LEVANDA,0.91261833712601,2
LEVANDER,0.992688595786841,14
LEVANIA,0,2
LEVANIEL,1,1
LEVANNA,1,3
LEVANNAH,1,1
LEVANORA,0,1
LEVANT,0.65504370157974,13
LEVANTNI,0,1
LEVANWAY,0,1
LEVAR,0,2
LEVARA,0,1
LEVARD,1,1
LEVARL,0,1
LEVARN,0.91261833712601,2
LEVART,0,1
LEVASCO,1,1
LEVASSER,1,1
LEVASSIE,0,1
LEVATA,0.91261833712601,4
LEVATER,0.976622511411492,5
LEVATHER,1,1
LEVATINA,0,1
LEVATOR,0.981210157262357,6
LEVATUS,1,1
LEVAUGHAN,0,1
LEVAUGHN,0.839280602464756,6
LEVAUN,0,4
LEVAUNA,0,1
LEVAUNE,0,1
LEVE,0.598717009722856,8
LEVEA,0,6
LEVEAR,0.91261833712601,2
LEVEARL,0,1
LEVEART,0,1
LEVEDA,0,17
LEVEE,0,1
LEVEGE,1,1
LEVEINA,1,1
LEVEL,1,3
LEVELA,0,1
LEVELAND,1,1
LEVELDA,0,1
LEVELL,0.936691773831234,29
LEVELLA,0.976622511411492,10
LEVELLE,0.954313068541791,3
LEVELT,1,1
LEVELTUS,1,1
LEVELVA,0,1
LEVELVIA,0,1
LEVEN,0.806861047117895,7
LEVENARD,1,1
LEVEND,0,1
LEVENE,0.676250695837957,6
LEVENIE,1,1
LEVENIOR,0,1
LEVENNA,0,1
LEVENON,1,1
LEVENORA,0,1
LEVENORIA,0,1
LEVENS,0,1
LEVENSON,1,1
LEVENT,1,1
LEVER,0.862380823532094,8
LEVERA,0.822751585080346,13
LEVERAGE,0,1
LEVERCIA,1,1
LEVERDA,0.806861047117895,7
LEVERE,0,24
LEVERENCE,0,1
LEVERET,0.839280602464756,3
LEVERETT,0.530314961132574,41
LEVERETTE,0.465337105905293,13
LEVERGES,1,1
LEVERGIA,1,1
LEVERGIE,1,2
LEVERGN,0,1
LEVERGNE,0,1
LEVERIA,1,2
LEVERICH,0,1
LEVERIE,1,1
LEVERIGES,1,1
LEVERING,0,4
LEVERITT,0,2
LEVERL,0,2
LEVERLE,0,1
LEVERN,0.519327556468395,64
LEVERNA,0.566255752356127,9
LEVERNE,0.508373438071305,111
LEVERNIA,0.839280602464756,3
LEVERR,0,2
LEVERSA,1,3
LEVERSIA,1,1
LEVERSIE,1,1
LEVERSON,1,1
LEVERSTON,1,1
LEVERT,0.925385984407774,35
LEVERTA,0.979165893578535,11
LEVERTE,0,1
LEVERTER,1,1
LEVERTIA,0.91261833712601,2
LEVERTIE,1,1
LEVERTINA,1,1
LEVERTIS,1,1
LEVERTTA,0,1
LEVERY,1,1
LEVES,1,1
LEVESE,0,1
LEVESSA,1,1
LEVESTA,0.886788648226086,7
LEVESTER,0.993657266443416,32
LEVESTIA,1,1
LEVET,1,1
LEVETA,0,22
LEVETER,1,1
LEVETES,0,1
LEVETIA,0,1
LEVETIE,0,1
LEVETT,0.954313068541791,3
LEVETTA,0.723069334627254,10
LEVETTE,0,1
LEVETTIE,0,1
LEVEVA,0,1
LEVEY,0,2
LEVI,0.854930246444624,1217
LEVIA,0.303217799619631,50
LEVIAH,0,3
LEVIANNA,0,1
LEVIATHAN,0,3
LEVIATHIA,1,1
LEVICA,0,2
LEVICE,1,1
LEVICIA,0.91261833712601,2
LEVICY,0,1
LEVIDA,0.839280602464756,3
LEVIE,0.902396662192671,115
LEVIEN,0,1
LEVIENE,0,1
LEVIENNA,0,1
LEVILE,0,1
LEVILLA,1,1
LEVIN,0.723069334627254,60
LEVINAH,0,2
LEVINDA,1,1
LEVINE,0.867154305990534,13
LEVINES,0,1
LEVINGSTIO,1,1
LEVINGSTON,1,1
LEVINIO,0,2
LEVINN,0,1
