fname_std,bni_root,n_fname_root
LEVINSON,1,1
LEVINUS,0,2
LEVIO,0,14
LEVIONUL,1,1
LEVIOSE,1,1
LEVIOUS,1,1
LEVIRA,0,2
LEVIRDIA,1,1
LEVIRGIN,1,1
LEVIRN,0.91261833712601,2
LEVIRT,1,2
LEVIRTUS,1,1
LEVIS,0.487037164217999,36
LEVISA,1,1
LEVISIE,0,1
LEVISON,0.969071029103385,4
LEVISSE,1,1
LEVISTENE,1,1
LEVIT,0,1
LEVITA,0,6
LEVITE,0.723069334627254,5
LEVITHA,0,1
LEVITIA,0,1
LEVITICUS,1,3
LEVITT,0,3
LEVNITA,0,1
LEVO,0.839280602464756,3
LEVOCHIA,1,1
LEVODAS,0,2
LEVODIE,0,1
LEVOE,1,1
LEVOHN,0,2
LEVOI,0,2
LEVOID,0.776852934649573,4
LEVOIE,0,3
LEVOINE,0,1
LEVOIS,0,1
LEVOKA,1,1
LEVOLA,1,2
LEVOLIA,1,6
LEVOLUAH,1,1
LEVON,0.552636274786359,104
LEVONA,0.367178694247224,19
LEVONARD,0,1
LEVONCE,1,1
LEVONDA,0.776852934649573,4
LEVONE,0,4
LEVONIA,1,3
LEVONIE,1,1
LEVONIG,0,1
LEVONIK,0,1
LEVONNE,0.598717009722856,8
LEVONNGH,1,1
LEVONTI,0,1
LEVONTINE,0,1
LEVONUE,1,1
LEVORA,0.948124937252921,22
LEVORDIA,1,1
LEVORIA,1,2
LEVORN,0.969071029103385,4
LEVORNE,1,1
LEVORNIE,1,1
LEVOTA,0.723069334627254,5
LEVOTIE,1,1
LEVOUR,1,1
LEVOUSSIE,1,1
LEVOY,0.706759063159017,16
LEVOYD,0.776852934649573,4
LEVOYED,0,1
LEVRESA,1,1
LEVRET,0,1
LEVRIE,1,1
LEVRITA,1,1
LEVSHO,0,1
LEVURLE,0,1
LEVURNE,0,1
LEVUS,0,1
LEVVIE,0,1
LEVY,0.635126352878105,14
LEVYE,0,1
LEW,0.635126352878105,7
LEWAIN,0,1
LEWALD,0.776852934649573,4
LEWALLEN,0,4
LEWANA,0,1
LEWANDA,0,2
LEWANNA,0.635126352878105,7
LEWARD,0,7
LEWARE,0,1
LEWARN,0,1
LEWATA,0,1
LEWAYNE,0,2
LEWE,1,1
LEWEL,0,1
LEWELL,0,16
LEWELLEN,0,2
LEWELLON,0,1
LEWELLYN,0,16
LEWELYN,0.91261833712601,2
LEWEN,0,2
LEWENA,1,1
LEWENE,0,2
LEWER,0,1
LEWESE,0,1
LEWETTA,0,1
LEWETTE,0,1
LEWEVELEN,1,1
LEWEY,0,2
LEWGENE,0,2
LEWI,0.410471178804741,16
LEWIA,1,2
LEWICO,1,1
LEWIE,0,6
LEWILL,0,1
LEWIN,0.785196472196919,27
LEWINE,0,6
LEWINGTON,1,1
LEWINSTER,1,1
LEWIRA,0,1
LEWIS,0.560245249158019,11249
LEWISA,0,1
LEWISE,0,10
LEWISENE,0,1
LEWISJ,0,1
LEWISKA,1,1
LEWISMILO,0,1
LEWISTA,0,1
LEWISTEENE,0,1
LEWISTINE,0.91261833712601,2
LEWISTON,0.91261833712601,2
LEWITT,0,1
LEWIW,1,1
LEWKO,0,2
LEWLOU,0,1
LEWOLA,0,1
LEWRENZA,0,1
LEWRILLA,0,1
LEWTON,0.91261833712601,2
LEWYL,0,1
LEWYN,0.954313068541791,3
LEX,0.551310273615642,76
LEXA,0.510860095421192,11
LEXANNA,1,2
LEXANNER,1,1
LEXCIA,0,1
LEXE,0,1
LEXENIA,0,1
LEXETTI,0,1
LEXEY,0,2
LEXFRED,0,1
LEXI,0,1
LEXIA,0.740150191716233,14
LEXIE,0.504688513142182,315
LEXILIA,1,1
LEXINA,0,1
LEXINE,0,3
LEXINGTON,1,1
LEXIOPEL,0,1
LEXIUS,1,2
LEXLEY,0,1
LEXOLA,1,1
LEXON,0,1
LEXORA,1,1
LEXOUS,1,1
LEXSEE,0.91261833712601,2
LEXSIE,1,1
LEXSIOUS,0,1
LEXTER,0,5
LEXTON,0.806861047117895,7
LEXXEA,0,1
LEXY,0.776852934649573,4
LEY,0,1
LEYA,0,115
LEYAL,0,1
LEYB,0,28
LEYBA,0,11
LEYBURN,0,3
LEYBUSH,0,1
LEYCASTER,0,1
LEYCESTER,0.598717009722856,8
LEYCIL,0,1
LEYDA,0,2
LEYDEN,0,2
LEYDER,0,1
LEYDIA,0,1
LEYDO,0,1
LEYDON,0,1
LEYER,0,1
LEYESTER,0,1
LEYFORD,0,1
LEYIER,1,2
LEYKA,0,8
LEYLA,0,6
LEYLAN,0,1
LEYLAND,0.723069334627254,10
LEYLE,0,1
LEYLILA,1,1
LEYLON,0,1
LEYMAN,0.776852934649573,4
LEYMOINE,0,1
LEYMON,0.839280602464756,3
LEYMOTTE,1,1
LEYNA,0,1
LEYNORICE,0,1
LEYODA,0,1
LEYOLA,0.839280602464756,3
LEYOME,1,1
LEYON,0,1
LEYONA,0,2
LEYONARD,0,1
LEYONDA,0,1
LEYONE,0,1
LEYS,1,1
LEYSER,0,1
LEYSESTER,1,1
LEYTA,0,1
LEYTHA,0,1
LEYTON,0,5
LEYVA,0,1
LEYVI,0,2
LEYXIE,1,1
LEYYE,0,1
LEYZAR,0,1
LEYZER,0,9
LEZA,0,4
LEZAH,0,2
LEZARIO,0,1
LEZBA,0,1
LEZE,0,1
LEZEL,1,1
LEZELLE,1,1
LEZELLIA,1,1
LEZENA,1,1
LEZENE,0,1
LEZER,0,1
LEZET,1,1
LEZETA,1,1
LEZETHIA,1,1
LEZETORA,1,2
LEZETTA,0,2
LEZETTE,0,2
LEZIANNE,0,1
LEZIMA,0,4
LEZIME,0,1
LEZINA,0,2
LEZMA,0.91261833712601,2
LEZO,1,1
LEZOLA,1,1
LEZONA,0,1
LEZONIA,0,1
LEZORA,1,3
LEZZETTA,0,2
LEZZIERE,0,1
LF,0,1
LFEO,0,1
LFONA,0,1
LFRANCES,0,1
LG,0.839280602464756,3
LGEE,0,1
LGENEVIEV,0,1
LGERARD,0,1
LHATT,0,1
LHEA,0,1
LHNN,0,1
LI,0,1
LIA,0,60
LIAE,0,1
LIAL,0,6
LIALA,0,6
LIALIS,0,1
LIALYS,0,1
LIAM,0,7
LIAMOR,0,1
LIAN,0,2
LIANA,0.487037164217999,12
LIAND,0,1
LIANDRO,0,2
LIANE,0,23
LIANG,0,1
LIANNA,0,1
LIANNE,0,1
LIAS,0,3
LIAVINE,0,1
LIB,0.839280602464756,3
LIBA,0,42
LIBAN,0,1
LIBANIA,0,2
LIBARDO,0,3
LIBARINE,0,1
LIBARIO,0,1
LIBARO,0,1
LIBARY,1,1
LIBBA,0,1
LIBBAE,0,1
LIBBE,0,2
LIBBERINA,0,1
LIBBERIO,0,1
LIBBERO,0,1
LIBBERT,0,1
LIBBEY,0,1
LIBBIA,0,2
LIBBIE,0,2
LIBBIS,0,1
LIBBORIA,0,1
LIBBUS,0,1
LIBBY,0.91261833712601,4
LIBBYA,0,1
LIBBYE,0,13
LIBE,0,3
LIBER,0,4
LIBERA,0,56
LIBERALE,0,1
LIBERANTI,0,1
LIBERANTON,0,1
LIBERATA,0.332147070443851,22
LIBERATINA,0,1
LIBERATO,0,52
LIBERATORE,0,3
LIBERATTA,0,1
LIBERATUS,0,2
LIBERDA,0,1
LIBERI,0,2
LIBERIA,0.91261833712601,2
LIBERINA,0,6
LIBERIO,0.776852934649573,4
LIBERO,0,58
LIBERT,0,7
LIBERTA,0,31
LIBERTAD,0,15
LIBERTARIO,0.91261833712601,2
LIBERTHA,0,1
LIBERTI,0,1
LIBERTINA,0,3
LIBERTINE,0,1
LIBERTINO,0,1
LIBERTO,0,10
LIBERTY,0.259517841555947,154
LIBERUS,0,1
LIBERY,0,1
LIBIA,0.264781354821284,30
LIBINO,0,1
LIBIO,0,1
LIBNER,1,1
LIBOIRE,0,1
LIBOR,0,2
LIBORA,0,3
LIBORIA,0.175695446008544,50
LIBORIO,0.111767938036028,84
LIBORY,0,1
LIBOURIO,0,1
LIBR,0,1
LIBRA,0.510860095421192,11
LIBRADA,0.0591918442057258,167
LIBRADE,0,1
LIBRADITA,0,5
LIBRADO,0,48
LIBRARY,1,1
LIBRATA,0,1
LIBRE,0,1
LIBREATA,0,1
LIBRENA,0,1
LIBRETTA,0,1
LIBRINA,0,1
LIBRO,0,7
LIBURINE,0,1
LIBUSE,0,18
LIBUSHA,0,1
LIBUSHE,0,2
LIBUSIA,0,1
LIBYE,0,1
LICA,0,3
LICADIO,0,1
LICAISSE,1,1
LICCA,0,1
LICCIOSA,0,1
LICENIA,0.954313068541791,3
LICENNIE,0,1
LICHAA,0,1
LICHO,0,1
LICIA,0.343057152555242,21
LICICLE,1,1
LICIDA,0,1
LICILDA,1,1
LICILLE,0.91261833712601,2
LICINIA,0,1
LICINIO,0,1
LICIO,0,1
LICIOUS,1,1
LICIU,0,1
LICIUS,1,1
LICREZIA,0,1
LIDA,0.839280602464756,3
LIDA-MAE,0,1
LIDABEL,0,1
LIDABELLE,0,1
LIDAMO,0,1
LIDARPAULI,0,1
LIDAS,0,2
LIDD,0,1
LIDDE,0,1
LIDDELL,0.981210157262357,6
LIDDELLE,1,1
LIDDIEA,0,1
LIDDLE,0,1
LIDDON,0,1
LIDDY,0,1
LIDDYANN,0,1
LIDE,0,3
LIDEH,0,1
LIDELEE,0,1
LIDELL,1,2
LIDEO,0,1
LIDESVINDO,0,1
LIDGE,0.954313068541791,3
LIDI,0,1
LIDIAN,1,1
LIDIE,0,2
LIDIETTE,0,1
LIDIJA,0,20
LIDIO,0,10
LIDIVJANA,0,1
LIDIYA,0,41
LIDIZIO,0,1
LIDJIA,0,1
LIDLE,0,1
LIDMILA,0,1
LIDMILLA,0,1
LIDNEY,0,1
LIDNIE,0,1
LIDO,0,17
LIDOINA,0,1
LIDORA,0,1
LIDORIA,0,1
LIDOVINA,0,1
LIDUBINA,0,1
LIDUBOV,0,1
LIDUINA,0,14
LIDUINO,0,1
LIDUVINA,0.410471178804741,16
LIDUVINE,0,1
LIDUVINO,0,1
LIDVENA,0,1
LIDVINA,0,6
LIDVINNIO,0,1
LIDWIG,0,1
LIDWIN,0,1
LIDWINA,0,44
LIDWINN,0,1
LIDWINNIA,1,1
LIDYA,0,7
LIEA,0,1
LIEANNA,0,1
LIEB,0,1
LIEBA,0,5
LIEBARD,0,1
LIEBE,0,4
LIEBER,0,2
LIEBERT,0,1
LIEBETHA,0,1
LIEBETTA,0,1
LIEBLING,0,1
LIEBRA,0,1
LIEDE,1,1
LIEDOTTE,0,1
LIEF,0,9
LIEFA,0,1
LIEFINA,0,1
LIEFORD,0,1
LIEGI,0,1
LIEHLIA,0,1
LIEKIRKIER,1,1
LIEL,0,1
LIELAS,0,1
LIELIA,0,1
LIELIE,1,1
LIELLEI,0,1
LIELYA,0,1
LIEN,0.723069334627254,5
LIENARE,0,1
LIENE,0,1
LIENNA,0,1
LIENNE,0,1
LIENOL,0,1
LIENSEAL,0,1
LIEPOSAVA,0,1
LIERA,0,1
LIESA,0,5
LIESBET,0,1
LIESBETH,0,16
LIESCHEN,0,4
LIESE,0,10
LIESEL,0,40
LIESELOGTE,0,1
LIESELORE,0,1
LIESELOTT,0,22
LIESELOTTA,0,1
LIESELOTTE,0,115
LIESETTE,0,2
LIESILOTTE,0,1
LIESL,0,1
LIESLEOTTE,0,1
LIESTER,0,1
LIETA,0,2
LIETH,0,1
LIETHA,0,1
LIETO,0,2
LIETTA,0,2
LIETTE,0,2
LIETTO,0,1
LIEU,0,2
LIEUCEAL,0,1
LIEUCINDIA,0,1
LIEUDELL,0,1
LIEUELLEN,0,1
LIEUENA,0,1
LIEUETTA,0,1
LIEUFAY,0,1
LIEUNETTE,0,1
LIEURA,0,1
LIEUTELLE,0,1
LIEUTENAN,1,2
LIEUTENANT,0.990021798584471,21
LIEUTICIA,0,1
LIEUTRELL,0,1
LIEUVENIA,0,1
LIEUVERNIA,0,1
LIEUWE,0,2
LIEUX,0,1
LIEVANA,0,1
LIEVE,0,1
LIEVIN,0,1
LIEZE,0,1
LIEZER,0,1
LIEZETTA,0,1
LIFE,1,1
LIFEDA,0,1
LIFEY,0,1
LIFFIE,0,2
LIFFORD,0.839280602464756,3
LIFFOUS,0,1
LIFIE,1,1
LIFORD,0,1
LIFSA,0,1
LIFSHA,0,5
LIFSHNIA,0,1
LIFTFIELD,1,1
LIFTY,0,1
LIFUS,0.954313068541791,6
LIGA,0,2
LIGAYA,0,1
LIGED,1,1
LIGEL,0,1
LIGENS,1,1
LIGERI,0,1
LIGERNA,1,1
LIGET,1,1
LIGGEN,1,1
LIGGETT,0.676250695837957,6
LIGGIE,0.91261833712601,4
LIGGINS,1,1
LIGHT,0,2
LIGHTFOOT,0,3
LIGHTLE,0,1
LIGHTNING,1,1
LIGHTY,0,1
LIGIA,0,56
LIGIE,0,4
LIGON,0.748996859458755,9
LIGONIA,1,1
LIGOR,0,1
LIGORIA,0,1
LIGORIE,0,4
LIGOTAMI,0,1
LIGOURI,0,4
LIGUE,0,1
LIGUORA,0,1
LIGUORI,0,12
LIGUORIA,0,2
LIHUGH,0,1
LIIDIA,0,1
LIILI,0,1
LIILIAN,0,1
LIILIE,1,1
LIILLIAN,0,1
LIIS,0,1
LIISA,0,1
LIISI,0,2
LIJA,0,2
LIJAH,0,1
LIKEFUS,1,1
LIKEY,1,1
LIKOURGOS,0,2
LIL,0.427263453475905,15
LILA,0.462983122906397,4367
LILABEL,0,2
LILABELL,0,4
LILABELLE,0,3
LILAC,0,8
LILACE,0,9
LILAH,0.171371099745004,206
LILAHA,0,1
LILALEE,0,1
LILAMAE,0.839280602464756,3
LILAMARC,0,1
LILAN,0,7
LILAND,0,1
LILANDIA,0,1
LILANN,0,1
LILAR,0.981210157262357,6
LILARUTH,0,1
LILAS,0.351721948237132,81
LILATH,0,2
LILB,0,1
LILBA,0,1
LILBARN,0,2
LILBERN,0,14
LILBERNE,0,1
LILBERT,0.91261833712601,6
LILBON,0.954313068541791,3
LILBORN,0,4
LILBOURN,0,3
LILBOURNE,0,4
LILBURN,0.309967162160119,97
LILBURNE,0.776852934649573,4
LILDA,0.776852934649573,4
LILDER,1,1
LILE,0.566255752356127,18
LILEA,0.839280602464756,3
LILEAS,0,1
LILEATH,1,1
LILEATHE,1,2
LILEBELLE,0,1
LILEE,1,1
LILEETH,0,1
LILELA,0,1
LILEON,1,1
LILER,0.986506242162338,8
LILES,0,1
LILETA,0,1
LILETH,0.723069334627254,10
LILETHA,1,1
LILETTE,0,2
LILEY,1,1
LILFORD,0,1
LILHA,0,1
LILI,0,87
LILIA,1,1
LILIACE,0,1
LILIAH,0,2
LILIALDO,0,1
LILIAN,0.786604517407961,23
LILIANA,0,6
LILIANE,0.650960918509462,33
LILIANN,0,3
LILIANNA,0,1
LILIANNE,0.367178694247224,19
LILIANS,0,1
LILIAS,0.326948182315929,45
LILIBELLE,1,1
LILICA,0,1
LILICE,0,1
LILIEN,0,9
LILIENNE,0,2
LILIER,1,1
LILIES,1,1
LILIETH,0.91261833712601,2
LILIIAN,0,2
LILIJA,0,15
LILIKA,0,1
LILIME,0,1
LILINOE,0,1
LILIO,0,3
LILION,0,1
LILIOSA,0,2
LILIOSE,0,1
LILIS,0,1
LILITA,0.91261833712601,2
LILITH,0.58203412444426,34
LILITHA,0,1
LILIUS,0,4
LILIVENE,0,1
LILIYA,0,2
LILJA,0,13
LILL,0,2
LILLA,0.751692246811186,445
LILLABELL,0,4
LILLABELLE,0,2
LILLACE,0,6
LILLAGERTR,0,1
LILLAH,0,13
LILLAHBELL,0,1
LILLAIN,0,7
LILLAMAE,0,2
LILLAMAY,0,2
LILLAMOND,0,1
LILLAN,0,11
LILLAR,0.91261833712601,34
LILLARD,0.546502235604625,87
LILLAREE,0.91261833712601,2
LILLAS,0,10
LILLAWAH,0,2
LILLBERN,0,1
LILLBRIT,0,1
LILLBRITT,0,1
LILLEBESS,0,1
LILLEBIL,0,1
LILLEE,0,1
LILLEEN,0,1
LILLELMA,0,1
LILLEN,0,2
LILLENE,0,1
LILLEON,0,1
LILLES,0,2
LILLET,0.969071029103385,4
LILLETH,0.976622511411492,5
LILLETTE,0,3
LILLEUS,0,1
LILLIA,0,1
LILLIAA,0,5
LILLIAAN,0,1
LILLIABELL,0,1
LILLIAH,0,2
LILLIAJ,0,1
LILLIAMN,0,1
LILLIAN,0.614062190052445,76904
LILLIANA,0.91261833712601,2
LILLIAND,0,1
LILLIANE,0.616384481721839,15
LILLIANETT,0,1
LILLIANL,0,1
LILLIANLOU,0,1
LILLIANM,0,2
LILLIANMAE,0,2
LILLIANN,0,2
LILLIANNE,0,4
LILLIANNOS,0,1
LILLIANROS,0,1
LILLIANRUT,0,1
LILLIANS,0,2
LILLIANTIN,1,1
LILLIANVI,0,1
LILLIARD,0,2
LILLIAS,0,64
LILLIATH,0.91261833712601,2
LILLIAYN,0,1
LILLICE,0.723069334627254,5
LILLIDALE,0,1
LILLIE,0.867154305990534,13
LILLIE-MAE,1,1
LILLIEANNA,0,1
LILLIEBEL,1,1
LILLIEBELL,0.839280602464756,6
LILLIEH,0,1
LILLIEINEZ,0,1
LILLIEL,1,1
LILLIEM,0,2
LILLIEMAE,0.806861047117895,7
LILLIEMAY,0,1
LILLIEMYRT,1,1
LILLIEON,0,1
LILLIER,1,3
LILLIES,0,4
LILLIETH,0.676250695837957,6
LILLIETTE,0,1
LILLIJA,0,1
LILLIJO,0,1
LILLILAN,0,1
LILLIMAE,0.839280602464756,3
LILLINA,0,3
LILLINN,0,1
LILLION,0,1
LILLIONE,0,1
LILLIOUS,0.839280602464756,6
LILLIS,0,2
LILLISTON,1,1
LILLITH,0.410471178804741,16
LILLIUS,0.635126352878105,7
LILLIUTH,0,1
LILLLAMAE,0,1
LILLLIAN,0,4
LILLMON,0,2
LILLO,0.776852934649573,4
LILLOISE,0,1
LILLON,0.776852934649573,4
LILLOUISE,0,1
LILLOUS,0,1
LILLOYD,1,1
LILLRYN,0,1
LILLUMS,0,1
LILLUS,0.748996859458755,9
LILLY,0.776852934649573,4
LILLYA,0,1
LILLYAN,0.58203412444426,51
LILLYANN,0,1
LILLYANNA,0,1
LILLYANNE,0,1
LILLYBELL,0,1
LILLYE,0.784143741933968,31
LILLYMAE,0,4
LILLYMARY,0,1
LILLYMAY,0.839280602464756,3
LILLYN,0,1
LILLYON,0,3
LILLYS,0,3
LILLYTH,0,1
LILMA,0,3
LILMAR,0,1
LILMER,0,3
LILMON,0.954313068541791,3
LILO,0.286577617699591,54
LILOISE,0,1
LILON,0,1
LILOTH,0,1
LILOUISE,0,1
LILSA,0,1
LILTON,0.93718620379917,17
LILUA,0,2
LILUCCIA,0,1
LILUS,0,1
LILVIA,0,1
LILWYN,0,1
LILWYNNE,0,1
LILY-SCOTT,0,1
LILYA,0,4
LILYAN,0.102348434596688,463
LILYANE,0.723069334627254,5
LILYANN,0,12
LILYANNE,0.723069334627254,5
LILYAR,0,1
LILYAS,0,1
LILYBECK,0,1
LILYBEL,0,2
LILYBELL,0,2
LILYBELLE,0.776852934649573,4
LILYE,0,2
LILYEN,0,1
LILYFRED,0,1
LILYIAN,0,1
LILYM,0,2
LILYMAE,0,6
LILYN,0,3
LILYON,0,4
LILYONE,0,1
LILYRENE,0,1
LILYSTINE,1,1
LILYTH,0,3
LILYUN,0,1
LIM,0.954313068541791,3
LIMA,0.528080443263033,31
LIMAN,0.839280602464756,3
LIMAR,1,2
LIMAS,1,4
LIMBANA,0,1
LIMBANIA,0,1
LIMBANO,0,1
LIMBERY,1,1
LIMBIRD,0,1
LIMBO,0,1
LIMBRICK,1,1
LIMBROADUS,1,1
LIME,0,2
LIMER,1,2
LIMERICK,0,1
LIMES,1,2
LIMETTA,1,1
LIMIEL,1,1
LIMIEX,1,1
LIMLEY,0,1
LIMMA,0,2
LIMMEL,1,1
LIMMER,0,3
LIMMIE,0.979484748101662,39
LIMMUARY,1,1
LIMMY,1,1
LIMOS,1,1
LIMOUS,1,2
LIMOUSINE,1,1
LIMRICK,1,1
LIMUAL,0.91261833712601,2
LIMUEL,0.930032869700707,25
LIMUL,1,1
LIMUS,1,1
LIMZIE,1,1
LIN,0.66760522673356,31
LINA,0,3
LINABELLE,0,3
LINADA,0,1
LINADELL,0,1
LINADINE,0,1
LINAH,0,1
LINAIRE,1,1
LINAL,0.91261833712601,2
LINAMAE,0,1
LINAR,0,1
LINARA,0,1
LINARD,0.566255752356127,9
LINARDO,0,2
LINAVE,0,1
LINBERT,0,1
LINC,0,1
LINCCI,0,1
LINCE,0.91261833712601,2
LINCEY,1,1
LINCHEON,1,1
LINCHIE,0,2
LINCIE,1,1
LINCILE,1,3
LINCOLN,0.739483451143683,613
LINCONIA,1,1
LINCOUS,0,1
LINCTON,1,1
LINCY,1,2
LIND,0.410471178804741,16
LINDA,0.383518580416758,2099
LINDAL,0,6
LINDALE,0,1
LINDALEE,0,1
LINDALL,0,5
LINDAMIRA,0,2
LINDAURA,0,1
LINDAURAL,0,1
LINDAY,0.91261833712601,4
LINDE,0,2
LINDEAU,0,1
LINDEL,0,23
LINDELL,0.329527122182922,89
LINDEN,0.243201304237644,134
LINDER,0.874414443087022,20
LINDERBEL,0,1
LINDFORD,0,2
LINDFRED,0,1
LINDGART,0,1
LINDI,0,3
LINDIA,0.723069334627254,5
LINDIN,0,1
LINDIS,0,1
LINDLE,0,9
LINDLEY,0.237666964280918,69
LINDO,0.445488268654935,28
LINDOL,0,5
LINDOLFO,0,1
LINDOLPH,0,1
LINDON,0,1
LINDOR,0,6
LINDORA,0,2
LINDORE,0,1
LINDORO,0,1
LINDOW,0,1
LINDRELL,0,1
LINDSAY,0.831853106348635,28
LINDSAYBE,0,1
LINDSAYM,0,1
LINDSEY,0.778892930796633,563
LINDSLEY,0.748996859458755,9
LINDUFF,0,1
LINDUS,0.91261833712601,2
LINDWOOD,1,2
LINDY,0.635126352878105,7
LINDZA,0,1
LINDZEY,0,1
LINDZY,1,1
LINE,0.91261833712601,4
LINEA,0.410471178804741,16
LINEAL,0.91261833712601,4
LINEAR,0,2
LINEAUS,0,1
LINEAVE,0,1
LINEBERRY,0,1
LINECY,0,1
LINEL,0,1
LINELDA,0,2
LINELL,0.826005098288952,16
LINELLA,0.839280602464756,3
LINELLE,0.635126352878105,7
LINENE,0,1
LINEO,0,1
LINEOL,0,2
LINER,0.91261833712601,2
LINEREE,1,1
LINERS,1,1
LINES,0,2
LINESS,0,4
LINET,1,1
LINETA,0,1
LINETH,1,1
LINETT,1,3
LINETTA,0.676250695837957,6
LINETTE,0.91261833712601,22
LINEUS,0,2
LINEY,0.723069334627254,5
LINEZ,0,1
LINFERD,0,1
LINFORD,0.427263453475905,75
LINFRED,0,2
LING,0,1
LINGAN,0,1
LINGAR,1,1
LINGARD,0.839280602464756,3
LINGER,1,1
LINGERETTE,0,1
LINGLE,0,1
LINGO,0.874414443087022,5
LINH,0,1
LINHART,0,2
LINI,0,1
LINIA,0.933000112447838,7
LINIAI,0,1
LINIAL,0,1
LINIAN,0,2
LINIARD,0,1
LINIAUS,1,1
LINIC,0,1
LINICE,0,2
LINIDA,0,1
LINIE,0.933000112447838,7
LINIEL,0,1
LINIER,0,1
LINIERE,0,1
LINIEV,1,1
LINIOUS,0,1
LINIS,0,7
LINISTER,0,2
LINITA,0,1
LINK,0.847796688275507,23
LINKA,0.776852934649573,4
LINKES,0,1
LINKFIELD,1,1
LINKIE,0,1
LINLEE,0,1
LINLEY,0.332147070443851,22
LINLY,0,3
LINN,0,81
LINNA,0.172788700845579,51
LINNABELLE,0,1
LINNAE,0,2
LINNAEAS,0,1
LINNAEUS,0,3
LINNAH,0,1
LINNARD,0,4
LINNE,0.598717009722856,8
LINNEA,0,311
LINNEATA,0,1
LINNEAUS,0,1
LINNEL,0,1
LINNELL,0.758057565634243,13
LINNER,0.979165893578535,11
LINNERA,1,1
LINNES,0.776852934649573,4
LINNET,0.939997862569105,10
LINNETH,1,1
LINNETT,0.96058250670519,10
LINNETTA,0.723069334627254,5
LINNETTE,0.91261833712601,20
LINNEUS,0,1
LINNEY,0.723069334627254,5
LINNIA,0,4
LINNICE,0,1
LINNIE,0.680024825507746,1035
LINNIEBELL,0,1
LINNIETEEN,1,1
LINNIS,0.676250695837957,12
LINNIUS,0,1
LINNOL,0,1
LINNON,0.839280602464756,3
LINNOR,0,1
LINNORA,0,2
LINNTON,0,1
LINNY,0,2
LINNYE,0.839280602464756,3
LINO,0.315825494477771,189
LINOAL,0,1
LINOEL,0,2
LINOIEL,0,1
LINOL,0,3
LINOLA,0,1
LINON,1,3
LINORA,0.91261833712601,4
LINORD,0,2
LINORE,0,5
LINOS,0,2
LINOUS,0.776852934649573,4
LINRO,0,1
LINROW,0,1
LINSCOTT,0,2
LINSE,0,1
LINSEY,0.954313068541791,3
LINSFIELD,0,1
LINSIE,0,1
LINSLEY,0,5
LINSON,0,4
LINSTER,0.776852934649573,12
LINSTON,1,1
LINSVILLE,0,1
LINSWORTH,0,1
LINSY,0.91261833712601,2
LINT,0.839280602464756,3
LINTEEN,0,1
LINTHAL,0,1
LINTHICUM,0,1
LINTO,1,1
LINTON,0.775294334150038,149
LINUAL,0,1
LINUARD,1,1
LINUART,1,1
LINUEL,0,4
LINUS,0.0751672974869073,259
LINVAL,0.776852934649573,4
LINVARD,0,1
LINVEL,0,3
LINVELL,0.839280602464756,3
LINVENT,0,1
LINVIL,0,1
LINVILL,0,3
LINVILLE,0.278924128610575,28
LINVLE,0,2
LINW,0,1
LINWARD,0.856487369211789,11
LINWOD,0,1
LINWOOD,0.789155166349566,633
LINY,0,2
LINYON,1,1
LINYUN,1,1
LINZA,0,5
LINZE,0,2
LINZEE,0,1
LINZEL,0,1
LINZELL,1,2
LINZER,1,1
LINZEY,0.91261833712601,2
LINZIE,0.930690624773554,32
LINZO,1,2
LINZY,0,2
LIO,0,2
LIOBA,0,10
LIOBALDA,1,1
LIOBNICK,0,1
LIOCADIA,0,1
LIODARD,0,1
LIOL,0,2
LIOLA,0.487037164217999,12
LIOMA,0,2
LION,0,6
LIONA,1,1
LIONAL,0.510860095421192,11
LIONDINA,0,1
LIONDRO,0,1
LIONE,0,3
LIONEL,0.567241480437717,1399
LIONELA,0,1
LIONELL,0.901366493827504,15
LIONELLE,0,3
LIONELLEE,0,1
LIONELLO,0,1
LIONETTA,0,1
LIONEZ,0,1
LIONGGIOK,0,1
LIONGINA,0,1
LIONGINAS,0,1
LIONIA,0,1
LIONICIA,0,1
LIONICIO,0,2
LIONIDES,0,1
LIONIDEZ,0,1
LIONIEL,0,1
LIONILDA,0,1
LIONIRES,0,2
LIONIREZ,0,1
LIONISIA,0,1
LIONISIO,0,2
LIONNE,0,4
LIONNELL,0,1
LIONOR,0,5
LIONSO,0,1
LIORE,0,1
LIOSE,0,1
LIOSHA,0,1
LIOUBOV,0,6
LIOUDKA,0,1
LIOUDMILA,0,1
LIOUDVIG,0,1
LIOVA,0,2
LIOVIGILDO,0,1
LIOW,0,1
LIOYD,0,1
LIPA,0,12
LIPE,0,2
LIPHARDA,0,1
LIPHILDA,0,1
LIPIDRO,0,1
LIPKJE,0,1
LIPMAN,0,6
LIPOT,0,10
LIPPE,0,1
LIPPERT,0,1
LIPPMAN,0,2
LIPSCOMB,0,1
LIPSEY,0,1
LIPTON,0,1
LIRA,0.874414443087022,5
LIRAS,0,1
LIRCURTIS,1,1
LIRIA,0,5
LIRIANO,1,1
LIRIDA,0,1
LIRIO,0,3
LIRIOLINA,0,1
LIRLEEN,0,1
LIRLENE,0.969071029103385,4
LIRLIE,0,1
LIRLIND,0,1
LIRLINE,0.91261833712601,2
LIRON,0,1
LIRSE,0,1
LIRTIE,0,1
LIS,0,3
