fname,fname_std,sex,source
KATHREN,KATHARINE,2,MPC
KATHRIN,CATHERINE,2,MPC
KATHRINA,CATHERINE,2,ABE
KATHRINE,CATHERINE,2,MPC
KATHY,CATHERINE,2,MPC
KATI,CATHERINE,2,MPC
KATIE,CATHERINE,2,MPC
KATRINA,CATHERINE,2,ABE
KATRINE,CATHERINE,2,ABE
KATTE,CATHERINE,2,MPC
KATTIE,CATHERINE,2,MPC
KATTY,CATHERINE,2,MPC
KATY,CATHERINE,2,MPC
KAY,CATHERINE,1,ABE
KAZIAH,KEZIAH,2,ABE
KENETH,KENNETH,1,ABE
KENNY,KENNETH,1,MPC
KERBY,KIRBY,1,MPC
KESIA,KEZIAH,2,ABE
KESIAH,KEZIAH,2,MPC
KETTY,CATHERINE,2,MPC
KEY,MARSHALL,1,ABE
KEZIA,KEZIAH,2,ABE
KISIAH,KEZIAH,2,ABE
KISSEY,CALISTA,2,MPC
KISSIAH,KEZIAH,2,MPC
KISSIE,CASSANDRA,2,ABE
KIT,CATHERINE,1,MPC
KIT,CATHERINE,2,MPC
KITIE,CATHERINE,2,MPC
KITT,CATHERINE,1,MPC
KITTE,CATHERINE,2,MPC
KITTEY,CATHERINE,2,MPC
KITTIE,CATHERINE,2,MPC
KITTY,CATHERINE,2,MPC
KITY,CATHERINE,2,ABE
KIZIAH,KEZIAH,2,ABE
KIZZIAH,KEZIAH,2,MPC
KIZZIE,KEZIAH,2,MPC
KIZZY,KEZIAH,2,MPC
KLAAS,KLAUS,1,ABE
KLARA,CLARA,2,ABE
KNUD,KNUT,1,ABE
KNUDT,KNUT,1,ABE
KNUTE,KNUT,1,ABE
KONRAD,CONRAD,1,MPC
KORA,CORA,2,ABE
KRISTINE,CHRISTINE,2,MPC
LABEN,LABAN,1,ABE
LABON,LABAN,1,ABE
LACEY,LACY,1,ABE
LAFAETT,LAFAYETTE,1,MPC
LAFAETTE,LAFAYETTE,1,MPC
LAFAYET,LAFAYETTE,1,MPC
LAFAYETT,LAFAYETTE,1,MPC
LAFE,LAFAYETTE,1,ABE
LAFEYETTE,LAFAYETTE,1,ABE
LAFT,MARSHALL,1,ABE
LAFYETT,LAFAYETTE,1,MPC
LAFYETTE,LAFAYETTE,1,MPC
LAINAR,MARSHALL,1,ABE
LAMUEL,LEMUEL,1,ABE
LAN,LANCASTER,1,MPC
LANDEN,LANDON,1,ABE
LANE,MARSHALL,1,ABE
LANG,LANGFORD,1,MPC
LANORA,ELEANOR,2,ABE
LANY,LANEY,2,MPC
LARA,LAURA,2,ABE
LARAH,LAURA,2,ABE
LARANCE,LAWRENCE,1,MPC
LARENA,LORENA,2,MPC
LARENCE,LAWRENCE,1,MPC
LARETTA,LORETTA,2,ABE
LARINA,LORENA,2,ABE
LARINDA,LORINDA,2,ABE
LAROY,LEROY,1,ABE
LARRA,LAURA,2,ABE
LARRAH,LAURA,2,ABE
LARRENCE,LAWRENCE,1,ABE
LARRY,LAWRENCE,1,MPC
LARUA,LAURA,2,MPC
LARY,LAWRENCE,1,MPC
LATICIA,LETICIA,2,MPC
LATITIA,LETITIA,2,ABE
LATON,LAYTON,1,MPC
LAUISA,LOUISA,2,ABE
LAURAH,LAURA,2,MPC
LAURANCE,LAWRENCE,1,MPC
LAURE,LAURA,2,MPC
LAUREA,LAURA,2,ABE
LAURENCE,LAWRENCE,1,MPC
LAURENS,LAWRENCE,1,MPC
LAURETTA,LORETTA,2,MPC
LAURIA,LAURA,2,ABE
LAURIE,LAURA,2,ABE
LAURIN,LOREN,1,ABE
LAURINA,LORENA,2,ABE
LAURRA,LAURA,2,ABE
LAURY,LAURA,2,MPC
LAUSON,LAWSON,1,ABE
LAVANIA,LAVINIA,2,ABE
LAVENA,LAVINIA,2,ABE
LAVENIA,LAVINIA,2,ABE
LAVERN,LAVERNE,1,ABE
LAVINA,LAVINIA,2,ABE
LAVINE,LAVINIA,2,ABE
LAVINNA,LAVINIA,2,ABE
LAVISA,LOVISA,2,ABE
LAVONIA,LAVINIA,2,ABE
LAW,LAWRENCE,1,MPC
LAWERENCE,LAWRENCE,1,MPC
LAWRA,LAURA,2,MPC
LAYFAETT,LAFAYETTE,1,MPC
LAYFAETTE,LAFAYETTE,1,ABE
LAYFAYETT,LAFAYETTE,1,ABE
LAYFAYETTE,LAFAYETTE,1,ABE
LAYFETTE,LAFAYETTE,1,ABE
LAYGOLLA,LAY,2,ABE
LEA,LEAH,2,MPC
LEAN,LEANNE,2,ABE
LEANA,LEANNA,2,ABE
LEANARD,LEONARD,1,MPC
LEANNAH,LEANNA,2,ABE
LEANNER,LEANNE,2,ABE
LEANOR,ELEANOR,2,MPC
LEANORA,ELEANOR,2,ABE
LEANORD,LEONARD,1,MPC
LEAPOLD,LEOPOLD,1,MPC
LEATHA,ALETHEA,2,ABE
LEATHY,ALETHEA,2,ABE
LECTA,ELECTA,2,ABE
LEDIA,LYDIA,2,ABE
LEE,MARSHALL,1,ABE
LEEANDER,LEANDER,1,ABE
LEEANNA,LEANNA,2,ABE
LEELUI,LEE,1,ABE
LEEROY,LEROY,1,ABE
LEILA,LELA,2,ABE
LEINA,LENA,2,ABE
LELAH,LELA,2,ABE
LELIE,LELSIE,2,MPC
LELLA,LELA,2,ABE
LEM,LEMUEL,1,MPC
LEMIEL,LEMUEL,1,ABE
LEMUAL,LEMUEL,1,ABE
LEMUL,LEMUEL,1,ABE
LEN,LEONARD,1,MPC
LEN,LENORA,2,MPC
LENAH,LENA,2,ABE
LENAR,LENORE,2,ABE
LENARD,LEONARD,1,MPC
LENI,LENA,2,ABE
LENIA,LENA,2,ABE
LENN,LEONARD,1,MPC
LENNARD,LEONARD,1,MPC
LENNIE,LEONARD,1,MPC
LENNY,LEONARD,1,MPC
LENOARD,LEONARD,1,MPC
LENOR,ELEANOR,2,ABE
LENORA,ELEANOR,2,ABE
LENORAH,ELEANOR,2,ABE
LENORD,LEONARD,1,MPC
LENY,LEONARD,1,MPC
LEO,LEONARD,1,MPC
LEO,LEONARDO,2,MPC
LEOMA,LEONA,2,ABE
LEON,LEONA,2,ABE
LEONA,LEON,1,ABE
LEONADAS,LEONIDAS,1,ABE
LEONADUS,LEONIDAS,1,ABE
LEONARA,ELEANOR,2,ABE
LEONE,LEON,1,ABE
LEONE,LEONA,2,ABE
LEONHARDT,LEONHARD,1,ABE
LEONI,LEONA,2,ABE
LEONIA,LEONA,2,ABE
LEONIDES,LEONIDAS,1,ABE
LEONIDUS,LEONIDAS,1,ABE
LEONIE,LEONA,2,ABE
LEONNA,LEONA,2,ABE
LEONOR,ELEANOR,2,ABE
LEONORA,ELEANOR,2,ABE
LEONORE,ELEANOR,2,ABE
LEONREV,LEON,1,ABE
LEORA,LENORA,2,MPC
LEPOLD,LEOPOLD,1,MPC
LESLEY,LESLIE,1,ABE
LESLY,LESLIE,1,MPC
LESSIE,LESLIE,2,MPC
LESSLIE,LESLIE,1,ABE
LETA,LETITIA,2,ABE
LETETIA,LETICIA,2,MPC
LETHA,ALETHEA,2,ABE
LETHE,ALETHEA,2,ABE
LETHIA,ALETHEA,2,ABE
LETHIE,ALETHEA,2,ABE
LETHY,ALETHEA,2,ABE
LETIA,LETITIA,2,ABE
LETICIA,LETITIA,2,ABE
LETIE,LETITIA,2,ABE
LETTA,LETITIA,2,ABE
LETTIA,LETITIA,2,ABE
LETTICE,LETITIA,2,ABE
LETTICIA,LETITIA,2,ABE
LETTIE,LETITIA,2,ABE
LETTITIA,LETITIA,2,ABE
LETTUCE,LETTICE,2,MPC
LETTY,LETTIE,2,MPC
LEUCINDA,LUCINDA,2,MPC
LEUELLA,LOUELLA,2,ABE
LEUIS,LOUIS,1,MPC
LEUISA,LOUISA,2,MPC
LEUNGCHIN,LEUNG,1,ABE
LEVENA,LAVINIA,2,ABE
LEVENIA,LUVENIA,2,MPC
LEVINA,LAVINIA,2,ABE
LEVINIA,LAVINIA,2,MPC
LEVISA,LOVISA,2,ABE
LEVONIA,LAVINIA,2,ABE
LEVY,LEVI,1,MPC
LEW,LOUIS,1,MPC
LEWELLA,LOUELLA,2,ABE
LEWELLEN,LLEWELYN,2,MPC
LEWELLYN,LLYWELYN,1,ABE
LEWES,LOUIS,1,MPC
LEWEY,LOUIS,1,MPC
LEWIE,LOUIS,1,MPC
LEWIS,LOUISE,2,MPC
LEWISA,LOUISA,2,MPC
LEWUELLEN,LLYWELYN,1,ABE
LEWUELLIN,LLYWELYN,1,ABE
LEWY,LOUIS,1,MPC
LEWYALLEN,LLYWELYN,1,ABE
LEWYELEN,LLYWELYN,1,ABE
LEWYELIN,LLYWELYN,1,ABE
LEWYELLAN,LLYWELYN,1,ABE
LEWYELLEN,LLYWELYN,1,ABE
LEWYLIN,LLYWELYN,1,ABE
LEWYLLAN,LLYWELYN,1,ABE
LEWYLLEN,LLYWELYN,1,ABE
LEWYLLIN,LLYWELYN,1,ABE
LEWYLLYN,LLYWELYN,1,ABE
LEWYLYN,LLYWELYN,1,ABE
LEZZIE,ELIZABETH,2,MPC
LHEWLYN,LLYWELYN,1,ABE
LIB,ELIZABETH,2,MPC
LIBBIE,ELIZABETH,2,MPC
LIBBY,ELIZABETH,2,MPC
LIBIE,ELIZABETH,2,MPC
LIBY,ELIZABETH,2,MPC
LIDA,LYDIA,2,ABE
LIDDA,LYDIA,2,ABE
LIDDIA,LYDIA,2,MPC
LIDDIE,LYDIA,2,MPC
LIDDY,LYDIA,2,MPC
LIDEA,LYDIA,2,MPC
LIDEY,LYDIA,2,MPC
LIDIA,LYDIA,2,MPC
LIDIE,LYDIA,2,MPC
LIDY,LYDIA,2,MPC
LIELA,LILLIAN,2,MPC
LIGE,ELIJAH,1,ABE
LILE,LILLIAN,2,MPC
LILEY,LILLIAN,2,MPC
LILIA,LILLIAN,2,MPC
LILIAN,LILLIAN,2,MPC
LILIE,LILLIAN,2,MPC
LILL,LILLIAN,2,MPC
LILLE,LILLIAN,2,MPC
LILLER,LILLIAN,2,MPC
LILLEY,LILLIAN,2,MPC
LILLI,LILLIAN,2,MPC
LILLIA,LILLIAN,2,MPC
LILLIAM,LILLIAN,2,MPC
LILLIE,LILLIAN,2,MPC
LILLIEN,LILIAN,2,ABE
LILLIN,LILLIAN,2,ABE
LILLION,LILIAN,2,ABE
LILLIS,LILLIAN,2,MPC
LILLY,LILLIAN,2,MPC
LILY,LILLIAN,2,MPC
LIMON,LYMAN,1,ABE
LINA,LENA,2,ABE
LINAS,LINUS,1,ABE
LINCON,LINCOLN,1,MPC
LINDIE,LINDA,2,MPC
LINDON,LYNDON,1,ABE
LINDSAY,LINDSEY,1,MPC
LINDSY,LINDSEY,1,MPC
LINDY,LINDA,2,MPC
LINNIEFB,LINNIE,2,ABE
LINSEY,LINDSAY,1,ABE
LINSY,LINDSEY,1,MPC
LINZY,LINDSEY,1,MPC
LIONA,LEONA,2,ABE
LISA,ELIZABETH,2,MPC
LISABETH,ELIZABETH,2,MPC
LISBETH,ELIZABETH,2,MPC
LISE,ELIZABETH,2,ABE
LISEY,ELIZABETH,2,ABE
LISIA,ELIZABETH,2,ABE
LISIE,ELIZABETH,2,ABE
LISSA,LISA,2,MPC
LISSE,ELIZABETH,2,ABE
LISSEY,ELIZABETH,2,ABE
LISSI,ELIZABETH,2,ABE
LISSIE,ELIZABETH,2,MPC
LISSY,ELIZABETH,2,ABE
LITITIA,LETICIA,2,MPC
LITTIE,LETITIA,2,ABE
LITTY,LETITIA,2,ABE
LIVI,LIVY,1,ABE
LIVINA,LAVINIA,2,ABE
LIVINIA,LAVINIA,2,ABE
LIVONA,LAVINIA,2,ABE
LIVONIA,LAVINIA,2,ABE
LIZ,ELIZABETH,2,MPC
LIZA,ELIZABETH,2,MPC
LIZABETH,ELIZABETH,2,MPC
LIZAR,ELIZABETH,2,MPC
LIZE,ELIZABETH,2,MPC
LIZEBETH,ELIZABETH,2,MPC
LIZER,ELIZABETH,2,MPC
LIZETTA,ELIZABETH,2,MPC
LIZETTE,ELIZABETH,2,ABE
LIZEY,ELIZABETH,2,MPC
LIZIA,ELIZABETH,2,MPC
LIZIE,ELIZABETH,2,MPC
LIZY,ELIZABETH,2,MPC
LIZZ,ELIZABETH,2,MPC
LIZZA,ELIZABETH,2,MPC
LIZZE,ELIZABETH,2,MPC
LIZZEE,ELIZABETH,2,MPC
LIZZEY,ELIZABETH,2,MPC
LIZZI,ELIZABETH,2,MPC
LIZZIA,ELIZABETH,2,MPC
LIZZIE,ELIZABETH,2,MPC
LIZZY,ELIZABETH,2,MPC
LLEWELLYN,LLYWELYN,1,ABE
LLEWELYN,LLYWELYN,1,ABE
LLOID,LLOYD,1,ABE
LOELLA,LUELLA,2,ABE
LOESA,LOUISA,2,ABE
LOESIA,LOUISA,2,ABE
LOEZA,LOUISA,2,MPC
LOID,LLOYD,1,MPC
LOIS,LOUIS,1,MPC
LOISA,LOUISA,2,MPC
LOISE,LOUISE,2,MPC
LOIZA,LOUISA,2,MPC
LOLA,DOLORES,2,ABE
LOLIE,LOUISE,2,MPC
LOLLA,LOLA,2,ABE
LOLO,LOLA,2,ABE
LON,ALONSO,1,MPC
LONI,ALONSO,1,MPC
LONIA,LEONA,2,ABE
LONIE,ALONZO,1,ABE
LONNIE,ALONSO,1,MPC
LONNY,ALONZO,1,ABE
LONZA,ALONZO,1,ABE
LONZO,ALONZO,1,ABE
LOO,LEWIS,1,ABE
LORA,LAURA,1,ABE
LORA,LAURA,2,ABE
LORAH,LAURA,2,MPC
LORAIN,LORRAINE,1,ABE
LORAIN,LORRAINE,2,ABE
LORAINE,LORRAINE,2,ABE
LORAN,LOREN,1,ABE
LORANA,LORENA,2,ABE
LORANCE,LAWRENCE,1,MPC
LORANE,LORRAINE,2,ABE
LORANIA,LORENA,2,ABE
LORANZA,LORENZO,1,ABE
LORANZO,LORENZO,1,ABE
LORENCE,LAWRENCE,1,MPC
LORENE,LORENA,2,ABE
LORENIA,LORENA,2,ABE
LORENSO,LORENZO,1,ABE
LORENTZ,LORENZO,1,ABE
LORENZ,LORENZO,1,ABE
LORENZA,LORENZO,1,ABE
LORENZE,LORENZO,1,ABE
LORETA,LORETTA,2,ABE
LORETTE,LORETTA,2,ABE
LORETTO,LORETTA,2,ABE
LOREY,LAURA,2,ABE
LORI,LAURA,2,ABE
LORIE,LAURA,2,ABE
LORIN,LOREN,1,MPC
LORINA,LORENA,2,ABE
LORINE,LORRAINE,2,ABE
LORRA,LAURA,2,ABE
LORRETTA,LORETTA,2,ABE
LORRIE,LAURA,2,ABE
LORRY,LAURA,2,ABE
LOTA,CHARLOTTE,2,ABE
LOTIE,CHARLOTTE,2,ABE
LOTT,LOT,1,ABE
LOTTA,CHARLOTTE,2,ABE
LOTTE,CHARLOTTE,2,ABE
LOTTIA,CHARLOTTE,2,ABE
LOTTIE,CHARLOTTE,2,MPC
LOTTY,CHARLOTTE,2,MPC
LOU,LOUISE,2,MPC
LOU,LOUIS,1,MPC
LOUANN,LUANN,2,ABE
LOUANNA,LUANNA,2,ABE
LOUCINDA,LUCINDA,2,MPC
LOUCRETIA,LUCRETIA,2,MPC
LOUCY,LUCY,2,ABE
LOUE,LOUIS,1,MPC
LOUEASA,LOUISA,2,MPC
LOUEISA,LOUISA,2,MPC
LOUELA,LOUELLA,2,ABE
LOUELLA,LUELLA,2,MPC
LOUESA,LOUISA,2,MPC
LOUESE,LOUISE,2,MPC
LOUESIA,LOUISA,2,MPC
LOUEY,LOUIS,1,MPC
LOUEZA,LOUISA,2,MPC
LOUI,LOUIS,1,MPC
LOUI,LOUISE,2,MPC
LOUIE,LOUIS,1,MPC
LOUIE,LOUIS,2,MPC
LOUIESA,LOUISA,2,MPC
LOUIS,LOUISE,2,MPC
LOUISANA,LOUISIANA,2,ABE
LOUISANNA,LOUISIANA,2,ABE
LOUISC,LEWIS,1,ABE
LOUISE,LEWIS,1,ABE
LOUISEA,LOUISA,2,ABE
LOUISER,LOUISE,2,MPC
LOUISEY,LOUISA,2,MPC
LOUISIA,LOUISA,2,MPC
LOUISIANNA,LOUISIANA,2,ABE
LOUISIE,LOUISA,2,ABE
LOUISMW,LEWIS,1,ABE
LOUISS,LEWIS,1,ABE
LOUISSA,LOUISA,2,ABE
LOUIZA,LOUISA,2,MPC
LOUIZE,LOUISE,2,MPC
LOULA,LULA,2,ABE
LOULIE,LULA,2,ABE
LOURA,LAURA,2,ABE
LOURANA,LORENA,2,ABE
LOURENA,LORENA,2,ABE
LOURETTA,LORETTA,2,MPC
LOURINDA,LORINDA,2,ABE
LOUS,LOUIS,1,MPC
LOUSA,LOUISA,2,MPC
LOUSANA,LOUISIANA,2,ABE
LOUSE,LOUISE,2,MPC
LOUSETTA,LUZETTA,2,ABE
LOUSIA,LOUISA,2,ABE
LOUSIE,LOUISE,2,MPC
LOUSINDA,LUCINDA,2,MPC
LOUVENA,LAVINIA,2,ABE
LOUVENIA,LUVENIA,2,MPC
LOUVINA,LAVINIA,2,ABE
LOUVINIA,LAVINIA,2,ABE
LOUVISA,LOUISE,2,MPC
LOVELLA,LOUELLA,2,ABE
LOVENA,LAVINIA,2,ABE
LOVENIA,LAVINIA,2,ABE
LOVEY,LAVINIA,2,ABE
LOVINIA,LAVINIA,2,MPC
LOWESA,LOUISA,2,ABE
LOWIS,LEWIS,1,ABE
LOWISA,LOUISA,2,MPC
LOYALAM,LOYALA,2,ABE
LOYD,LLOYD,1,MPC
LOYED,LLOYD,1,MPC
LU,LUCY,2,MPC
LUCE,LUCY,2,ABE
LUCELIA,LUCILLA,2,ABE
LUCENDA,LUCINDA,2,ABE
LUCENIA,LUCINA,2,ABE
LUCETTE,LUCY,2,ABE
LUCEY,LUCILLE,2,MPC
LUCI,LUCRETIA,2,MPC
LUCIE,LUCILLE,2,MPC
LUCIEN,LUCIAN,1,ABE
LUCILE,LUCILLE,2,ABE
LUCILLAM,LUCILLA,2,ABE
LUCIND,LUCINDA,2,ABE
LUCINDE,LUCINDA,2,ABE
LUCINDIA,LUCINDA,2,ABE
LUCINDY,LUCINDA,2,ABE
LUCION,LUCIAN,1,ABE
LUCIOUS,LUCIUS,1,ABE
LUCRECIA,LUCRETIA,2,MPC
LUCRESIA,LUCRETIA,2,MPC
LUCRITIA,LUCRETIA,2,ABE
LUCUIS,LUCIUS,1,ABE
LUCUS,LUCAS,1,ABE
LUCY,LUCIUS,1,MPC
LUD,LUDWIG,1,MPC
LUDMILLAM,LUDMILLA,2,ABE
LUE,LOUISE,2,MPC
LUE,LOUIS,1,MPC
LUELA,LUELLA,2,ABE
LUELLEN,LLEWELYLN,1,MPC
LUELLER,LOUELLA,2,ABE
LUESA,LOUISA,2,MPC
LUESIA,LOUISA,2,ABE
LUEY,LOUIS,1,MPC
LUEZA,LOUISA,2,MPC
LUIE,LOUIS,1,MPC
LUIE,LOUISE,2,MPC
LUIS,LOUIS,1,MPC
LUISA,LOUISA,2,MPC
LUISE,LOUISE,2,MPC
LUISIA,LOUISA,2,MPC
LUIZA,LOUISA,2,MPC
LUKE,LUCAS,1,MPC
LULAH,LULA,2,ABE
LULE,LULA,2,ABE
LULER,LULA,2,ABE
LULEY,LULA,2,ABE
LULIA,LULA,2,ABE
LULIE,LULA,2,ABE
LULLA,LULA,2,ABE
LULLIE,LULA,2,ABE
LULLU,LULU,2,ABE
LULO,LULU,2,ABE
LULU,LUCILLE,2,MPC
LULY,LUCILLE,2,MPC
LUPE,GUADALUPE,2,ABE
LURA,LAURA,2,ABE
LURANA,LORENA,2,ABE
LURANEY,LORRAINE,2,ABE
LURANIA,LORENA,2,ABE
LURANY,LORENA,2,ABE
LURENA,LORENA,2,ABE
LURENIA,LORENA,2,ABE
LURETTA,LORETTA,2,ABE
LURINA,LORENA,2,ABE
LURINDA,LORINDA,2,ABE
LUSA,LOUISA,2,ABE
LUSETTA,LUCETTA,2,ABE
LUSEY,LUCY,2,MPC
LUSIA,LUCIA,2,ABE
LUSIE,LOUSIE,2,MPC
LUSINA,LUCINA,2,ABE
LUSINDA,LUCINDA,2,MPC
LUSINDY,LUCINDA,2,ABE
LUSY,LUCY,2,ABE
LUTECIA,LETICIA,2,MPC
LUTETIA,LETITIA,2,ABE
LUTHUR,LUTHER,1,MPC
LUTICIA,LETICIA,2,MPC
LUTISHA,LETICIA,2,MPC
LUTITIA,LETICIA,2,MPC
LUVENA,LAVINIA,2,ABE
LUVENIA,LAVINIA,2,ABE
LUVINA,LUVENIA,2,MPC
LUVINIA,LAVINIA,2,ABE
LUVISA,LOVISA,2,ABE
LYDA,LYDIA,2,ABE
LYDDA,LYDIA,2,ABE
LYDDIA,LYDIA,2,MPC
LYDDIE,LYDIA,2,MPC
LYDE,LYDIA,2,MPC
LYDEA,LYDIA,2,MPC
LYDIAN,LYDIA,2,MPC
LYDIE,LYDIA,2,MPC
LYLA,LILA,2,ABE
LYNDA,LINDA,2,MPC
MABELL,MABEL,2,MPC
MABELLE,MABEL,2,ABE
MABLE,MABEL,2,MPC
MAC,MACK,1,MPC
MACHAEL,MICHAEL,1,MPC
MADALENA,MAGDALENA,2,ABE
MADALINE,MADELINE,2,MPC
MADDIE,MADELINE,2,MPC
MADDISON,MADISON,1,ABE
MADELAINE,MAGDALENE,2,ABE
MADELINA,MAGDALENA,2,ABE
MADELINE,MAGDALENE,2,ABE
MADGE,MARGARET,2,ABE
MADGIE,MADGE,2,MPC
MADIE,MADELEINE,2,MPC
MADLINE,MAGDALENE,2,ABE
MAG,MARGARET,2,MPC
MAGALINE,MAGDALENE,2,ABE
MAGARET,MARGARET,2,MPC
MAGARETH,MAGARET,2,MPC
MAGARETHA,MARGARETHA,2,ABE
MAGARETT,MARGARET,2,MPC
MAGDA,MAGDALENE,2,MPC
MAGDALANA,MAGDALENA,2,ABE
MAGDALEN,MAGDALENE,2,MPC
MAGDALIN,MAGDALENE,2,MPC
MAGDALINA,MAGDALENA,2,MPC
MAGDALINE,MAGDALENE,2,MPC
MAGDELANA,MAGDALENA,2,ABE
MAGDELANE,MAGDALENE,2,ABE
MAGDELEN,MAGDALENE,2,MPC
MAGDELENA,MAGDALENA,2,MPC
MAGDELENE,MAGDALENE,2,ABE
MAGDELINA,MAGDALENA,2,ABE
MAGDELINE,MAGDALENA,2,MPC
MAGDLENA,MAGDALENE,2,MPC
MAGE,MARGARET,2,MPC
MAGERET,MARGARET,2,MPC
MAGERETH,MARGARET,2,MPC
MAGEY,MARGARET,2,MPC
MAGG,MARGARET,2,MPC
MAGGA,MARGARET,2,MPC
MAGGE,MARGARET,2,MPC
MAGGEY,MARGARET,2,MPC
MAGGI,MARGARET,2,MPC
MAGGIE,MARGARET,2,MPC
MAGGY,MARGARET,2,MPC
MAGIE,MARGARET,2,ABE
MAGNOLA,MAGNOLIA,2,ABE
MAGRET,MARGARET,2,MPC
MAGRETH,MARGARET,2,MPC
MAGRETHA,MARGARETTA,2,ABE
MAGRETT,MARGARET,2,MPC
MAGT,MARGARET,2,MPC
MAGY,MARGARET,2,MPC
MAHALAH,MAHALA,2,ABE
MAHALE,MAHALA,2,ABE
MAHALEY,MAHALA,2,ABE
MAHALIA,MAHALA,2,MPC
MAHALIE,MAHALA,2,ABE
MAHALY,MAHALA,2,ABE
MAHELA,MAHALA,2,ABE
MAHITABLE,MEHETABEL,2,ABE
MAHLAH,MAHALA,2,ABE
MAHOLA,MAHALA,2,ABE
MAIME,MAMMIE,2,MPC
MAIRY,MARY,2,MPC
MAK,MACK,1,MPC
MAL,MALCOLM,1,MPC
MALCOM,MALCOLM,1,MPC
MALCOMB,MALCOLM,1,MPC
MALCUM,MALCOLM,1,MPC
MALENA,MALINA,2,ABE
MALENDA,MELINDA,2,ABE
MALESSA,MELISSA,2,MPC
MALICHI,MALACHI,1,ABE
MALILDA,MATILDA,2,MPC
MALIND,MALINDA,2,MPC
MALINDA,MELINDA,2,ABE
MALINDE,MELINDA,2,ABE
MALINDIA,MELINDA,2,ABE
MALINDY,MELINDA,2,ABE
MALINE,MALINA,2,ABE
MALISA,MELISSA,2,ABE
MALISEY,MELISSA,2,ABE
MALISIA,MELISSA,2,ABE
MALISIE,MELISSA,2,ABE
MALISSA,MELISSA,2,ABE
MALISSE,MELISSA,2,ABE
MALISSEY,MELISSA,2,MPC
MALISSIA,MELISSA,2,ABE
MALISSIE,MELISSA,2,ABE
MALISSY,MELISSA,2,ABE
MALLIE,MARY,2,MPC
MALLISA,MELISSA,2,MPC
MALLISSA,MELISSA,2,MPC
MALVENA,MALVINA,2,ABE
MALVIN,MELVIN,1,MPC
MALVINE,MALVINA,2,ABE
MALVINIA,MALVINA,2,ABE
MAME,MAMMIE,2,MPC
MAMMIE,MAMIE,2,ABE
MAMY,MAMMIE,2,MPC
MANASSA,MANASSEH,1,ABE
MANCY,NANCY,2,MPC
MAND,AMANDA,2,MPC
MANDA,AMANDA,2,MPC
MANDAY,AMANDA,2,MPC
MANDE,AMANDA,2,MPC
MANDEY,AMANDA,2,MPC
MANDIE,AMANDA,2,MPC
MANDY,AMANDA,2,MPC
MANERVA,MINERVA,2,ABE
MANERVEY,MINERVA,2,ABE
MANERVIA,MINERVA,2,MPC
MANERVY,MINERVA,2,MPC
MANEVA,MINERVA,2,MPC
MANIRVA,MINERVA,2,MPC
MANLY,MANLEY,1,MPC
MANNIE,EMMANUEL,1,ABE
MANNY,EMMANUEL,1,ABE
MANOEL,MANUEL,1,MPC
MANUAL,MANUEL,1,ABE
MANUEL,EMMANUEL,1,ABE
MANUELLA,MANUELA,2,ABE
MANUL,MANUEL,1,ABE
MANURVA,MINERVA,2,MPC
MARAGET,MARGARET,2,MPC
MARAGRET,MARGARET,2,MPC
MARANDA,MIRANDA,2,MPC
MARANDY,MIRANDA,2,ABE
MARARET,MARGARET,2,MPC
MARAY,MARY,2,MPC
MARC,MARCUS,1,MPC
MARCELA,MARCELLA,2,ABE
MARCELIA,MARCELLA,2,ABE
MARCELLAS,MARCELLUS,1,ABE
MARCELUS,MARCELLUS,1,ABE
MARCIAL,MARTIAL,1,ABE
MARCIE,MARCIA,2,ABE
MARCILLA,MARCELLA,2,ABE
MARCOS,MARCUS,1,ABE
MARCY,MARCIA,2,ABE
MAREA,MARIA,2,ABE
MARETTA,MARIETTA,2,ABE
MAREY,MARY,2,MPC
MARG,MARGARET,2,MPC
MARGA,MARGARET,2,MPC
MARGAET,MARGARET,2,MPC
MARGAR,MARGARET,2,MPC
MARGARAT,MARGARET,2,MPC
MARGARATE,MARGARET,2,MPC
MARGARETA,MARGARETTA,2,ABE
MARGARETHA,MARGARETTA,2,MPC
MARGARETHE,MARGARETH,2,ABE
MARGARETT,MARGARET,2,MPC
MARGARIET,MARGARET,2,MPC
MARGARIT,MARGARET,2,MPC
MARGARITE,MARGARETE,2,MPC
MARGARITT,MARGARET,2,MPC
MARGARRET,MARGARETT,2,ABE
MARGART,MARGARET,2,MPC
MARGARTT,MARGARET,2,MPC
MARGARY,MARGARET,2,MPC
MARGAT,MARGARET,2,MPC
MARGE,MARGARET,2,MPC
MARGERAT,MARGARET,2,MPC
MARGERATE,MARGARET,2,MPC
MARGERET,MARGARET,2,MPC
MARGERETA,MARGARETTA,2,ABE
MARGERETH,MARGARETH,2,ABE
MARGERETHA,MARGARETHA,2,ABE
MARGERETHE,MARGARET,2,MPC
MARGERETT,MARGARET,2,MPC
MARGERETTA,MARGARETTA,2,ABE
MARGERETTE,MARGARETTE,2,ABE
MARGERIT,MARGERET,2,MPC
MARGERITE,MARGARET,2,MPC
MARGERT,MARGARET,2,MPC
MARGERY,MARGARET,2,MPC
MARGET,MARGARET,2,MPC
MARGETT,MARGARET,2,MPC
MARGETTA,MARGARETTA,2,ABE
MARGETTE,MARGARETTE,2,ABE
MARGGRET,MARGARET,2,MPC
MARGIA,MARGARET,2,MPC
