fname,fname_std,sex,source
A  S,MARSHALL,1,ABE
AANN,ANNE,2,MPC
AANNA,ANNA,2,MPC
AARAN,AARON,1,ABE
AB,ABRAHAM,1,MPC
ABA,ABIGAIL,2,MPC
ABAGAIL,ABIGAIL,2,MPC
ABAGAL,ABIGAIL,2,MPC
ABAGIL,ABIGAIL,2,MPC
ABAGILL,ABIGAIL,2,MPC
ABB,ABRAHAM,1,ABE
ABBA,ABIGAIL,2,MPC
ABBE,ABIGAIL,2,MPC
ABBEY,ABIGAIL,2,MPC
ABBIE,ABIGAIL,2,MPC
ABBIGAIL,ABIGAIL,2,ABE
ABBIGAL,ABIGAIL,2,ABE
ABBY,ABIGAIL,2,MPC
ABE,ABRAHAM,1,MPC
ABEGAIL,ABIGAIL,2,ABE
ABERHAM,ABRAHAM,1,MPC
ABERT,ALBERT,1,MPC
ABEY,ABIGAIL,2,MPC
ABI,ABIGAIL,2,MPC
ABIAH,ABIJAH,2,ABE
ABIAL,ABIEL,1,ABE
ABIE,ABIGAIL,2,MPC
ABIGAL,ABIGAIL,2,MPC
ABIGALE,ABIGAIL,2,MPC
ABIGIAL,ABIGAIL,2,MPC
ABIGIL,ABIGAIL,2,MPC
ABIGILL,ABIGAL,2,MPC
ABLE,ABEL,1,MPC
ABM,ABRAHAM,1,MPC
ABR,ABRAHAM,1,MPC
ABRA,ABRAHAM,1,MPC
ABRAH,ABRAHAM,1,MPC
ABRAHAN,ABRAHAM,1,ABE
ABRAHM,ABRAHAM,1,MPC
ABRAM,MARSHALL,1,ABE
ABREHAM,ABRAHAM,1,MPC
ABRHAM,ABRAHAM,1,MPC
ABRIHAM,ABRAHAM,1,ABE
ABRM,ABRAHAM,1,MPC
ABROM,ABRAM,1,ABE
ABRUM,ABRAM,1,ABE
ABSALUM,ABSALOM,1,ABE
ABSLOM,ABSALOM,1,ABE
ABSOLAM,ABSALOM,1,ABE
ABSOLEM,ABSALOM,1,ABE
ABSOLOM,ABSALOM,1,ABE
ABY,ABIGAIL,2,MPC
ACHILLE,ACHILLES,1,ABE
ADAH,ADA,2,ABE
ADALADE,ADELAIDE,2,MPC
ADALAID,ADELAIDE,2,MPC
ADALAIDE,ADELAIDE,2,MPC
ADALBERT,ADELBERT,1,MPC
ADALIN,ADELINE,2,MPC
ADALINA,ADELINE,2,ABE
ADALINE,ADELINE,2,ABE
ADAMS,ADAM,1,ABE
ADD,ADA,2,MPC
ADDALINE,ADELINE,2,ABE
ADDAM,ADAM,1,ABE
ADDELINE,ADELINE,2,ABE
ADDELLA,ADELA,2,ABE
ADDIE,ADELAIDE,1,ABE
ADDIE,ADELAIDE,2,ABE
ADDY,ADELAIDE,2,ABE
ADEBERT,ADELBERT,1,MPC
ADEL,ADELE,2,MPC
ADELADE,ADELAIDE,2,MPC
ADELAID,ADELAIDE,2,MPC
ADELAIDA,ADELAIDE,2,ABE
ADELAINE,ADELINE,2,ABE
ADELE,ADELA,2,ABE
ADELIN,ADELINE,2,MPC
ADELINA,ADELINE,2,ABE
ADELL,ADELE,2,MPC
ADELLA,ADELA,2,ABE
ADELLE,ADELA,2,ABE
ADEN,AIDAN,1,MPC
ADIE,ADELAIDE,1,ABE
ADIE,ADELAIDE,2,ABE
ADILADE,ADELAIDE,2,MPC
ADILE,ODELIA,2,ABE
ADILIA,ODELIA,2,ABE
ADILINE,ADELINE,2,MPC
ADISON,ADDISON,1,MPC
ADLADE,ADELAIDE,2,MPC
ADLAID,ADELAIDE,2,MPC
ADLAIDE,ADELAIDE,2,MPC
ADLINE,ADELINE,2,MPC
ADNA,EDNA,2,ABE
ADOLF,ADOLPH,1,MPC
ADOLFO,ADOLPH,1,ABE
ADOLFUS,ADOLPH,1,ABE
ADOLINE,ADELINE,2,ABE
ADOLP,ADOLPH,1,MPC
ADOLPHAS,ADOLPH,1,ABE
ADOLPHE,ADOLPH,1,ABE
ADOLPHIS,ADOLPH,1,ABE
ADOLPHO,ADOLPH,1,ABE
ADOLPHUS,ADOLPH,1,ABE
ADOLPUS,ADOLPHUS,1,MPC
ADOPH,ADOLPH,1,MPC
ADRAIN,ADRIAN,1,MPC
ADREW,ANDREW,1,MPC
ADRIAN,ADRIENNE,2,MPC
ADRIANNA,ADRIANA,2,ABE
ADRIEN,ADRIAN,1,ABE
AFRED,ALFRED,1,MPC
AGA,AGATHA,2,MPC
AGATA,AGATHA,2,MPC
AGATHE,AGATHA,2,MPC
AGELINE,ANGELINE,2,MPC
AGGIE,AGNES,2,MPC
AGNAS,AGNES,2,ABE
AGNESE,AGNES,2,ABE
AGNESS,AGNES,2,MPC
AGNUS,AGNES,2,MPC
AGUST,AUGUST,1,MPC
AGUSTA,AUGUSTA,2,MPC
AGUSTA,AUGUSTUS,1,MPC
AGUSTAS,AUGUSTUS,1,MPC
AGUSTIA,AUGUSTA,2,MPC
AGUSTIN,AUGUSTINE,1,MPC
AGUSTINA,AUGUSTINA,2,MPC
AGUSTINE,AUGUSTUS,1,ABE
AGUSTUS,AUGUSTUS,1,MPC
AILCY,ELIZABETH,2,ABE
AILSIE,ELIZABETH,2,ABE
AIME,AMY,2,MPC
AIMIE,AMY,2,MPC
AIMY,AMY,2,MPC
AL,ALYSSA,2,MPC
ALAC,ALEXANDER,1,MPC
ALACE,ALICE,2,ABE
ALANZO,ALONZO,1,ABE
ALAX,ALEXANDER,1,MPC
ALAXANDER,ALEXANDER,1,MPC
ALBERT,ALBERTA,2,ABE
ALBERTENA,ALBERTA,2,ABE
ALBERTHA,ALBERTA,2,ABE
ALBERTIA,ALBERTA,2,ABE
ALBERTIE,ALBERTA,2,ABE
ALBERTINA,ALBERTA,2,ABE
ALBERTINE,ALBERTA,2,ABE
ALBERTIS,ALBERT,1,ABE
ALBERTO,ALBERT,1,ABE
ALBERTUS,ALBERT,1,ABE
ALBET,ALBERT,1,MPC
ALBON,ALBION,1,ABE
ALBRECHT,ALBERT,1,ABE
ALBRT,ALBERT,1,MPC
ALBT,ALBERT,1,MPC
ALBURT,ALBERT,1,MPC
ALBURTIS,ALBERT,1,ABE
ALBURTUS,ALBERT,1,ABE
ALCEY,ELIZABETH,2,ABE
ALCY,ALICE,2,ABE
ALEC,ALEXANDER,1,MPC
ALECIA,ALICIA,2,ABE
ALECK,ALEXANDER,1,MPC
ALEK,ALEXANDER,1,MPC
ALEN,ALLEN,1,MPC
ALENA,MAGDALENA,2,ABE
ALENZO,ALONZO,1,ABE
ALETHA,ALETHEA,2,ABE
ALEX,ALEXANDER,1,ABE
ALEXAN,ALEXANDER,1,MPC
ALEXAND,ALEXANDER,1,MPC
ALEXANDER,ALEXANDRIA,2,ABE
ALEXANDERJR,ALEXANDER,1,ABE
ALEXANDRE,ALEXANDER,1,MPC
ALEXANDREW,ALEXANDER,1,ABE
ALEXANDRIA,ALEXANDER,1,ABE
ALEXANDRINE,ALEXANDRIA,2,ABE
ALEXINE,ALEXINA,2,ABE
ALEXR,ALEXANDER,1,MPC
ALF,ALFRED,1,MPC
ALFA,ALPHA,1,MPC
ALFARD,ALFRED,1,MPC
ALFERD,ALFRED,1,ABE
ALFERED,ALFRED,1,ABE
ALFERETTA,ALFREDA,2,ABE
ALFERT,ALFRED,1,ABE
ALFONS,ALPHONSO,1,ABE
ALFONSE,ALPHONSO,1,ABE
ALFONZO,ALPHONSO,1,ABE
ALFREDO,ALFRED,1,ABE
ALFRETTA,ALFREDA,2,ABE
ALFRID,ALFRED,1,MPC
ALGENON,ALGERNON,1,ABE
ALIC,ALEXANDER,1,MPC
ALICA,ALICIA,2,ABE
ALICK,ALEXANDER,1,ABE
ALIE,ALLIE,2,MPC
ALIN,ALLEN,1,MPC
ALINE,ELAINE,2,ABE
ALIS,ALICE,2,MPC
ALISE,ALICE,2,ABE
ALISON,ALLISON,1,MPC
ALIX,ALEXANDRA,2,MPC
ALIX,ALEXANDER,1,MPC
ALIXANDER,ALEXANDER,1,MPC
ALIZA,ELIZABETH,2,MPC
ALLACE,ALICE,2,MPC
ALLAN,ALLEN,1,MPC
ALLECK,ALEXANDER,1,ABE
ALLEN,ALAN,1,ABE
ALLENA,ELLEN,2,ABE
ALLENE,ELAINE,2,ABE
ALLES,ALICE,2,MPC
ALLEX,ALEXANDER,1,MPC
ALLEXANDER,ALEXANDER,1,ABE
ALLEY,ALLY,1,MPC
ALLICE,ALICE,2,MPC
ALLICK,ALEXANDER,1,MPC
ALLIE,ALEXANDER,1,MPC
ALLIN,ALLEN,1,MPC
ALLINE,ALENE,2,ABE
ALLIS,ALICE,2,MPC
ALLY,ALICE,2,ABE
ALMER,ELMER,1,ABE
ALMY,ALMA,2,ABE
ALMYRA,ALMIRA,2,ABE
ALOIS,ALOYSIUS,1,MPC
ALONSO,ALONZO,1,ABE
ALONZA,ALONZO,1,ABE
ALOYS,ALOIS,1,ABE
ALOZO,ALONZO,1,ABE
ALPH,ALPHONSO,1,MPC
ALPHERD,ALFRED,1,MPC
ALPHEUS,ALPHAEUS,1,ABE
ALPHIUS,ALPHAEUS,1,ABE
ALPHONS,ALFONSO,1,MPC
ALPHONSE,ALPHONSO,1,ABE
ALPHONSUS,ALPHONSO,1,ABE
ALPHONZO,ALFONSO,1,MPC
ALPHRED,ALFRED,1,ABE
ALPHUS,ALPHAEUS,1,ABE
ALTHA,ALETHEA,2,ABE
ALVAH,ALVA,1,MPC
ALVAN,ALVIN,1,MPC
ALVEN,ALVIN,1,ABE
ALVERTA,ALBERTA,2,ABE
ALVINE,ALVINA,2,ABE
ALVINIA,ALVINA,2,ABE
ALVIRA,ELVIRA,2,ABE
ALVY,ALVAH,1,ABE
ALWIN,ELWIN,1,ABE
ALWINA,ALVINA,2,ABE
ALX,ALEXANDER,1,MPC
ALXANDER,ALEXANDER,1,MPC
AMA,ANNA,2,MPC
AMADA,AMANDA,2,MPC
AMALIA,AMELIA,2,MPC
AMALIE,AMALIA,2,MPC
AMANA,AMANDA,2,MPC
AMAND,AMANDA,2,MPC
AMANDE,AMANDA,2,MPC
AMANDIA,AMANDA,2,MPC
AMANDY,AMANDA,2,MPC
AMANUEL,EMANUEL,1,MPC
AMBROISE,AMBROSE,1,ABE
AMBROS,AMBROSE,1,MPC
AME,AMY,2,MPC
AMEALIA,AMELIA,2,ABE
AMEIL,EMIL,1,ABE
AMEILA,AMELIA,2,MPC
AMEILIA,AMELIA,2,ABE
AMELA,AMELIA,2,ABE
AMELEA,AMELIA,2,MPC
AMELIE,EMILY,2,ABE
AMELINE,EMMELINE,2,ABE
AMELLIA,AMELIA,2,MPC
AMEY,AMY,2,MPC
AMI,AMY,2,MPC
AMIE,AMY,2,MPC
AMIEL,EMIL,1,ABE
AMIL,EMIL,1,ABE
AMILA,AMELIA,2,ABE
AMILE,EMIL,1,ABE
AMILEA,AMELIA,2,MPC
AMILIA,AMELIA,2,MPC
AMILIE,EMILY,2,ABE
AMIS,AMOS,1,MPC
AMLIA,AMELIA,2,MPC
AMMANDA,AMANDA,2,MPC
AMMELIA,AMELIA,2,MPC
AMMI,AMY,1,MPC
AMMIE,AMY,2,MPC
AMMY,AMY,2,MPC
AMORY,EMERY,1,ABE
AMOUS,AMOS,1,ABE
AMUS,AMOS,1,ABE
AN,ANNE,2,MPC
ANA,ANNA,2,MPC
ANABEL,ANNABEL,2,ABE
ANABELL,ANNABEL,2,ABE
ANAH,ANNA,2,ABE
ANAISE,ANAIS,2,ABE
ANASTACIA,ANASTASIA,2,MPC
ANASTACIO,ANASTASIO,1,ABE
ANASTASIE,ANASTASIA,2,ABE
ANASTATIA,ANASTASIA,2,MPC
ANCEL,ANSEL,1,MPC
ANCIL,ANSEL,1,MPC
AND,ANDREW,1,MPC
ANDEW,ANDREW,1,MPC
ANDEY,ANDREW,1,MPC
ANDIE,ANDREW,1,MPC
ANDR,ANDREW,1,MPC
ANDRA,ANDREA,2,ABE
ANDRES,ANDREAS,1,ABE
ANDREWS,ANDREW,1,ABE
ANDRIAS,ANDREAS,1,ABE
ANDROW,ANDREW,1,MPC
ANDRU,ANDREW,1,MPC
ANDRUE,ANDREW,1,MPC
ANDRUS,ANDREAS,1,ABE
ANDRW,ANDREW,1,MPC
ANDW,ANDREW,1,MPC
ANDY,ANDREW,1,MPC
ANE,ANNE,2,MPC
ANETTA,ANNETTE,2,ABE
ANETTE,ANNETTE,2,ABE
ANEY,ANNE,2,MPC
ANGALINE,ANGELINE,2,MPC
ANGE,ANGELA,2,MPC
ANGEL,ANGELINE,2,ABE
ANGELE,ANGELINE,2,ABE
ANGELENA,ANGELINE,2,ABE
ANGELIA,ANGELINE,2,ABE
ANGELINA,ANGELINE,2,ABE
ANGELLA,ANGELINE,2,ABE
ANGES,AGNES,2,MPC
ANGIE,ANGELA,2,MPC
ANGILINE,ANGELINE,2,ABE
ANGLINE,ANGELINE,2,MPC
ANGNES,AGNES,2,ABE
ANGY,ANGELA,2,MPC
ANIA,ANNA,2,ABE
ANICE,ANAIS,2,ABE
ANIE,ANNE,2,MPC
ANISE,ANAIS,2,ABE
ANJALINE,ANGELINE,2,MPC
ANJELINE,ANGELINE,2,MPC
ANN,ANNA,2,ABE
ANNABELL,ANNABEL,2,ABE
ANNABELLA,ANNABEL,2,ABE
ANNAH,ANNA,2,MPC
ANNANIAS,ANANIAS,1,ABE
ANNAS,ANAIS,2,ABE
ANNASTASIA,ANASTASIA,2,ABE
ANNEE,ANNA,2,ABE
ANNELIZA,ANNELIZABETH,2,MPC
ANNER,ANNA,2,ABE
ANNET,ANNETTE,2,ABE
ANNETA,ANNETTE,2,ABE
ANNETT,ANNETTE,2,MPC
ANNETTA,ANNETTE,2,ABE
ANNETTIE,ANNETTE,2,ABE
ANNEY,ANNE,2,MPC
ANNI,ANNE,2,MPC
ANNIA,ANNA,2,ABE
ANNIAS,ANANIAS,1,ABE
ANNICE,ANAIS,2,ABE
ANNIE,ANNE,1,MPC
ANNIEFW,ANNA,2,ABE
ANNIS,ANAIS,2,ABE
ANNISE,ANAIS,2,ABE
ANNITAMARY,ANNITA,2,ABE
ANNY,ANNE,2,MPC
ANORA,HONORA,2,ABE
ANT,ANTHONY,1,MPC
ANTHANY,ANTHONY,1,MPC
ANTHNY,ANTHONY,1,ABE
ANTHON,ANTHONY,1,ABE
ANTHONEY,ANTHONY,1,MPC
ANTIONETTE,ANTOINETTE,2,ABE
ANTNEY,ANTHONY,1,MPC
ANTNY,ANTHONY,1,MPC
ANTO,ANTHONY,1,MPC
ANTOIN,ANTHONY,1,ABE
ANTOINE,ANTHONY,1,ABE
ANTOINETT,ANTOINETTE,2,ABE
ANTON,ANTHONY,1,ABE
ANTONA,ANTHONY,1,MPC
ANTONE,ANTHONY,1,ABE
ANTONET,ANTOINETTE,2,MPC
ANTONETT,ANTOINETTE,2,MPC
ANTONETTE,ANTOINETTE,2,MPC
ANTONEY,ANTHONY,1,MPC
ANTONI,ANTHONY,1,MPC
ANTONIE,ANTHONY,1,ABE
ANTONIE,ANTONIA,2,ABE
ANTONIETTE,ANTOINETTE,2,ABE
ANTONINA,ANTONIA,2,ABE
ANTONIO,ANTONIA,2,ABE
ANTONY,ANTHONY,1,MPC
ANTWINE,ANTHONY,1,ABE
ANY,AMY,2,MPC
APOLONIA,APPOLONIA,2,ABE
AQUILA,AQUILLA,1,ABE
ARABEL,ARABELLA,2,ABE
ARABELL,ARABELLA,2,ABE
ARABELLE,ARABELLA,2,ABE
ARAMENTA,ARAMINTA,2,ABE
ARAMINDA,ARAMINTA,2,ABE
ARAZONA,ARIZONA,2,MPC
ARBELL,ARABEL,2,MPC
ARBELLA,ARABELLA,2,ABE
ARCH,ARCHIBALD,1,MPC
ARCHA,ARCHIBALD,1,MPC
ARCHABALD,ARCHIBALD,1,ABE
ARCHABLE,ARCHIBALD,1,MPC
ARCHBALD,ARCHIBALD,1,ABE
ARCHD,ARCHIBALD,1,MPC
ARCHE,ARCHIBALD,1,MPC
ARCHEBALD,ARCHIBLALD,1,MPC
ARCHEY,ARCHIBALD,1,MPC
ARCHIBAL,ARCHIBALD,1,ABE
ARCHIBLE,ARCHBALD,1,MPC
ARCHIBOLD,ARCHIBALD,1,ABE
ARCHIE,ARCHIBALD,1,ABE
ARCHY,ARCHIBALD,1,MPC
ARELIA,AURELIA,2,ABE
ARIANA,ARIANE,2,ABE
ARMANTINE,ARAMINTA,2,ABE
ARMENTA,ARAMINTA,2,ABE
ARMINA,ARAMINTA,2,ABE
ARMINDA,ARAMINTA,2,ABE
ARMINTA,ARAMINTA,2,ABE
ARMINTHA,ARAMINTA,2,ABE
ARMOND,ARMAND,1,ABE
ARNE,ARNOLD,1,MPC
ARNI,ARNOLD,1,MPC
ARNIE,ARNOLD,1,MPC
ARNO,ARNOLD,1,MPC
ARNT,ERNEST,1,MPC
ARON,AARON,1,MPC
ARRABELLA,ARABELLA,2,ABE
ARRON,AARON,1,ABE
ARSULA,URSULA,2,ABE
ART,ARTHUR,1,MPC
ARTEMESIA,ARTEMISIA,2,ABE
ARTEMISE,ARTEMISIA,2,ABE
ARTEMISSA,ARTEMISIA,2,ABE
ARTEMUS,ARTEMAS,1,ABE
ARTER,ARTHUR,1,MPC
ARTHAR,ARTHUR,1,ABE
ARTHEMISE,ARTEMISIA,2,ABE
ARTHER,ARTHUR,1,MPC
ARTHOR,ARTHUR,1,MPC
ARTIE,ARTHUR,1,MPC
ARTIMISSA,ARTEMISIA,2,ABE
ARTUR,ARTHUR,1,ABE
ARTY,ARTHUR,1,MPC
ASBERRY,ASBURY,1,ABE
ASBERY,ASBURY,1,ABE
ASENETH,ASENATH,2,ABE
ASENITH,ASENATH,2,ABE
ASH,ASHLEY,1,MPC
ASHBURY,MARSHALL,1,ABE
ASHLY,ASHLEY,1,ABE
ATHONY,ANTHONY,1,MPC
ATHUR,ARTHUR,1,MPC
ATTIE,ATHENA,2,MPC
AUBRY,AUBREY,1,ABE
AUG,AUGUSTUS,1,MPC
AUG,AUGUSTA,2,MPC
AUGEST,AUGUSTUS,1,MPC
AUGST,AUGUSTUS,1,MPC
AUGT,AUGUSTUS,1,MPC
AUGUS,AUGUSTUS,1,MPC
AUGUST,AUGUSTUS,1,ABE
AUGUST,AUGUSTA,2,ABE
AUGUSTA,AUGUSTUS,1,ABE
AUGUSTAS,AUGUSTUS,1,MPC
AUGUSTE,AUGUSTUS,1,ABE
AUGUSTE,AUGUSTA,2,ABE
AUGUSTES,AUGUSTUS,1,ABE
AUGUSTIA,AUGUSTA,2,ABE
AUGUSTIE,AUGUSTA,2,MPC
AUGUSTIN,AUGUSTINE,1,MPC
AUGUSTINA,AUGUSTA,2,ABE
AUGUSTINE,AUGUSTUS,1,ABE
AUGUSTINE,AUGUSTA,2,ABE
AUGUSTIS,AUGUSTUS,1,ABE
AUGUSTUS,AUGUSTA,2,ABE
AURELIE,AURELIA,2,ABE
AURELLA,AURELIA,2,ABE
AURILIA,AURELIA,2,ABE
AURILLA,AURELIA,2,ABE
AURTHER,ARTHUR,1,MPC
AURTHUR,ARTHUR,1,MPC
AUSKER,OSCAR,1,MPC
AUSTEN,AUSTIN,1,MPC
AUSTINM,AUSTIN,2,ABE
AUSTON,AUSTIN,1,MPC
AUTHUR,AUTHOR,1,MPC
AZALIA,AZALEA,2,ABE
AZELIA,AZALEA,2,ABE
B  A,MARSHALL,1,ABE
B  F,MARSHALL,1,ABE
BABARA,BARBARA,2,MPC
BABETTA,BABETTE,2,ABE
BABRA,BARBARA,2,MPC
BAILY,BAILEY,1,MPC
BALEY,BAILEY,1,MPC
BALINDA,BELINDA,2,MPC
BALTHASAR,BALTAZAR,1,ABE
BANNER,BERNARD,1,MPC
BARB,BARBARA,2,MPC
BARBA,BARBARA,2,MPC
BARBAR,BARBARA,2,MPC
BARBARIA,BARBARA,2,ABE
BARBARRA,BARBARA,2,MPC
BARBARY,BARBARA,2,ABE
BARBAY,BARBARA,2,MPC
BARBERA,BARBARA,2,MPC
BARBERY,BARBARA,2,ABE
BARBEY,BARBARA,2,MPC
BARBORA,BARBARA,2,ABE
BARBRA,BARBARA,2,MPC
BARBREY,BARBARA,2,ABE
BARBRIA,BARBARA,2,MPC
BARBRY,BARBARA,2,MPC
BARBY,BARBARA,2,MPC
BARNA,BARNABAS,1,MPC
BARNABASR,BARNABA,1,ABE
BARNABUS,BARNABAS,1,ABE
BARNARD,BERNARD,1,MPC
BARNHARD,BERNHARD,1,ABE
BARNHARDT,BERNHARD,1,ABE
BARNHART,BERNHARD,1,ABE
BARNIE,BERNARD,1,MPC
BARNY,BERNARD,1,MPC
BART,BARTHOLOMEW,1,MPC
BARTH,BARTHOLOMEW,1,MPC
BARTHA,BERTHA,2,ABE
BARTHENA,PARTHENIA,2,ABE
BARTHOLAMEW,BARTHOLOMEW,1,ABE
BARTHOLEMEW,BARTHOLOMEW,1,ABE
BARTHOLMEW,BARTHOLOMEW,1,ABE
BARTIE,BARTHOLOMEW,1,MPC
BARTO,BARTHOLOMEW,1,MPC
BASEL,BASIL,1,ABE
BASHABA,BATHSHEBA,2,ABE
BASHEBA,BATHSHEBA,2,ABE
BASTIAN,SEBASTIAN,1,MPC
BAZEL,BASIL,1,ABE
BAZIL,BASIL,1,ABE
BEATRICEM,BEATRICE,2,ABE
BEATRIS,BEATRICE,2,MPC
BEATTRICE,BEATRICE,2,ABE
BEAULAH,BEULAH,2,MPC
BECCA,REBECCA,2,MPC
BECCY,REBECCA,2,MPC
BECK,REBECCA,2,MPC
BECKA,REBECCA,2,MPC
BECKEY,REBECCA,2,MPC
BECKIE,REBECCA,2,MPC
BECKY,REBECCA,2,MPC
BEDIE,ELIZABETH,2,MPC
BEDY,ELIZABETH,2,MPC
BEE,BEATRICE,2,MPC
BEJAMIN,BENJAMIN,1,MPC
BELL,BELLE,2,ABE
BELLA,ISABELLA,2,MPC
BELLAMARIEC,BELLAMARIE,2,ABE
BELLE,ISABELLA,2,MPC
BELLIE,BELLE,2,ABE
BEN,BENJAMIN,1,MPC
BENARD,BERNARD,1,MPC
BENEDICK,BENEDICT,1,MPC
BENETT,BENNETT,1,ABE
BENGAMAN,BENJAMIN,1,MPC
BENGAMIN,BENJAMIN,1,MPC
BENGAMINE,BENJAMIN,1,MPC
BENGEMAN,BENJAMIN,1,MPC
BENGIMAN,BENJAMIN,1,ABE
BENGMAN,BENJAMIN,1,MPC
BENHARD,BERNHARD,1,ABE
BENHART,BERNHARD,1,MPC
BENIE,BENJAMIN,1,MPC
BENITA,BONITA,2,MPC
BENJ,BENJAMIN,1,MPC
BENJA,BENJAMIN,1,MPC
BENJAM,BENJAMIN,1,MPC
BENJAMAN,BENJAMIN,1,MPC
BENJAMEN,BENJAMIN,1,MPC
BENJAMINE,BENJAMIN,1,MPC
BENJAMON,BANJAMIN,1,MPC
BENJEMAN,BENJAMIN,1,MPC
BENJEMIN,BENJAMIN,1,MPC
BENJIMAN,BENJAMIN,1,MPC
BENJIMEN,BENJAMIN,1,MPC
BENJIMIN,BENJAMIN,1,MPC
BENJIMINE,BENJAMIN,1,MPC
BENJM,BENJAMIN,1,MPC
BENJMAN,BENJAMIN,1,MPC
BENJMIN,BENJAMIN,1,MPC
BENJMINE,BENJAMIN,1,MPC
BENJMON,BENJAMIN,1,MPC
BENJN,BENJAMIN,1,MPC
BENJR,BENJAMIN,1,ABE
BENN,BENJAMIN,1,MPC
BENNET,BENNETT,1,ABE
BENNEY,BENJAMIN,1,MPC
BENNIE,BENJAMIN,1,MPC
BENNO,BENJAMIN,1,MPC
BENNY,BENJAMIN,1,MPC
BENT,BENTLEY,1,ABE
BENTLY,BENTLEY,1,ABE
BENY,BENJAMIN,1,MPC
BERDIE,BERTHA,2,MPC
BERNADINA,BERNADINE,2,ABE
BERNARDINA,BERNADINE,2,ABE
BERNARDINEM,BERNARDINE,2,ABE
BERNARDO,BERNARD,1,ABE
BERNERD,BERNARD,1,ABE
BERNHARDT,BERNHARD,1,ABE
BERNHART,BERNHARD,1,ABE
BERNIE,BERNARD,1,MPC
BERNIE,BERNADINE,2,MPC
BERNY,BERNARD,1,ABE
BERRY,BARRY,1,MPC
BERSHEBA,BARSHEBA,2,ABE
BERT,ROBERT,1,MPC
BERTA,BERTHA,2,MPC
BERTE,BERTHA,2,ABE
BERTH,BERTHA,2,MPC
BERTHE,BERTHA,2,ABE
BERTHIA,BERTHA,2,ABE
BERTHIE,BERTHA,2,MPC
BERTHY,BERTHA,2,MPC
BERTIA,ROBERTA,2,MPC
BERTIE,ALBERT,1,MPC
BERTIE,BERTRUDE,2,MPC
BERTINE,BERTHA,2,ABE
BERTIS,BERT,1,ABE
BERTON,BURTON,1,MPC
BERTRAN,BERTRAM,1,ABE
BERTRUM,BERTRAM,1,ABE
BERTTIE,BERTHA,2,MPC
BERTY,BERTHA,2,MPC
BERY,BARRY,1,MPC
BESIE,ELIZABETH,2,MPC
BESS,ELIZABETH,2,MPC
BESSA,ELIZABETH,2,MPC
BESSE,ELIZABETH,2,MPC
BESSEY,ELIZABETH,2,MPC
BESSIA,ELIZABETH,2,MPC
BESSIE,ELIZABETH,2,MPC
BESSY,ELIZABETH,2,MPC
BET,ELIZABETH,2,MPC
BETA,ELIZABETH,2,MPC
BETCY,ELIZABETH,2,MPC
BETEY,ELIZABETH,2,MPC
BETH,ELIZABETH,2,MPC
BETHANA,BETHANY,2,MPC
BETIE,ELIZABETH,2,MPC
BETSA,ELIZABETH,2,MPC
BETSEY,ELIZABETH,2,MPC
BETSIE,ELIZABETH,2,MPC
BETSY,ELIZABETH,2,ABE
BETSYS,ELIZABETH,2,ABE
BETTA,ELIZABETH,2,MPC
BETTE,ELIZABETH,2,MPC
BETTEE,ELIZABETH,2,MPC
BETTEY,ELIZABETH,2,MPC
BETTIE,ELIZABETH,2,MPC
BETTSEY,ELIZABETH,2,MPC
BETTSY,ELIZABETH,2,MPC
BETTY,ELIZABETH,2,MPC
BETY,ELIZABETH,2,MPC
BETZY,ELIZABETH,2,MPC
BEULA,BEULAH,2,ABE
BEVELY,BEVERLY,1,MPC
BEVERLEY,BEVERLY,1,MPC
BIDDIE,BRIDGET,2,ABE
BIDDY,BRIDGET,2,MPC
BILL,WILLIAM,1,MPC
BILL,WILHELMINA,2,MPC
BILLEY,WILLIAM,1,MPC
BILLIE,WILLIAM,1,MPC
BILLIE,WILHELMINA,2,MPC
BILLY,WILLIAM,1,MPC
BIRD,BERTHA,2,MPC
BIRDIE,ELIZABETH,2,MPC
BIRON,BYRON,1,MPC
BIRT,BERT,1,ABE
BIRTHA,BERTHA,2,MPC
BIRTHIE,BERTHA,2,ABE
BIRTHY,BERTHA,2,MPC
BIRTIE,BERTHA,2,MPC
BIRTY,ROBERTA,2,MPC
BISMARK,BISMARCK,1,ABE
BITTIE,ELIZABETH,2,MPC
BLANCE,BLANCHE,2,MPC
BLANCH,BLANCHE,2,MPC
BLANCHIE,BLANCHE,2,ABE
BOB,ROBERT,1,MPC
BOBBIE,ROBERT,1,MPC
BOBBIE,ROBERTA,2,MPC
BOBBY,ROBERT,1,MPC
BOLIVER,BOLIVAR,1,ABE
BOON,BOONE,1,ABE
BRAD,BRADLEY,1,MPC
BRDGET,BRIDGET,2,MPC
BRIANT,BRYANT,1,MPC
BRIDET,BRIDGET,2,MPC
BRIDG,BRIDGET,2,MPC
BRIDGED,BRIDGET,2,MPC
BRIDGETT,BRIDGET,2,MPC
BRIDGIT,BRIDGET,2,MPC
BRIDGT,BRIDGET,2,MPC
BRIDJET,BRIDGET,2,MPC
BRIGET,BRIDGET,2,MPC
BRIGETT,BRIDGET,2,MPC
BRIGGET,BRIDGET,2,MPC
BRIGIDA,BRIDGET,2,ABE
BRIGIT,BRIDGET,2,MPC
BUELA,BEULAH,2,MPC
BUELAH,BEULAH,2,ABE
BULA,BEULA,2,MPC
BULAH,BEULAH,2,MPC
