fname,fname_std,nickname_mpc,sex
FUNG,FUNG,0,1
HEINRICK,HEINRICK,0,1
HO,HO,0,1
JNS,JNS,0,1
JODIE,JODIE,0,1
MANUS,MANUS,0,1
NACE,NACE,0,1
OSTEN,OSTEN,0,1
PLATO,PLATO,0,1
WAN,WAN,0,1
SEPHRONIA,SOPHRONIA,1,2
PENNEY,PENELOPE,1,2
MERIAM,MIRIAM,1,2
LATICIA,LETICIA,1,2
HARRIETE,HARRIET,1,2
FREDDIE,FREDERICK,1,2
CATHIE,CATHERINE,1,2
AGGA,AGGA,0,2
BARBARRA,BARBARA,0,2
BUELAH,BUELAH,0,2
CORRINE,CORRINE,0,2
ELISAB,ELISAB,0,2
EXILDA,EXILDA,0,2
FRONEY,FRONEY,0,2
LALLA,LALLA,0,2
LEAFY,LEAFY,0,2
LOTIE,LOTIE,0,2
LOVY,LOVY,0,2
NETA,NETA,0,2
OLAVA,OLAVA,0,2
REGENIA,REGENIA,0,2
JAROME,JEROME,1,1
HOW,HOWARD,1,1
HORRICE,HORACE,1,1
BASS,BASS,0,1
CANE,CANE,0,1
FARMER,FARMER,0,1
FINLY,FINLY,0,1
MALICHI,MALICHI,0,1
NOLAN,NOLAN,0,1
MARTY,MARTHA,1,2
YSABEL,ISABEL,1,2
ANGENETTE,ANGENETTE,0,2
ANGNES,ANGNES,0,2
EADIE,EADIE,0,2
ELEY,ELEY,0,2
KITY,KITY,0,2
LELIE,LELSIE,0,2
MIMI,MIRIAM,0,2
ORENA,ORENA,0,2
SOPHONIA,SOPHONIA,0,2
ANT,ANTHONY,1,1
ADALBERT,ADELBERT,1,1
AGAPITO,AGAPITO,0,1
ONEY,ONEY,0,1
RAS,RAS,0,1
RICHMON,RICHMON,0,1
TIMOTHEY,TIMOTHEY,0,1
FLORENC,FLORENCE,1,2
CLARASY,CLARASY,0,2
EDNAH,EDNAH,0,2
ERIE,ERIE,0,2
EUGINE,EUGINE,0,2
FANCY,FANCY,0,2
JACOBINE,JACOBINE,0,2
JOEANNA,JOEANNA,0,2
THEORDORE,THEODORE,1,1
LENNARD,LEONARD,1,1
FRANKEY,FRANK,1,1
BENGEMAN,BENJAMIN,1,1
ALPHENS,ALPHENS,0,1
BIRNEY,BIRNEY,0,1
ENCARNACION,ENCARNACION,0,1
HILARIO,HILARIO,0,1
LUCIAS,LUCIAS,0,1
LUTE,LUTE,0,1
MARCELINO,MARCELINO,0,1
JINEY,VIRGINIA,1,2
HARIAT,HARRIET,1,2
CHRIST,CHRISTINE,1,2
CELESTINA,CELESTINA,0,2
EMMAR,EMMAR,0,2
GILLA,GILLA,0,2
HANER,HANER,0,2
LETTICIA,LETTICIA,0,2
METHA,METHA,0,2
BONY,BONY,0,1
FIELDS,FIELDS,0,1
GIRARD,GIRARD,0,1
GOULD,GOULD,0,1
MARCELUS,MARCELUS,0,1
PARY,PARY,0,1
ROBERSON,ROBERSON,0,1
VIDAL,VIDAL,0,1
MINIRVA,MINERVA,1,2
GEORGAN,GEORGEANNE,1,2
ALCIE,ALCIE,0,2
CLAREY,CLAREY,0,2
CORILLA,CORILLA,0,2
EUNA,EUNA,0,2
FLORENCIA,FLORENCIA,0,2
LA,LA,0,2
LANAH,LANAH,0,2
LOUISEA,LOUISEA,0,2
LUCRITIA,LUCRITIA,0,2
LUSIE,LOUSIE,0,2
OBEDIENCE,OBEDIENCE,0,2
ULISUS,ULYSSES,1,1
ARLANDO,ARLANDO,0,1
BERNERD,BERNERD,0,1
CORNILIUS,CORNELIUS,0,1
DREWRY,DREWRY,0,1
EUCLID,EUCLID,0,1
MADDISON,MADDISON,0,1
ODUS,ODUS,0,1
ORR,ORR,0,1
VILET,VIOLET,1,2
ROCKSY,ROXANNE,1,2
ELONORA,ELEANORA,1,2
ADELIE,ADELIE,0,2
AMANTHA,AMANTHA,0,2
AVALINE,AVALINE,0,2
CELLA,CELLA,0,2
DINER,DINER,0,2
LORETA,LORETA,0,2
VINE,VINE,0,2
BENJEMIN,BENJAMIN,1,1
ASHBEL,ASHBEL,0,1
CURRY,CURRY,0,1
EBINEZER,EBINEZER,0,1
FERMAN,FERMAN,0,1
LOCK,LOCK,0,1
MERLIN,MERLIN,0,1
OLEF,OLEF,0,1
CONIE,CONSTANCE,1,2
CATEY,CATHERINE,1,2
ALETHIA,ALETHIA,0,2
ARDILLA,ARDILLA,0,2
JOHANN,JOHANN,0,2
LECTA,LECTA,0,2
NETIE,NETIE,0,2
COMADORE,COMADORE,0,1
DOMINIQUE,DOMINIQUE,0,1
ELISON,ELISON,0,1
EWALD,EWALD,0,1
HALEY,HALEY,0,1
RAFORD,RAFORD,0,1
SOPRONIA,SOPHRONIA,1,2
NET,NETTIE,1,2
LOUIESA,LOUISA,1,2
CANDUS,CANDACE,1,2
CORIA,CORIA,0,2
DULCINA,DULCINA,0,2
GOLDA,GOLDA,0,2
MARENA,MARENA,0,2
OSIE,OSIE,0,2
OTILDA,OTILDA,0,2
REYES,REYES,0,2
SAMUEL,SAMUEL,0,2
JOSEY,JOSEPH,1,1
JOSIPH,JOSEPH,1,1
HORIS,HORACE,1,1
CONNER,CONNER,0,1
HILAND,HILAND,0,1
HONORE,HONORE,0,1
HUBARD,HUBARD,0,1
JEHIEL,JEHIEL,0,1
KIMBALL,KIMBALL,0,1
REDDING,REDDING,0,1
ROCKSEY,ROXANNE,1,2
ANTHA,ANTHA,0,2
ANTONETTA,ANTONETTA,0,2
CANZADA,CANZADA,0,2
FIDELLA,FIDELLA,0,2
JULYANN,JULYANN,0,2
LEANN,LEANN,0,2
LOYED,LLOYD,1,1
ABSOLAM,ABSOLAM,0,1
ARLEY,ARLEY,0,1
ASHEL,ASHEL,0,1
DANFORTH,DANFORTH,0,1
MANFRED,MANFRED,0,1
KIT,CATHERINE,1,2
ALSA,ALSA,0,2
IVIE,IVIE,0,2
JEANETTA,JEANETTA,0,2
LAVADA,LAVADA,0,2
MERCIE,MERCIE,0,2
RANEY,RANEY,0,2
RETA,RETA,0,2
ROSETT,ROSETT,0,2
SENIE,SENIE,0,2
SOPHE,SOPHIA,0,2
ALTA,ALTA,0,1
CALEP,CALEP,0,1
CORNELUIS,CORNELUIS,0,1
LEONCE,LEONCE,0,1
LONA,LONA,0,1
OBIDIAH,OBIDIAH,0,1
PRESSLEY,PRESSLEY,0,1
ROBISON,ROBISON,0,1
RYLAND,RYLAND,0,1
WENCEL,WENCEL,0,1
WILLHELM,WILLHELM,0,1
CHARLEY,CHARLOTTE,1,2
SHARLETT,CHARLOTTE,1,2
BURNICE,BERNICE,1,2
AMANA,AMANDA,0,2
AMMANDA,AMANDA,0,2
AQUILLA,AQUILLA,0,2
DELTA,DELTA,0,2
EVIA,EVIA,0,2
HENDRIKA,HENDRIKA,0,2
JENNETTIE,JENNETTIE,0,2
MANETTA,MANETTA,0,2
MATTEE,MATTEE,0,2
NAMIE,NAMIE,0,2
SINIA,SINIA,0,2
STELA,STELA,0,2
JUS,JUSTIN,1,1
FRIDERICK,FREDERICK,1,1
ABERHAM,ABRAHAM,1,1
ELISAH,ELISAH,0,1
LINFORD,LINFORD,0,1
RANDEL,RANDEL,0,1
KIZZY,KEZIAH,1,2
LIZAR,ELIZABETH,1,2
ELLANOR,ELEANOR,1,2
AILSIE,AILSIE,0,2
ARTEMESIA,ARTEMESIA,0,2
DELINDA,DELINDA,0,2
DELVINA,DELVINA,0,2
LALA,LALA,0,2
LEANDER,LEANDER,0,2
MUSA,MUSA,0,2
RITTIE,RITTIE,0,2
THURZA,THURZA,0,2
TYRA,TYRA,0,2
CIRUS,SIRUS,1,1
CRISS,CHRISTOPHER,1,1
BARTHOLMEW,BARTHOLMEW,0,1
DERIAS,DERIAS,0,1
EB,EB,0,1
EMER,EMER,0,1
EMUEL,EMUEL,0,1
MERLE,MERLE,0,1
MORICE,MORICE,0,1
PATRICIO,PATRICIO,0,1
THEODULE,THEODULE,0,1
VERNE,VERNE,0,1
HELINA,HELENA,1,2
ARLIE,ARLIE,0,2
CANSADA,CANSADA,0,2
JANTJE,JANTJE,0,2
MAGGIA,MAGGIA,0,2
REBECCAH,REBECCA,0,2
ROSARIO,ROSARIO,0,2
STEAVEN,STEPHEN,1,1
SOLMON,SOLOMON,1,1
SAMUIL,SAMUEL,1,1
CURT,CURTIS,1,1
AGUSTAS,AUGUSTUS,1,1
ARIEL,ARIEL,0,1
GOODMAN,GOODMAN,0,1
GROVER,GROVER,0,1
LORA,LORA,0,1
PERRIN,PERRIN,0,1
TUNG,TUNG,0,1
JOSEPENE,JOSEPHINE,1,2
INDIE,INDIANA,1,2
HARITT,HARRIET,1,2
EVLINE,EVELYN,1,2
LIZEBETH,ELIZABETH,1,2
DALIA,DAHLIA,1,2
CASSANDER,CASSANDRA,1,2
ANDORA,ANDORA,0,2
AZELIE,AZELIE,0,2
DEHLIA,DEHLIA,0,2
EMELIN,EMELIN,0,2
GABRIELLE,GABRIELLE,0,2
MARYANNA,MARYANNA,0,2
MELVA,MELVA,0,2
SALUDA,SALUDA,0,2
SANTOS,SANTOS,0,2
THALIA,THALIA,0,2
ROLLEN,ROLAND,1,1
PRENTISS,PRENTICE,1,1
NOE,NOAH,1,1
LINDSY,LINDSEY,1,1
LEANARD,LEONARD,1,1
IAAC,ISAAC,1,1
ALIXANDER,ALEXANDER,1,1
BATES,BATES,0,1
BLAS,BLAS,0,1
CHRISTINE,CHRISTINE,0,1
FENNER,FENNER,0,1
GERSHOM,GERSHOM,0,1
HANEY,HANEY,0,1
LEEROY,LEEROY,0,1
MILON,MILON,0,1
PATEN,PATEN,0,1
RENO,RENO,0,1
SUMMER,SUMMER,0,1
MORANDA,MIRANDA,1,2
MINNERVA,MINERVA,1,2
LARENA,LORENA,1,2
SINTHIA,CYNTHIA,1,2
SECELIA,CECILIA,1,2
ADILIA,ADILIA,0,2
AFFA,AFFA,0,2
AMBROSIA,AMBROSIA,0,2
ETHELYN,ETHELYN,0,2
LILLIAS,LILLIAS,0,2
MIDA,MIDA,0,2
DENVER,DENVER,0,1
EMMONS,EMMONS,0,1
ERVINE,ERVINE,0,1
GILSON,GILSON,0,1
HOSEY,HOSEY,0,1
HUGHE,HUGHE,0,1
JUSTO,JUSTO,0,1
MANSEL,MANSEL,0,1
READ,READ,0,1
REBA,REBECCA,1,2
CARRE,CAROLINE,1,2
AILCY,AILCY,0,2
ASA,ASA,0,2
DENISE,DENISE,0,2
EXPERIENCE,EXPERIENCE,0,2
LARINDA,LARINDA,0,2
LAVANIA,LAVANIA,0,2
PHILURA,PHILURA,0,2
ZYLPHA,ZYLPHA,0,2
LEPOLD,LEOPOLD,1,1
ISRIAL,ISRAEL,1,1
BARNES,BARNES,0,1
BRIT,BRIT,0,1
CLEMANT,CLEMANT,0,1
CUTHBERT,CUTHBERT,0,1
HARDEE,HARDEE,0,1
HARLON,HARLON,0,1
JEPE,JEPE,0,1
MICHAIEL,MICHAEL,0,1
WESTERN,WESTERN,0,1
NELY,NELLIE,1,2
SHARLOTTA,CHARLOTTE,1,2
ABIGALE,ABIGAIL,1,2
ALCEY,ALCEY,0,2
CEILA,CEILA,0,2
CLARENDA,CLARENDA,0,2
CLOTILDE,CLOTILDE,0,2
DEANA,DEANA,0,2
DELENA,DELENA,0,2
DIDAMA,DIDAMA,0,2
ETA,ETA,0,2
HESTOR,HESTOR,0,2
LANNIE,LANNIE,0,2
LOA,LOA,0,2
ODELLA,ODELLA,0,2
THILDA,THILDA,0,2
FELEX,FELIX,1,1
BAT,BAT,0,1
BENAJAH,BENAJAH,0,1
GRAYSON,GRAYSON,0,1
HELMER,HELMER,0,1
JOHON,JOHON,0,1
LEONARDO,LEONARDO,0,1
LORANZA,LORANZA,0,1
NEPTUNE,NEPTUNE,0,1
WILLINGTON,WILLINGTON,0,1
WOODS,WOODS,0,1
WILHEMINE,WILHELMINA,1,2
FLORNCE,FLORENCE,1,2
DOT,DOROTHY,1,2
CORENE,CORINNE,1,2
CHRISTEENA,CHRISTINA,1,2
ALBERT,ALBERT,0,2
CORDELLA,CORDELLA,0,2
JOSEPHIEN,JOSEPHINE,0,2
LEANNAH,LEANNAH,0,2
LOUGENIA,LOUGENIA,0,2
PATRICIA,PATRICIA,0,2
ROSITA,ROSITA,0,2
SABRY,SABRY,0,2
LAW,LAWRENCE,1,1
HARBERT,HERBERT,1,1
AMI,AMI,0,1
BIRTY,BIRTY,0,1
CHRISTOFF,CHRISTOFF,0,1
JOSHAWAY,JOSHAWAY,0,1
LAFE,LAFE,0,1
MANNIE,MANNIE,0,1
PHILLIPS,PHILLIPS,0,1
STILMAN,STILMAN,0,1
WENSEL,WENSEL,0,1
ERSULA,URSULA,1,2
SYMANTHA,SAMANTHA,1,2
KARY,CARRIE,1,2
ARRIE,ARRIE,0,2
DONNIE,DONNIE,0,2
FELICE,FELICE,0,2
HASELTINE,HASELTINE,0,2
JEANNETT,JEANNETT,0,2
LARRAH,LARRAH,0,2
MAGRETHA,MAGRETHA,0,2
MELISSIE,MELISSIE,0,2
NAOMIA,NAOMIA,0,2
OLINDA,OLINDA,0,2
PERNELIA,PERNELIA,0,2
RANDI,RANDI,0,2
SIDDIE,SIDDIE,0,2
TRIPHENA,TRIPHENA,0,2
VICTORIANA,VICTORIANA,0,2
FRD,FREDERICK,1,1
EUJENE,EUGENE,1,1
EPHREM,EPHRAIM,1,1
ARCHD,ARCHIBALD,1,1
JOY,JOY,0,1
MARVEL,MARVEL,0,1
MERIDITH,MERIDITH,0,1
RANDELL,RANDELL,0,1
SELBY,SELBY,0,1
SUTTON,SUTTON,0,1
SYLVAN,SYLVAN,0,1
ROBECCA,REBECCA,1,2
RACHIL,RACHEL,1,2
MARAGET,MARGARET,1,2
DILLIA,DILLIA,0,2
EUPHENIA,EUPHENIA,0,2
GRETTA,GRETTA,0,2
MARANDY,MARANDY,0,2
MATTILDA,MATTILDA,0,2
MELY,MELY,0,2
PENELOPY,PENELOPY,0,2
RHINA,RHINA,0,2
SUSSANA,SUSSANA,0,2
SYLVIE,SYLVIE,0,2
ANCEL,ANSEL,1,1
ANDER,ANDER,0,1
CHU,CHU,0,1
KAY,KAY,0,1
MARSHELL,MARSHELL,0,1
MCDONALD,MCDONALD,0,1
BEE,BEATRICE,1,2
AIRY,AIRY,0,2
ALZORA,ALZORA,0,2
BERNETTA,BERNETTA,0,2
CHATARINA,CHATARINA,0,2
GERTRUDES,GERTRUDES,0,2
HELOISE,HELOISE,0,2
HENREITTA,HENREITTA,0,2
KAZIAH,KAZIAH,0,2
NARCISUS,NARCISUS,0,2
WESS,WESLEY,1,1
STEPHN,STEPHEN,1,1
STEVAN,STEPHEN,1,1
LINZY,LINDSEY,1,1
LAM,LAM,0,1
MADS,MADS,0,1
MAXIMILIAN,MAXIMILIAN,0,1
ORLANDER,ORLANDER,0,1
REYNOLD,REYNOLD,0,1
RIPLEY,RIPLEY,0,1
SEBRON,SEBRON,0,1
TON,TON,0,1
WILKS,WILKS,0,1
TABETHA,TABITHA,1,2
SOBRINA,SABRINA,1,2
JANIS,JANICE,1,2
HARRITTE,HARRIET,1,2
CLIMENA,CLIMENA,0,2
DORIE,DORIE,0,2
JUDEA,JUDEA,0,2
LAVILLA,LAVILLA,0,2
LULLU,LULLU,0,2
NEPOLEON,NAPOLEAN,1,1
BEJAMIN,BENJAMIN,1,1
ALBRO,ALBRO,0,1
APPLETON,APPLETON,0,1
BALSER,BALSER,0,1
BRISTOW,BRISTOW,0,1
CHANG,CHANG,0,1
CROFFORD,CROFFORD,0,1
FOWLER,FOWLER,0,1
MONTAGUE,MONTAGUE,0,1
PRIMAS,PRIMAS,0,1
RED,RED,0,1
SUN,SUN,0,1
MADDIE,MADELINE,1,2
LEUISA,LOUISA,1,2
ADINA,ADINA,0,2
AZUBA,AZUBA,0,2
CARIA,CARIA,0,2
CLARICA,CLARICA,0,2
DAMARIS,DAMARIS,0,2
DENIA,DENIA,0,2
MITT,MITT,0,2
NAOMIE,NAOMIE,0,2
SABINE,SABINE,0,2
URA,URA,0,2
LAFYETTE,LAFAYETTE,1,1
DUGLASS,DOUGLAS,1,1
CHARLIS,CHARLES,1,1
MICAL,MICAL,0,1
ORIAN,ORIAN,0,1
PULASKI,PULASKI,0,1
VAUGHN,VAUGHN,0,1
WATERMAN,WATERMAN,0,1
YEN,YEN,0,1
SAHRAH,SARAH,1,2
LYDIAN,LYDIA,1,2
HELLON,HELEN,1,2
GRETA,GRETTA,1,2
BETHANA,BETHANY,1,2
ALVENIA,ALVENIA,0,2
ANELIZA,ANELIZA,0,2
EARNEST,EARNEST,0,2
LOLIE,LOUISE,0,2
MARGOT,MARGOT,0,2
VANNIE,VANNIE,0,2
VICTOR,VICTOR,0,2
RANDOL,RANDALL,1,1
ORVEL,ORVILLE,1,1
JEAMES,JAMES,1,1
ISSAAC,ISAAC,1,1
AMADO,AMADO,0,1
BARNHARD,BARNHARD,0,1
COUNCIL,COUNCIL,0,1
DANDRIDGE,DANDRIDGE,0,1
HARRISSON,HARRISSON,0,1
LIMUS,LIMUS,0,1
SAL,SALVATORE,0,1
SPENSER,SPENSER,0,1
WENDALL,WENDALL,0,1
ZION,ZION,0,1
FILOMENA,PHILOMENA,1,2
PATCY,PATSY,1,2
MAGG,MARGARET,1,2
MAGT,MARGARET,1,2
FRIDERIKE,FREDERICK,1,2
BARTHENA,BARTHENA,0,2
CARLIE,CARLIE,0,2
DEE,DEE,0,2
NATIVIDAD,NATIVIDAD,0,2
SERELDA,SERELDA,0,2
VIRGIL,VIRGIL,0,2
SELVESTER,SYLVESTER,1,1
MICAEL,MICHAEL,1,1
FREDERCK,FREDERICK,1,1
ALBINO,ALBINO,0,1
EDUARDO,EDUARDO,0,1
MASTON,MASTON,0,1
URSIN,URSIN,0,1
NEOMI,NAOMI,1,2
HARET,HARRIET,1,2
CANDES,CANDICE,1,2
AGATHE,AGATHA,1,2
EVEA,EVEA,0,2
MARGETTE,MARGETTE,0,2
SELY,SELY,0,2
SOPHRONIE,SOPHRONIE,0,2
HILERY,HILLARY,1,1
BUCHANAN,BUCHANAN,0,1
DOCTER,DOCTER,0,1
HENLY,HENLY,0,1
HESIKIAH,HESIKIAH,0,1
MANN,MANN,0,1
MARTINE,MARTINE,0,1
REYES,REYES,0,1
WISE,WISE,0,1
REBCCA,REBECCA,1,2
LUSEY,LUCY,1,2
EIZABETH,ELIZABETH,1,2
ELONER,ELEANOR,1,2
CORALINE,CORALINE,0,2
JOHNNA,JOHNNA,0,2
LUPE,LUPE,0,2
MEARY,MEARY,0,2
TINE,TINE,0,2
VISTA,VISTA,0,2
EMMIL,ENOCH,1,1
CLARENC,CLARENCE,1,1
ADREW,ANDREW,1,1
CORNELL,CORNELL,0,1
CROMWELL,CROMWELL,0,1
DANFORD,DANFORD,0,1
ENOC,ENOC,0,1
FLEET,FLEET,0,1
HOOD,HOOD,0,1
MARIS,MARIS,0,1
MINOT,MINOT,0,1
WINNIFORD,WINIFRED,1,2
CANDY,CANDACE,1,2
BUENA,BUENA,0,2
DALLA,DALLA,0,2
DOLL,DOLL,0,2
ELIESE,ELIESE,0,2
EMERINE,EMERINE,0,2
EUSEBIA,EUSEBIA,0,2
LEON,LEON,0,2
LISSE,LISSE,0,2
MAGDELANE,MAGDELANE,0,2
MARIN,MARIN,0,2
SEELY,SEELY,0,2
VICTORIE,VICTORIE,0,2
ROLEN,ROLAND,1,1
QUINCE,QUINCY,1,1
JEFFIE,JEFFREY,1,1
HUGHY,HUGH,1,1
HURBURT,HERBERT,1,1
ALFRID,ALFRED,1,1
BENONA,BENONA,0,1
DARIAS,DARIAS,0,1
OVIDE,OVIDE,0,1
PETERSON,PETERSON,0,1
SEVERN,SEVERN,0,1
SIGMOND,SIGMOND,0,1
SIVERT,SIVERT,0,1
WALDEN,WALDEN,0,1
BOBBIE,ROBERTA,1,2
FRED,FREDERICKA,1,2
ADLAID,ADELAIDE,1,2
ALICA,ALICA,0,2
ANABELL,ANABELL,0,2
BIRDA,BIRDA,0,2
EPSIE,EPSIE,0,2
KORA,KORA,0,2
MILIA,MILIA,0,2
MUSETTA,MUSETTA,0,2
SIGNORA,SIGNORA,0,2
RICHIE,RICHARD,1,1
LOIS,LOUIS,1,1
LENN,LEONARD,1,1
ISREL,ISRAEL,1,1
CARRIE,CAREY,1,1
ALVINO,ALVINO,0,1
BURRILL,BURRILL,0,1
EMMOR,EMMOR,0,1
GATES,GATES,0,1
GIN,GIN,0,1
HELGE,HELGE,0,1
JANE,JANE,0,1
KYLE,KYLE,0,1
NEVIN,NEVIN,0,1
KASIAH,KEZIAH,1,2
JULIAR,JULIA,1,2
ELISABITH,ELIZABETH,1,2
ALIC,ALIC,0,2
ALSINA,ALSINA,0,2
ELICE,ELICE,0,2
FRANCESCA,FRANCESCA,0,2
HENNRIETTA,HENNRIETTA,0,2
IDE,IDE,0,2
ISIDORE,ISIDORE,0,2
ROMA,ROMA,0,2
TRECY,TRECY,0,2
WILHEMENA,WILHEMENA,0,2
VERN,VERNON,1,1
BOBBY,ROBERT,1,1
LEWEY,LOUIS,1,1
GREY,GRAYSON,1,1
COONRAD,CONRAD,1,1
ARTIMUS,ARTIMUS,0,1
BARLOW,BARLOW,0,1
DRED,DRED,0,1
EDA,EDA,0,1
KELSEY,KELSEY,0,1
LEONADUS,LEONADUS,0,1
LOUS,LOUIS,0,1
MINNIE,WILHELMINA,0,1
MONTE,MONTE,0,1
PEIRCE,PEIRCE,0,1
PLEASENT,PLEASENT,0,1
REINHARDT,REINHARDT,0,1
WENTWORTH,WENTWORTH,0,1
FRANKE,FRANCES,1,2
FRANZIS,FRANCES,1,2
ARDENA,ARDENA,0,2
AZEMA,AZEMA,0,2
BARBER,BARBER,0,2
CRESA,CRESA,0,2
ELI,ELI,0,2
ETHELL,ETHELL,0,2
LAVICA,LAVICA,0,2
LE,LE,0,2
MERCEY,MERCEY,0,2
ZIPPORAH,ZIPPORAH,0,2
AUGST,AUGUSTUS,1,1
BARNABUS,BARNABUS,0,1
BRENT,BRENT,0,1
HAZEL,HAZEL,0,1
KONG,KONG,0,1
LEIGHTON,LEIGHTON,0,1
NOYES,NOYES,0,1
ORON,ORON,0,1
SQUARE,SQUARE,0,1
STERLIN,STERLIN,0,1
TAZWELL,TAZWELL,0,1
TILDON,TILDON,0,1
VICTORIANO,VICTORIANO,0,1
GEORGENA,GEORGEANNA,1,2
ELIZEBEATH,ELIZABETH,1,2
ANTOINETT,ANTOINETT,0,2
HILEY,HILEY,0,2
LISSI,LISSI,0,2
LOUSIANA,LOUSIANA,0,2
MALISSE,MALISSE,0,2
MINETTA,MINETTA,0,2
PORTIA,PORTIA,0,2
ROBENA,ROBENA,0,2
VICIE,VICIE,0,2
NEPOLIAN,NAPOLEON,1,1
CHALIE,CHARLES,1,1
ANDIE,ANDREW,1,1
BURNELL,BURNELL,0,1
DAUL,DAUL,0,1
JERRIMIAH,JERRIMIAH,0,1
LUSTER,LUSTER,0,1
PIETRO,PIETRO,0,1
RAIFORD,RAIFORD,0,1
ROLAN,ROLAN,0,1
SEATON,SEATON,0,1
WILLLIAM,WILLLIAM,0,1
WOODARD,WOODARD,0,1
YGNACIO,YGNACIO,0,1
REBCA,REBECCA,1,2
RACHALL,RACHEL,1,2
MOLISSA,MELISSA,1,2
ELSABETH,ELIZABETH,1,2
BIRTHY,BERTHA,1,2
AMEILA,AMELIA,1,2
ALIX,ALEXANDRA,1,2
ABEY,ABIGAIL,1,2
ARIANNA,ARIANNA,0,2
AVARILLA,AVARILLA,0,2
DONEY,DONEY,0,2
GATSY,GATSY,0,2
KATERINA,KATERINA,0,2
LUDIA,LUDIA,0,2
LUVISA,LUVISA,0,2
PILAR,PILAR,0,2
TULA,TULA,0,2
THE,THEODORE,1,1
SML,SAMUEL,1,1
JESE,JESSE,1,1
ISICK,ISAAC,1,1
AMARIAH,AMARIAH,0,1
BELL,BELL,0,1
BRAGG,BRAGG,0,1
CHURCHILL,CHURCHILL,0,1
JOSEPHAS,JOSEPHAS,0,1
KILLIAN,KILLIAN,0,1
LOOMIS,LOOMIS,0,1
MALEN,MALEN,0,1
MAYO,MAYO,0,1
SOCRATES,SOCRATES,0,1
SOLIMAN,SOLIMAN,0,1
SUNG,SUNG,0,1
TALTON,TALTON,0,1
RACHAIL,RACHEL,1,2
FEEBY,PHOEBE,1,2
JOICE,JOYCE,1,2
CATHERON,CATHERINE,1,2
BENITA,BONITA,1,2
BEAULAH,BEULAH,1,2
HALLEY,HALLEY,0,2
LOURANA,LOURANA,0,2
LULLIE,LULLIE,0,2
RADA,RADA,0,2
LEWES,LOUIS,1,1
EARNIST,ERNEST,1,1
ERRICK,ERIC,1,1
ELIGHA,ELIJAH,1,1
ADDIS,ADDIS,0,1
ANSIL,ANSIL,0,1
INGRAM,INGRAM,0,1
MCCLELLAN,MCCLELLAN,0,1
PARISH,PARISH,0,1
SEYMOR,SEYMOR,0,1
SUMTER,SUMTER,0,1
THADDIUS,THADDIUS,0,1
WADDY,WADDY,0,1
WORLEY,WORLEY,0,1
AIMIE,AMY,1,2
BEDIE,ELIZABETH,0,2
CHORA,CHORA,0,2
EBBIE,EBBIE,0,2
FELICITE,FELICITE,0,2
FLOSSY,FLOSSY,0,2
JOHAN,JOHAN,0,2
LOUISIANNA,LOUISIANNA,0,2
PARTHENY,PARTHENY,0,2
PERRY,PERRY,0,2
ROSELTHA,ROSELTHA,0,2
NATHANIL,NATHANIEL,1,1
AUGEST,AUGUSTUS,1,1
AMBERS,AMBERS,0,1
COE,COE,0,1
ELL,ELL,0,1
GERRET,GERRET,0,1
GRANDVILLE,GRANDVILLE,0,1
GREENLEAF,GREENLEAF,0,1
HAVIER,HAVIER,0,1
HERVY,HERVY,0,1
LINDON,LINDON,0,1
MONTIE,MONTIE,0,1
MORSE,MORSE,0,1
ODEN,ODEN,0,1
QUITMAN,QUITMAN,0,1
RYAN,RYAN,0,1
SARGENT,SARGENT,0,1
WOODWARD,WOODWARD,0,1
ZACHERIAH,ZACHERIAH,0,1
SOPIAH,SOPHIA,1,2
MARGUERET,MARGARET,1,2
MGT,MARGARET,1,2
LOUESE,LOUISE,1,2
LUTECIA,LETICIA,1,2
CLEMIE,CLEMENTINE,1,2
ADLAIDE,ADELAIDE,1,2
BAMA,BAMA,0,2
ESSY,ESSY,0,2
IZETTA,IZETTA,0,2
MYRTIA,MYRTIA,0,2
PHENIE,PHENIE,0,2
RENNA,RENNA,0,2
SUSANE,SUSANE,0,2
THERESEA,THERESEA,0,2
VIVIA,VIVIA,0,2
WALLAS,WALLACE,1,1
ALEXANDREW,ALEXANDREW,0,1
ATWELL,ATWELL,0,1
BRAYTON,BRAYTON,0,1
BRIGGS,BRIGGS,0,1
EDVARD,EDVARD,0,1
FARRIS,FARRIS,0,1
FRIDERICH,FRIDERICH,0,1
GURDON,GURDON,0,1
JABE,JABE,0,1
LOVEL,LOVEL,0,1
PRESSLY,PRESSLY,0,1
QUINTUS,QUINTUS,0,1
SABIN,SABIN,0,1
STEP,STEP,0,1
TUCK,TUCK,0,1
VIRGA,VIRGINIA,1,2
DAIZY,DAISY,1,2
CLISTA,CALISTA,1,2
CLARRIA,CLARRIA,0,2
EDE,EDE,0,2
ENGER,ENGER,0,2
EOLA,EOLA,0,2
LARRY,LARRY,0,2
LOUVENA,LOUVENA,0,2
MANUELITA,MANUELITA,0,2
NEPPIE,NEPPIE,0,2
OLEVA,OLEVA,0,2
PARTHINA,PARTHINA,0,2
SYLVESTER,SYLVESTER,0,2
THOMOS,THOMAS,1,1
CURTICE,CURTIS,1,1
CONDY,CONDY,0,1
DUBLIN,DUBLIN,0,1
ELSON,ELSON,0,1
HANSE,HANSE,0,1
HAZARD,HAZARD,0,1
LOWERY,LOWERY,0,1
