fname,fname_std,nickname_mpc,sex
JOELLA,JOELLA,0,2
PHILIPENA,PHILIPENA,0,2
RICKIE,ERICA,0,2
ZERILDA,ZERILDA,0,2
AZEL,AZEL,0,1
BENTLEY,BENTLEY,0,1
FRANKLYN,FRANKLYN,0,1
HULBERT,HULBERT,0,1
OSMOND,OSMOND,0,1
TALBERT,TALBERT,0,1
MERRY,MARY,1,2
DAZY,DAISY,1,2
FLORIE,FLORIE,0,2
SABILLA,SABILLA,0,2
GEORE,GEORGE,1,1
BRAD,BRADLEY,1,1
BENGAMAN,BENJAMIN,1,1
DESIRE,DESIRE,0,1
DILLON,DILLON,0,1
FLORENCIO,FLORENCIO,0,1
ZINA,ZINA,0,1
MALIND,MALINDA,1,2
ISEBELL,ISABEL,1,2
HELMA,HELMA,0,2
JOYCE,JOYCE,0,2
LUVERNA,LUVERNA,0,2
MILT,MILTON,1,1
LENNIE,LEONARD,1,1
BRUTUS,BRUTUS,0,1
CALAWAY,CALAWAY,0,1
GOLDEN,GOLDEN,0,1
REBECKEY,REBECCA,1,2
MURTY,MYRTLE,1,2
JANY,JANE,1,2
HELAN,HELEN,1,2
CATHAREN,CATHERINE,1,2
BLANCE,BLANCHE,1,2
COREY,COREY,0,2
GRETCHEN,GRETCHEN,0,2
LELLIE,LELLIE,0,2
OTHELIA,OTHELIA,0,2
WILLIS,WILLIS,0,2
CALLIE,CALVIN,1,1
ALVIE,ALVIE,0,1
FITZ,FITZ,0,1
MINARD,MINARD,0,1
TOY,TOY,0,1
SALEY,SALLIE,1,2
ADALINA,ADALINA,0,2
DONIA,DONIA,0,2
LEENA,LEENA,0,2
BRISTER,BRISTER,0,1
BUEL,BUEL,0,1
HOY,HOY,0,1
HUGHES,HUGHES,0,1
LAURENT,LAURENT,0,1
NOT,NOT,0,1
RICARDO,RICARDO,0,1
MANIRVA,MINERVA,1,2
ALBERTHA,ALBERTHA,0,2
FLORINA,FLORINA,0,2
LOW,LOW,0,2
MARIANE,MARIANE,0,2
NICOLASA,NICOLASA,0,2
NORRA,NORRA,0,2
ANCIL,ANSEL,1,1
NORWOOD,NORWOOD,0,1
SEVERIN,SEVERIN,0,1
WINFORD,WINIFRED,1,2
LYDDIE,LYDIA,1,2
HARRETTE,HARRIET,1,2
MANDE,AMANDA,1,2
BELLIE,BELLIE,0,2
CLAUDINE,CLAUDINE,0,2
CORENA,CORENA,0,2
DISA,DISA,0,2
GENEVIA,GENEVIA,0,2
IDORA,IDORA,0,2
MARIAR,MARIAR,0,2
MARNIE,MARNIE,0,2
MATE,MATE,0,2
LENOARD,LEONARD,1,1
FRANCIES,FRANCIS,1,1
ABRAHM,ABRAHAM,1,1
BEE,BEE,0,1
BOONE,BOONE,0,1
CALIB,CALIB,0,1
DORR,DORR,0,1
HADLEY,HADLEY,0,1
HUNG,HUNG,0,1
PHARES,PHARES,0,1
YUNG,YUNG,0,1
ETHAL,ETHEL,1,2
ELYSABETH,ELIZABETH,1,2
CATHAINE,CATHERINE,1,2
LOUANA,LOUANA,0,2
VINCE,VINCENT,1,1
EDMAND,EDMUND,1,1
ANDA,ANDA,0,1
ASAPH,ASAPH,0,1
CURTISS,CURTISS,0,1
DONACIANO,DONACIANO,0,1
LOUISE,LOUISE,0,1
ROMAIN,ROMAIN,0,1
WALES,WALES,0,1
JOS,JOSEPHINE,1,2
IZABELLA,ISABELLA,1,2
EVALYN,EVELYN,1,2
ELEANORE,ELEANOR,1,2
ANTIONETTE,ANTIONETTE,0,2
CORNEALIA,CORNEALIA,0,2
HAPPY,HAPPY,0,2
LEDIA,LEDIA,0,2
LOUISANNA,LOUISANNA,0,2
Q,Q,0,2
SALINE,SALINE,0,2
ZILPHY,ZILPHY,0,2
RUSS,RUSSELL,1,1
JACOBO,JACOB,1,1
CHARS,CHARLES,1,1
BRAINARD,BRAINARD,0,1
LANSON,LANSON,0,1
VERGIE,VIRGINIA,1,2
ANABELLA,ANABELLA,0,2
CECILLIA,CECILLIA,0,2
LENORAH,LENORAH,0,2
LIVINA,LIVINA,0,2
LOUE,LOUE,0,2
ALBAN,ALBAN,0,1
CALVERT,CALVERT,0,1
CHANCE,CHANCE,0,1
HEROD,HEROD,0,1
JARRET,JARRET,0,1
LARK,LARK,0,1
MARMADUKE,MARMADUKE,0,1
WESSLEY,WESSLEY,0,1
DICE,DICE,0,2
EVOLINE,EVOLINE,0,2
LAUNA,LAUNA,0,2
LUCA,LUCA,0,2
HENRIE,HENRY,1,1
ABR,ABRAHAM,1,1
BROOK,BROOK,0,1
COLON,COLON,0,1
GOMER,GOMER,0,1
ISA,ISA,0,1
LORENSO,LORENSO,0,1
OKEY,OKEY,0,1
OTTIE,OTTIE,0,1
POSEY,POSEY,0,1
SIN,SIN,0,1
STILES,STILES,0,1
SOFIE,SOPHIE,1,2
CLEM,CLEMENTINE,1,2
BENNIE,BENNIE,0,2
ELLIZABETH,ELLIZABETH,0,2
LAMIRA,LAMIRA,0,2
LOVENA,LOVENA,0,2
PHILOMINA,PHILOMINA,0,2
ROSANNE,ROSANNE,0,2
ROSETTIE,ROSETTA,0,2
TALULA,TALULA,0,2
OLOFF,OLAF,1,1
ANTHANY,ANTHONY,1,1
ALEXAND,ALEXANDER,1,1
DIXIE,DIXIE,0,1
ELIZABETH,ELIZABETH,0,1
HAMELTON,HAMELTON,0,1
LOO,LOO,0,1
MARIUS,MARIUS,0,1
YANCEY,YANCEY,0,1
ZADOCK,ZADOCK,0,1
BRIDGED,BRIDGET,1,2
ADRIANNA,ADRIANNA,0,2
DEANNA,DEANNA,0,2
MISSOURIE,MISSOURIE,0,2
RICKE,RICKE,0,2
LOID,LLOYD,1,1
JOHATHAN,JONATHAN,1,1
ALBT,ALBERT,1,1
ALPHRED,ALPHRED,0,1
SABASTIAN,SABASTIAN,0,1
SCYNTHIA,CYNTHIA,1,2
NITTIE,NITTIE,0,2
SUDA,SUDA,0,2
VALLEY,VALLEY,0,2
LAFAETTE,LAFAYETTE,1,1
IVIN,IVAN,1,1
COONROD,CONRAD,1,1
CHR,CHARLES,1,1
ANTNY,ANTHONY,1,1
ANDRU,ANDREW,1,1
ASHFORD,ASHFORD,0,1
BENT,BENT,0,1
BOWMAN,BOWMAN,0,1
DEDRICK,DEDRICK,0,1
HERSHEL,HERSHEL,0,1
MORTEN,MORTEN,0,1
REYNOLDS,REYNOLDS,0,1
RUBY,RUBY,0,1
WINIE,WINIFRED,1,2
PRACILLA,PRISCILLA,1,2
MARGARY,MARGARET,1,2
JOICY,JOYCE,1,2
HAMAH,HANNAH,1,2
ALBERTENA,ALBERTENA,0,2
FRIEDERICKA,FRIEDERICKA,0,2
INDIAN,INDIAN,0,2
JAINE,JAINE,0,2
JANNY,JANNY,0,2
LOURENA,LOURENA,0,2
MERIA,MERIA,0,2
MOLEY,MOLEY,0,2
ROSEAN,ROSEAN,0,2
THEODORIA,THEODORIA,0,2
CALIP,CALIB,1,1
DOLPH,DOLPH,0,1
GASPER,GASPER,0,1
MATHIUS,MATHIUS,0,1
ROBERTSON,ROBERTSON,0,1
RONALD,RONALD,0,1
WELINGTON,WELINGTON,0,1
FRACIS,FRANCES,1,2
CHARLIE,CHARLOTTE,1,2
EMIELIE,EMIELIE,0,2
HELGA,HELGA,0,2
LOCKEY,LOCKEY,0,2
LONEY,LONEY,0,2
LUCELLA,LUCELLA,0,2
ROSSETTA,ROSSETTA,0,2
TENNESSE,TENNESSE,0,2
VERDA,VERDA,0,2
RANDOLF,RANDOLPH,1,1
AMEAL,AMEAL,0,1
CHUN,CHUN,0,1
DAY,DAY,0,1
EVER,EVER,0,1
HAMLET,HAMLET,0,1
ROLF,ROLF,0,1
SAMBO,SAMBO,0,1
STARK,STARK,0,1
WILLAMINA,WILHELMINA,1,2
POLY,POLLY,1,2
MARGRT,MARGARET,1,2
LILLI,LILLIAN,1,2
SCHARLOTT,CHARLOTTE,1,2
BEDA,BEDA,0,2
CATALINA,CATALINA,0,2
CELLIA,CELLIA,0,2
CHARLOTA,CHARLOTA,0,2
LOELLA,LOELLA,0,2
REGINE,REGINE,0,2
JAM,JAMES,1,1
CHRLES,CHARLES,1,1
ARZA,ARZA,0,1
LES,LES,0,1
MERRIL,MERRIL,0,1
THEOBALD,THEOBALD,0,1
ALLINE,ALLINE,0,2
DONY,DONY,0,2
ELOISA,ELOISA,0,2
MARCIE,MARCIE,0,2
MELISSIA,MELISSIA,0,2
MELLY,MELLISSA,0,2
MIMY,MIMY,0,2
NETT,NETT,0,2
PHIDELIA,PHIDELIA,0,2
ROMANA,ROMANA,0,2
SAMY,SAMUEL,1,1
JA,JAMES,1,1
DERK,DEREK,1,1
CHRISTOPER,CHRISTOPHER,1,1
COLBERT,COLBERT,0,1
HOLDEN,HOLDEN,0,1
JEREMIA,JEREMIA,0,1
PIETER,PIETER,0,1
REDMAN,REDMAN,0,1
SHACK,SHACK,0,1
SOPHI,SOPHIE,1,2
LORENDA,LORENDA,0,2
NATE,NATHANIEL,1,1
FRACIS,FRANCIS,1,1
DAV,DAVID,1,1
HICKMAN,HICKMAN,0,1
WAT,WAT,0,1
VIRGIA,VIRGINIA,1,2
MARGAR,MARGARET,1,2
FRANCIE,FRANCES,1,2
HOLLAND,HOLLAND,0,2
JOANNE,JOANNE,0,2
MADIE,MADELEINE,0,2
MIRTA,MIRTA,0,2
TESSA,TESSA,0,2
AZRO,AZRO,0,1
COLBY,COLBY,0,1
DANIELL,DANIELL,0,1
FERGUS,FERGUS,0,1
GERHARDT,GERHARDT,0,1
GREELY,GREELY,0,1
NILSON,NILSON,0,1
TATE,TATE,0,1
TIPTON,TIPTON,0,1
MANURVA,MINERVA,1,2
ADNA,ADNA,0,2
ALMY,ALMY,0,2
ELFIE,ELFIE,0,2
GENEVIVE,GENEVIEVE,0,2
LEZZIE,ELIZABETH,0,2
THEOD,THEODORE,1,1
FRAK,FRANK,1,1
ANTONI,ANTHONY,1,1
GIFFORD,GIFFORD,0,1
KENNEDY,KENNEDY,0,1
MACKEY,MACKEY,0,1
PINKNY,PINKNY,0,1
SIMAN,SIMAN,0,1
SMILEY,SMILEY,0,1
WATKINS,WATKINS,0,1
CATHY,CATHERINE,1,2
DAVID,DAVID,0,2
JANICE,JANICE,0,2
KLARA,KLARA,0,2
LUEMMA,LUEMMA,0,2
LUZETTA,LUZETTA,0,2
MIRNA,MIRNA,0,2
MORA,MORA,0,2
PRISCELLA,PRISCELLA,0,2
MORTIMORE,MORTIMER,1,1
ANDERSEN,ANDERSEN,0,1
GREENVILLE,GREENVILLE,0,1
REDDICK,REDDICK,0,1
ESTEL,ESTELLE,1,2
ANABEL,ANABEL,0,2
ARMENTA,ARMENTA,0,2
DILIA,DILIA,0,2
MARGURETTE,MARGURETTE,0,2
MAZY,MAZY,0,2
THORA,THORA,0,2
VERENA,VERENA,0,2
LARY,LAWRENCE,1,1
DAVEY,DAVID,1,1
BARRETT,BARRETT,0,1
LEVIS,LEVIS,0,1
MAGARETT,MARGARET,1,2
HOLDA,HOLDA,0,2
JEMIE,JEMIE,0,2
LAURETTE,LAURETTE,0,2
LISSEY,LISSEY,0,2
LORRETTA,LORRETTA,0,2
MAHITABLE,MAHITABLE,0,2
MARCILLA,MARCILLA,0,2
MARNA,MARNA,0,2
NINNA,NINNA,0,2
SUKEY,SUKEY,0,2
RICHERD,RICHARD,1,1
CHALMER,CHALMER,0,1
MILLIE,MILLIE,0,1
OSCO,OSCO,0,1
TORGER,TORGER,0,1
HERIETTA,HENRIETTA,1,2
CHRISSIE,CHRISTINE,1,2
CATRINE,CATHERINE,0,2
IBBY,IBBY,0,2
LUSY,LUSY,0,2
MADA,MADA,0,2
RELIEF,RELIEF,0,2
THODORE,THEODORE,1,1
CLIFORD,CLIFORD,0,1
DAVIDSON,DAVIDSON,0,1
GARNETT,GARNETT,0,1
NICKOLAUS,NICKOLAUS,0,1
RODMAN,RODMAN,0,1
ABBIGAL,ABBIGAL,0,2
VADA,VADA,0,2
AI,AI,0,1
HILARY,HILARY,0,1
JOHNN,JOHN,0,1
LYNDA,LINDA,1,2
BELZORA,BELZORA,0,2
CHANCY,CHANCY,0,2
FRONY,FRONY,0,2
LANE,LANE,0,2
ZENOBIA,ZENOBIA,0,2
PURLEY,PEARL,1,1
OCTAVUS,OCTAVIUS,1,1
JN,JOHN,1,1
DEMAS,DEMAS,0,1
EBENEZAR,EBENEZAR,0,1
ENGELBERT,ENGELBERT,0,1
HYPOLITE,HYPOLITE,0,1
ISAACK,ISAACK,0,1
LAUSON,LAUSON,0,1
STEPHENS,STEPHENS,0,1
JENEVA,GENEVA,1,2
CHRIS,CHRISTINE,1,2
CLOIE,CHLOE,1,2
DORIA,DORIA,0,2
JERUSIA,JERUSIA,0,2
MALENA,MALENA,0,2
PAULENE,PAULENE,0,2
AGUSTIN,AUGUSTINE,1,1
CLOVIS,CLOVIS,0,1
ELIOTT,ELIOTT,0,1
ELMON,ELMON,0,1
FLORANCE,FLORANCE,0,1
GORDAN,GORDAN,0,1
MINUS,MINUS,0,1
SHEP,SHEP,0,1
ZIMRI,ZIMRI,0,1
APPOLONIA,APPOLONIA,0,2
CYRENE,CYRENE,0,2
ELVENA,ELVENA,0,2
EMELEY,EMELEY,0,2
GENEVRA,GENEVRA,0,2
JUDETH,JUDETH,0,2
SERENE,SERENE,0,2
TRACEY,TRACEY,0,2
ROLLEY,ROLAND,1,1
JOSEPHE,JOSEPH,1,1
CLAUDA,CLAUDE,1,1
BRYON,BRYON,0,1
BYRAN,BYRAN,0,1
CHANNING,CHANNING,0,1
GREGOR,GREGOR,0,1
JOSIAS,JOSIAS,0,1
PAULUS,PAULUS,0,1
NANCE,NANCY,1,2
CHESTINA,CHESTINA,0,2
ENGEL,ENGEL,0,2
EUPHEMIE,EUPHEMIE,0,2
LEMIRA,LEMIRA,0,2
MIME,MIME,0,2
SAIDIE,SARAH,0,2
JOCOB,JACOB,1,1
COY,COY,0,1
HARIS,HARIS,0,1
UGENIA,EUGENIA,1,2
ELMEDA,ELMEDA,0,2
FLAVILLA,FLAVILLA,0,2
MARITTA,MARITTA,0,2
MARRIAN,MARRIAN,0,2
STACIA,STACIA,0,2
EDWART,EDWARD,1,1
DAVIED,DAVID,1,1
ART,ARTHUR,1,1
FARLEY,FARLEY,0,1
JOCK,JOCK,0,1
JUD,JUD,0,1
KENDRICK,KENDRICK,0,1
RIGHT,RIGHT,0,1
SUMPTER,SUMPTER,0,1
WILBERN,WILBERN,0,1
RUTHEY,RUTH,1,2
CAMILA,CAMILLA,1,2
ALFA,ALFA,0,2
DARKIS,DARKIS,0,2
ELIJA,ELIJA,0,2
GUNILD,GUNILD,0,2
LORY,LORY,0,2
LUSINA,LUSINA,0,2
MIRIAN,MIRIAN,0,2
SOPHINA,SOPHINA,0,2
TILITHA,TILITHA,0,2
TISHA,TISHA,0,2
RICK,RICHARD,1,1
SIRAS,CYRUS,1,1
CONARD,CONRAD,1,1
AUGT,AUGUSTUS,1,1
ARTHA,ARTHA,0,1
CARLISLE,CARLISLE,0,1
GENTRY,GENTRY,0,1
JENNIE,JENNIFER,0,1
MELCHIOR,MELCHIOR,0,1
WA,WA,0,1
SEBINA,SABINA,1,2
NANSEY,NANCY,1,2
MILLISSA,MELISSA,1,2
ESABELLA,ISABELLA,1,2
AM,AM,0,2
FAUSTINA,FAUSTINA,0,2
FEBA,FEBA,0,2
IDELA,IDELA,0,2
MARGERETHA,MARGERETHA,0,2
MERCEDES,MERCEDES,0,2
VISA,VISA,0,2
TEODORO,THEODORO,1,1
FERDINANT,FERDINAND,1,1
BURNEY,BURNEY,0,1
ENSIGN,ENSIGN,0,1
KLAAS,KLAAS,0,1
LANGDON,LANGDON,0,1
ODELL,ODELL,0,1
ORAL,ORAL,0,1
PENDLETON,PENDLETON,0,1
REINHART,REINHART,0,1
SILVANUS,SILVANUS,0,1
SLOAN,SLOAN,0,1
SYVER,SYVER,0,1
WILLIMINA,WILHELMINA,1,2
SADE,SARAH,1,2
NATHALIE,NATALIE,1,2
MAGRETH,MARGARET,1,2
JULIER,JULIET,1,2
IREAN,IRENE,1,2
GABRELLA,GABRIELLA,1,2
CLAUDY,CLAUDIA,1,2
JEANETT,JEANETT,0,2
LEUELLA,LEUELLA,0,2
LIEU,LIEU,0,2
LINE,LINE,0,2
WARRAN,WARREN,1,1
ULISSIS,ULYSSES,1,1
JEFFERY,JEFFREY,1,1
AGUSTA,AUGUSTUS,1,1
BLANCHARD,BLANCHARD,0,1
CHANEY,CHANEY,0,1
DERRY,DERRY,0,1
EVART,EVART,0,1
KINCHEN,KINCHEN,0,1
MARCEL,MARCEL,0,1
ORVIN,ORVIN,0,1
ROE,ROE,0,1
JANNE,JANE,1,2
CARO,CAROLINE,1,2
ANEY,ANNE,1,2
ANTONIO,ANTONIO,0,2
AZUBAH,AZUBAH,0,2
DELANY,DELANY,0,2
DELLE,DELLE,0,2
PHILLIPINA,PHILLIPINA,0,2
SEMORE,SEYMOUR,1,1
EVERITT,EVERETT,1,1
ADOLP,ADOLPH,1,1
GORHAM,GORHAM,0,1
LINAS,LINAS,0,1
MAYER,MAYER,0,1
ZADOC,ZADOC,0,1
MARAY,MARY,1,2
GORGIA,GEORGIA,1,2
ADALIN,ADELINE,1,2
ADRA,ADRA,0,2
CASEY,CASEY,0,2
CLARANCE,CLARANCE,0,2
EDIA,EDIA,0,2
MENE,MENE,0,2
ROSABEL,ROSABEL,0,2
ATHUR,ARTHUR,1,1
BURTEN,BURTEN,0,1
CORTEZ,CORTEZ,0,1
MAXEY,MAXEY,0,1
SARAH,SARAH,0,1
WINIFORD,WINIFRED,1,2
ROBY,ROBERTA,1,2
BECKA,REBECCA,1,2
NANSY,NANCY,1,2
IZABELL,ISABEL,1,2
KATI,CATHERINE,1,2
KATTE,CATHERINE,1,2
MANDAY,AMANDA,1,2
ARLINE,ARLINE,0,2
CELEST,CELEST,0,2
CORINTHA,CORINTHA,0,2
EUREKA,EUREKA,0,2
HEPSEY,HEPSEY,0,2
KUNIGUNDE,KUNIGUNDE,0,2
MILDA,MILDA,0,2
SALMA,SALMA,0,2
NUTE,KNUT,1,1
ZEKE,EZEKIEL,1,1
ALBERTA,ALBERTA,0,1
ARCHIBOLD,ARCHIBOLD,0,1
CALDWELL,CALDWELL,0,1
CAPERS,CAPERS,0,1
ELLECK,ELLECK,0,1
LAVERN,LAVERN,0,1
LETCHER,LETCHER,0,1
MERIDA,MERIDA,0,1
PLUMER,PLUMER,0,1
VALINTINE,VALINTINE,0,1
CLARISSE,CLARISSE,0,2
ELIE,ELLIE,0,2
HITTIE,HITTIE,0,2
LARINA,LARINA,0,2
MC,MC,0,2
MYRIA,MYRIA,0,2
THADEOUS,THADDEUS,1,1
OWIN,OWEN,1,1
BOWEN,BOWEN,0,1
EBB,EBB,0,1
KINSEY,KINSEY,0,1
TYRE,TYRE,0,1
WILLEMINA,WILHELMINA,1,2
LOURETTA,LORETTA,1,2
ADELIN,ADELINE,1,2
ARAH,ARAH,0,2
EMERETTA,EMERETTA,0,2
GLENNIE,GLENNIE,0,2
LIONA,LIONA,0,2
Y,Y,0,2
ALVIA,ALVIA,0,1
ANATOLE,ANATOLE,0,1
CHEE,CHEE,0,1
ELECK,ELECK,0,1
HOLMAN,HOLMAN,0,1
PROCTOR,PROCTOR,0,1
ANER,ANER,0,2
JUNA,JUNA,0,2
KELLY,KELLY,0,2
LEANAH,LEANAH,0,2
PERCIE,PERCIVAL,1,1
BRIANT,BRYANT,1,1
ELBA,ELBA,0,1
HAWLEY,HAWLEY,0,1
IVA,IVA,0,1
LIMON,LIMON,0,1
NORMON,NORMON,0,1
WARDEN,WARDEN,0,1
WINDSOR,WINDSOR,0,1
WO,WO,0,1
BERTH,BERTHA,1,2
ABIGIL,ABIGAIL,1,2
ADOLPHINE,ADOLPHINE,0,2
DICA,DICA,0,2
DORAS,DORAS,0,2
DUCK,DUCK,0,2
LUSIA,LUSIA,0,2
MOLSEY,MOLSEY,0,2
REX,REXFORD,1,1
ALEJANDRO,ALEJANDRO,0,1
DERRICK,DERRICK,0,1
ELDRIGE,ELDRIGE,0,1
FITCH,FITCH,0,1
GUSTIN,GUSTIN,0,1
HOPKINS,HOPKINS,0,1
JANS,JANS,0,1
JEWETT,JEWETT,0,1
LAKE,LAKE,0,1
RAMSEY,RAMSEY,0,1
SAMANTH,SAMANTHA,1,2
RECA,REBECCA,1,2
FLARANCE,FLORENCE,1,2
ANNABELLE,ANNABELLE,0,2
AUGUSTIA,AUGUSTIA,0,2
BARBORA,BARBORA,0,2
EFFEE,EFFIE,0,2
IDIE,IDIE,0,2
PLACIDA,PLACIDA,0,2
TEMPERENCE,TEMPERENCE,0,2
VERDIE,VERDIE,0,2
ACHILLES,ACHILLES,0,1
BURTY,ROBERT,0,1
MANWELL,MANWELL,0,1
OTHER,OTHER,0,1
VERNIE,VERNIE,0,1
WILLMINA,WILHELMINA,1,2
PRICY,PRISCILLA,1,2
ISSABEL,ISABEL,1,2
BETTSY,ELIZABETH,1,2
ALSY,ALSY,0,2
DOMINGA,DOMINGA,0,2
ETHELINDA,ETHELINDA,0,2
WALBURGA,WALBURGA,0,2
SANUEL,SAMUEL,1,1
NICHLOS,NICHOLAS,1,1
NICHOLAUS,NICHOLAS,1,1
DANIE,DANIEL,1,1
ALPH,ALPHONSO,1,1
DELLA,DELLA,0,1
EWIN,EWIN,0,1
ROME,ROME,0,1
SINCLAIR,SINCLAIR,0,1
BETCY,ELIZABETH,1,2
AMELA,AMELA,0,2
AMINDA,AMINDA,0,2
ANNORA,ANNORA,0,2
ARELIA,ARELIA,0,2
DISEY,DISEY,0,2
EMELINA,EMELINA,0,2
ERMMA,ERMMA,0,2
MARGERITE,MARGARET,0,2
MERCED,MERCED,0,2
TANNY,TANNY,0,2
ROBET,ROBERT,1,1
CEZAR,CAESAR,1,1
ANDR,ANDREW,1,1
CROSBY,CROSBY,0,1
RHODES,RHODES,0,1
WILLS,WILLS,0,1
MARGARAT,MARGARET,1,2
ISSABELLE,ISABEL,1,2
BET,ELIZABETH,1,2
MALLY,MALLY,0,2
MANAH,MANAH,0,2
SIDONIA,SIDONIA,0,2
LAURENS,LAWRENCE,1,1
GABRIL,GABRIEL,1,1
ALMERON,ALMERON,0,1
ALPHIUS,ALPHIUS,0,1
FRAN,FRAN,0,1
MONK,MONK,0,1
WINTON,WINTON,0,1
WILLEY,WILHELMINA,1,2
SUZIE,SUSAN,1,2
FLORINCE,FLORENCE,1,2
EMY,EMY,0,2
ETTE,ETTE,0,2
EULAH,EULAH,0,2
FILENA,FILENA,0,2
MALENDA,MALENDA,0,2
MALISSY,MALISSY,0,2
OZELLA,OZELLA,0,2
ROBINA,ROBINA,0,2
ROBERTS,ROBERT,1,1
GEORGES,GEORGE,1,1
ARVIN,ARVIN,0,1
BURNET,BURNET,0,1
FIDEL,FIDEL,0,1
GREENBURY,GREENBURY,0,1
LAWTON,LAWTON,0,1
LUDVIG,LUDVIG,0,1
PH,PH,0,1
SILES,SILES,0,1
LYDE,LYDIA,1,2
FREDRICKE,FREDERICK,1,2
CATERINE,CATHERINE,1,2
BABETTA,BABETTA,0,2
CINDERILLA,CINDERILLA,0,2
LISY,LISY,0,2
LIVIA,LIVIA,0,2
MARYANNE,MARYANNE,0,2
MASSIE,MASSIE,0,2
MIRIAH,MIRIAH,0,2
MISSOURA,MISSOURA,0,2
ORISSA,ORISSA,0,2
PHILIPPINE,PHILIPPINE,0,2
WIL,WILLIAM,1,1
SOLAMAN,SOLOMON,1,1
ROBBIN,ROBIN,1,1
JAHN,JOHN,1,1
JIMY,JAMES,1,1
GRAN,GRANVILLE,1,1
ALBERTIS,ALBERTIS,0,1
JOSA,JOSA,0,1
KENDALL,KENDALL,0,1
LAVERNE,LAVERNE,0,1
MARINUS,MARINUS,0,1
MOTT,MOTT,0,1
PRUDA,PRUDENCE,1,2
CLEMMA,CLEMENTINE,1,2
CATHRENE,CATHERINE,1,2
LENOR,LENOR,0,2
MALONA,MALONA,0,2
MARIEN,MARIEN,0,2
MELA,MELA,0,2
MITTA,MITTA,0,2
ROZILLA,ROZILLA,0,2
ACHILLE,ACHILLE,0,1
AMUND,AMUND,0,1
CORA,CORA,0,1
EDGARD,EDGARD,0,1
GAVIN,GAVIN,0,1
GILLIS,GILLIS,0,1
JABES,JABES,0,1
JONATHEN,JONATHEN,0,1
ROWAN,ROWAN,0,1
WINNE,WINIFRED,1,2
PHEEBE,PHOEBE,1,2
DAZIE,DAISY,1,2
AMARILLA,AMARILLA,0,2
CARRI,CARRI,0,2
GENIA,GENIA,0,2
JUNIA,JUNIA,0,2
LILAH,LILAH,0,2
LIVONA,LIVONA,0,2
MAYBELLE,MAYBELLE,0,2
OCTAVE,OCTAVE,0,2
PATIENT,PATIENT,0,2
VINNA,VINNA,0,2
BAZEL,BAZEL,0,1
ENIS,ENIS,0,1
LUN,LUN,0,1
LUTHA,LUTHA,0,1
MATTISON,MATTISON,0,1
MELLVILLE,MELLVILLE,0,1
OSMER,OSMER,0,1
PRATT,PRATT,0,1
DEBY,DEBORAH,1,2
ABA,ABIGAIL,1,2
AMIA,AMIA,0,2
CARMELITE,CARMELITE,0,2
CHRISTIA,CHRISTIA,0,2
DARKUS,DARKUS,0,2
DELLY,DELLY,0,2
JENNIA,JENNIA,0,2
JETTA,JETTA,0,2
JULLIE,JULLIE,0,2
LATTA,LATTA,0,2
MINDY,MINDY,0,2
MIRTY,MIRTY,0,2
PERLA,PERLA,0,2
TENNA,TENNA,0,2
SAMMUEL,SAMUEL,1,1
ABRHAM,ABRAHAM,1,1
BUCKNER,BUCKNER,0,1
EMSLEY,EMSLEY,0,1
GRAND,GRAND,0,1
HOGAN,HOGAN,0,1
NORA,NORA,0,1
PANCHO,PANCHO,0,1
SHERMON,SHERMON,0,1
MAGGEY,MARGARET,1,2
AFFY,AFFY,0,2
AVY,AVY,0,2
DOSHA,DOSHA,0,2
LENER,LENER,0,2
LINNY,LINNY,0,2
LUTETIA,LUTETIA,0,2
OTILLA,OTILLA,0,2
PERNINA,PERNINA,0,2
RENE,RENE,0,2
TELLA,TELLA,0,2
TERRISSA,TERRISSA,0,2
VICENTA,VICENTA,0,2
MICHALE,MICHAEL,1,1
ISAREL,ISRAEL,1,1
ODA,ODA,0,1
SCHYLER,SCHYLER,0,1
HELLAN,HELEN,1,2
HARIOTT,HARRIET,1,2
BRIDGT,BRIDGET,1,2
CLORY,CLORY,0,2
DEALY,DEALY,0,2
ISOLA,ISOLA,0,2
LEVENA,LEVENA,0,2
LIBIE,ELIZABETH,0,2
PALMYRA,PALMYRA,0,2
STATIRA,STATIRA,0,2
THEADOCIA,THEADOCIA,0,2
BALEY,BAILEY,1,1
ALLICK,ALEXANDER,1,1
CLEMENCE,CLEMENCE,0,1
CLEOPHAS,CLEOPHAS,0,1
CORNEALUS,CORNEALUS,0,1
EMILIO,EMILIO,0,1
FOOK,FOOK,0,1
LAYFAYETT,LAYFAYETT,0,1
LUTHAR,LUTHAR,0,1
SIMMON,SIMMON,0,1
SYLAS,SYLAS,0,1
YOU,YOU,0,1
HENERITTA,HENRIETTA,1,2
DEBRAH,DEBORAH,1,2
AMENDA,AMENDA,0,2
AMMY,AMY,0,2
ANNABELLA,ANNABELLA,0,2
ASENITH,ASENITH,0,2
AZELIA,AZELIA,0,2
BERTHENA,BERTHENA,0,2
HALY,HALY,0,2
LUCE,LUCE,0,2
NOT,NOT,0,2
ROSARIA,ROSARIA,0,2
SATIRA,SATIRA,0,2
SEALEY,SEALEY,0,2
SINAH,SINAH,0,2
VA,VA,0,2
WAITY,WAITY,0,2
ABBOT,ABBOT,0,1
ADA,ADA,0,1
ASHLY,ASHLY,0,1
COLFAX,COLFAX,0,1
