fname,bni,name_freq
ADOPH,0,1
ADOPHUS,1,1
ADOR,0,1
ADORACION,0,2
ADORICE,0,1
ADORNO,0,1
ADORPHUS,0,1
ADOS,0,2
ADOUFF,0,1
ADOULPH,1,1
ADOVE,1,1
ADOW,0,1
ADRA,0,4
ADRAIN,0,27
ADRAM,1,2
ADRAN,0,2
ADRAS,0,1
ADRASTE,0,1
ADRATH,0,1
ADREAN,0,2
ADREEN,0,1
ADREN,0,16
ADREON,0,1
ADRES,0,1
ADRESTUS,0,1
ADREY,0,1
ADRI,0,2
ADRIA,1,1
ADRIAAN,0,12
ADRIAN,0.248311061575922,1336
ADRIAN A,0,1
ADRIAN ALF,0,1
ADRIAN FO,0,1
ADRIAN J,0,1
ADRIAN JOS,0,1
ADRIANA,,1
ADRIANCE,0,1
ADRIANE,0,1
ADRIANES,0,1
ADRIANO,0.238326722963825,84
ADRIANUS,0,19
ADRIAO,0,1
ADRIAS,0,1
ADRIATICO,,1
ADRICK,0.914078734338459,2
ADRIE,0,2
ADRIEAN,0,1
ADRIEL,0.639391919466739,8
ADRIEN,0.344417528129696,171
ADRIENE,0,1
ADRIES,0,1
ADRIJAN,0,1
ADRIN,0.780035465436136,4
ADRIO,0,3
ADRION,0,6
ADRIS,0,2
ADRIUM,1,1
ADRO,1,2
ADRON,0.466496622115921,79
ADROPHY,1,1
ADROUSHAN,0,1
ADRY,0,1
ADSEL,0,1
ADUCHE,1,1
ADUEL,0,1
ADUERY,1,1
ADULPH,0,1
ADUMAR,0,1
ADUNATUS,0,1
ADUREY,0,1
ADUS,0,2
ADVANT,1,1
ADVENTOR,,1
ADVER,0,1
ADVERL,1,1
ADVERSE,1,1
ADVERT,,1
ADVEY,0,1
ADVIA,0,1
ADVIRN,0,1
ADVISS,0,1
ADWALT,0,1
ADWAR,0,1
ADWARD,0,1
ADWARED,0,1
ADWELL,0,2
ADWIN,0,3
ADWIRD,0,1
ADWOOD,0,1
ADWORTH,1,1
ADYLOR,0,1
ADYLOTTE,1,1
ADYN,0,2
ADZIT,0,1
AE HERTZLE,0,1
AE RU,,1
AEAO,,1
AEARL,0,1
AEDMUND,0,1
AEGIDIUS,0,1
AEGYDIUS,0,1
AEIKO,0,1
AEILOUS,1,1
AELFRIC,0,1
AELIX,1,1
AELRED,0.371476827797475,19
AELWYN,0,1
AEMILIAN,0,1
AEMILLIUS,0,1
AEMMET,0,1
AENOS,0,2
AEOLUS,0,1
AEREL,0,1
AERIA,1,1
AERIAL,0,1
AERIE,0,1
AERIO,0,2
AERTSEN,0,1
AESON,1,1
AETHEL,0,1
AETHRA,0,1
AEW,0,1
AEXANDER,0,1
AF,0,1
AFA,,4
AFAFALA,,1
AFANASIJ,0,1
AFANASIY,0,2
AFANASY,0,2
AFARASY,0,1
AFASENE,,1
AFETANLIS,0,1
AFFEL,0,1
AFFIE,0,1
AFFONSO,0,3
AFIF,0,7
AFLONZO,0,1
AFLOUNZER,1,1
AFONSO,0,6
AFORTUNAD,0,1
AFRAHIM,0,1
AFRANK,0,1
AFREDO,0,1
AFREY,0,1
AFRIGIO,,1
AFROIM,0,6
AFSHALIM,0,1
AFTAB,,2
AFTEN,0,3
AFTON,0.140649979898254,66
AFZAL,0,3
AGACIADO,,1
AGAIOTUPU,,1
AGAJAN,0,1
AGAMEMNON,0,4
AGAMENONE,0,1
AGAPITO,0.312544407130356,221
AGAPITOS,0,2
AGAPITUS,0,1
AGAR,0,1
AGARON,0,1
AGARVERDI,0,1
AGASI,0,3
AGASSIS,1,1
AGATHA,0,1
AGATHO,0,1
AGATHON,0,2
AGATINO,0,7
AGATO,0,1
AGATON,,6
AGAVARD,0,1
AGAZIO,0,3
AGBERT,0.841754152205137,3
AGDRUP,0,1
AGDUS,0,1
AGE,1,1
AGEAN,1,1
AGEE,0.780035465436136,12
AGEL,0,1
AGELIO,,2
AGENALDO,1,1
AGENARD,0,2
AGENAS,0,1
AGENOR,0,4
AGER,1,2
AGERICO,,1
AGERIN,0,1
AGES,1,1
AGESILAOS,0,1
AGETON,0,1
AGGE,1,1
AGGERNIE,1,1
AGGERT,0,1
AGGIE,0.941030237344602,6
AGGO,0,1
AGGOOBI,0,1
AGGOUBI,0,1
AGGRIPINO,0,1
AGHA,0,6
AGHABOZORG,,1
AGHADJAN,0,2
AGHAGOL,0,1
AGHAHOSSEI,,1
AGHAI,0,1
AGHAJAN,0,8
AGHAJAW,,1
AGHANOUR,,1
AGHAVEL,,1
AGHAZADE,0,1
AGHEE,0,1
AGIB,0,1
AGIE,0,2
AGILE,0,1
AGILEE,1,1
AGILEO,,2
AGILES,,1
AGILLIO,0,1
AGINALDO,,1
AGINO,0,1
AGIST,0,1
AGLE,0,1
AGLIBERT,0,1
AGLICERIO,0,1
AGNAN,0,1
AGNAR,0,7
AGNEL,0,1
AGNELIO,0,3
AGNELLO,0,7
AGNELLUS,0,1
AGNELO,1,1
AGNER,0,3
AGNES,0,11
AGNEU,0,1
AGNEW,0.841754152205137,22
AGNOR,0,1
AGNUE,0.914078734338459,2
AGNUS,0,1
AGO,0,2
AGOB,,1
AGOBERTO,,1
AGON,0,4
AGOP,0,42
AGOSTIHNO,0,1
AGOSTINA,0,1
AGOSTIND,0,1
AGOSTINE,0,1
AGOSTINHO,0,34
AGOSTINI,0,1
AGOSTINO,0,101
AGOSTON,0,1
AGOUBI,0,1
AGOUEUS,1,1
AGRACIANO,,1
AGRANVILLE,0,1
AGREATT,1,1
AGREPPINO,0,1
AGREVE,0,1
AGREY,0,2
AGRIFINO,,2
AGRIM,0,1
AGRIPIN,0,3
AGRIPINO,0.726749121361167,40
AGRIPPINO,0,3
AGSTINHO,0,1
AGUEDO,0.626834062353508,26
AGUI,0,1
AGUIDO,,2
AGUILA,0,1
AGUILES,1,1
AGUILINO,0,4
AGUIN,0,1
AGUINALDO,0,3
AGUIOR,0,1
AGUL,0,1
AGUST,0,1
AGUSTEN,0,1
AGUSTER,1,1
AGUSTIN,0.411968180975329,686
AGUSTINA,0,1
AGUSTINE,0,10
AGUSTINHO,0,1
AGUSTINIAN,0,1
AGUSTINO,0,1
AGUSTIS,0,1
AGUSTO,0,5
AGUSTUS,0.914078734338459,8
AGVAN,0,1
AH,0,26
AH BUNG,,1
AH CHEONG,,2
AH CHIENG,,1
AH CHING,,1
AH CHONG,,1
AH CHU,,1
AH CHUN,,1
AH CHUNG,,1
AH DONG,,1
AH FAH,,1
AH KAU,,1
AH KENG,,1
AH KEUN,,1
AH KING,,1
AH KONG,,2
AH KWAI,,1
AH LUM,,2
AH MAIN,,1
AH MING,,1
AH MOE,,1
AH MOH,,1
AH MUAY,,1
AH NGA,,1
AH NGAN,,1
AH PHAN,,1
AH PO,,1
AH SAN,,1
AH SHING,,1
AH SO,0,1
AH SUM,,1
AH TAI,,1
AH TAK,,2
AH TEH,,1
AH TSANG,,1
AH VAN,0,1
AH WAH,,2
AH WAN,,1
AH WAY,,1
AH WEI,,2
AH YAU,,1
AH YEN,,1
AH YONG,,1
AH YOUNG,,1
AHAMAD,,1
AHANBY,0,1
AHANES,0,1
AHARON,0,11
AHARRY,0,1
AHART,0,2
AHAS,1,1
AHAZ,1,1
AHBAN,0,1
AHBY,0,1
AHDREW,0,1
AHEARD,0,1
AHEART,0.914078734338459,2
AHHWAI,,1
AHIAH,1,1
AHILLEUS,0,1
AHIOOLA,0,1
AHKYANE,,1
AHLDOR,0,1
AHLER,1,1
AHLERT,0,1
AHLRICH,0,2
AHLVOID,1,1
AHM,,1
AHMAD,0.302760317352193,73
AHMADREZA,0,1
AHMAN,0,1
AHMED,0.739376323234198,22
AHMED VAAL,0,1
AHMED WEN-,,1
AHMEDHUSEN,,1
AHMEE,,1
AHMEN,0,1
AHMES,0,1
AHMET,0,9
AHN,,1
AHON,,1
AHOT,0,1
AHREND,0,2
AHRLIN,0,1
AHRMED,1,2
AHRON,0,1
AHSANUL,,1
AHSON,1,1
AHTHONY,0,1
AHTI,0,19
AHTSEE,,1
AHUNA,,1
AHW,0,1
AI,0,6
AI NENG,,1
AI PAO,,1
AI XUAN,,1
AI YI,,1
AI-YU,,1
AICARDO,,1
AICIE,1,1
AIDAN,0,4
AIDELL,0,1
AIDEN,0.639391919466739,7
AIDO,0,1
AIDRON,0,1
AIEM,,1
AIER,,1
AIGI,,1
AIJI,,1
AIK,,1
AIKAZ,0,2
AIKEN,0.876426880904887,5
AIKIN,1,1
AIL,0,1
AILEENE,0,1
AILEPATA,,1
AILERY,0,1
AILEY,0,1
AILLOR,1,1
AILOR,0,1
AILTON,1,1
AILUS,1,1
AIMABLE,0,1
AIMAR,0,2
AIMARD,0,1
AIME,0,133
AIMEE,0,1
AIMO,0,18
AIMON,0,1
AIMOUS,0,1
AIMS,0,1
AIN,0,1
AINARD,0,1
AINLEY,0,1
AINO,0,1
AINSLEE,0,3
AINSLEY,0.752450076943242,10
AINSLIE,0,6
AINSWORTH,0.761425834406131,13
AIOLEY,0,1
AIPOLO,,1
AIPOPO,,1
AIRAL,0,1
AIRAPET,0,1
AIRE,0,1
AIRE LEE,1,1
AIRES,0,7
AIRL,0,1
AIRY,0,1
AISA,0,1
AISAKE,,1
AISEA,,2
AISEL,0,1
AISHAIA,0,1
AISIK,0,1
AISLY,1,1
AISTON,1,1
AIT,0,1
AITON,0,1
AIUTO,0,1
AIVGE,1,1
AIWOOD,0,1
AIZAK,0,1
AIZIK,0,5
AJ,0.955110903161862,3
AJA,0,2
AJCARLETON,0,1
AJDIN,0,1
AJEFF,1,1
AJEO,0,1
AJEOU,,1
AJERICO,,1
AJEY,0,1
AJIT,,4
AJITRAI,,1
AJMER,,5
AJODHA,,1
AJRULA,0,1
AJUSTIN,0,1
AKBAR,0.680277514240081,17
AKBARALI,,1
AKBER,,1
AKE,0,10
AKE ILMAR,0,1
AKEL,0,1
AKELAS,0,1
AKEMP,0,1
AKER,1,2
AKERY,1,1
AKETO,,1
AKHTAR,0,2
AKHTIAR MO,0,1
AKI,0,2
AKIBA,0,4
AKIF,0,1
AKIJI,,1
AKILLO,0,1
AKILO,,1
AKIM,0,2
AKIMASA,,3
AKIN,0,2
AKINFA,0,1
AKINOBU,,1
AKINTOYE,1,1
AKIO,,10
AKIRA,0,58
AKIRAKA,,1
AKITAKA,,1
AKITOMI,,1
AKIVA,0,4
AKKEN,0,1
AKKIHIRO,,1
AKL,0,3
AKOB,0,2
AKOP,0,27
AKOS,0,2
AKOUB,0,1
AKRA,0,1
AKRAM,0,3
AKRIDGE,0,1
AKSEL,0,18
AKSEL HOWA,0,1
AKTAR,,1
AKTON,0,1
AKUILA,,1
AKUM,0,1
AL,0.411342104480116,806
AL ABRAHAM,0,1
AL ARTHUR,0,1
AL GENE,0,1
AL JAY,1,1
AL JOSEPH,0,1
AL JR,0,1
AL LEROY,0,1
AL MICHAEL,0,1
AL NATHAN,0,1
AL RAY,0,1
ALABAMA,0,1
ALABERTO,0,1
ALADAR,0,19
ALADARJ,0,1
ALADDIN,0.841754152205137,3
ALADEN,0,1
ALADENO,0,1
ALADER,0,1
ALADICO,0,1
ALADIN,0,4
ALADINO,0,19
ALADO,,1
ALADOR,0,1
ALAETTIN,0,1
ALAF,0,1
ALAFALE,,2
ALAHGHOLI,0,1
ALAIN,0,7
ALAIRD,1,1
ALAJOS,0,1
ALAM,0,1
ALAMANCA,1,1
ALAMANDER,0,1
ALAMAR,0,1
ALAMIRO,,1
ALAMO,0,1
ALAN,0.0699267963590732,1435
ALAN C,,1
ALAN CLARK,0,1
ALAN D,0,1
ALAN H,0,1
ALAN HON S,,1
ALAN L,0,1
ALAN LOWEL,0,1
ALAN R,0,1
ALAN VAUGH,0,1
ALANCE,0,2
ALAND,0,2
ALANDER,0,1
ALANDERS,1,1
ALANDO,0,1
ALANE,0,1
ALANGARAPE,,1
ALANL,0,1
ALANSON,0.431785026604345,30
ALANZO,0,3
ALAON,0,1
ALAPATI,,1
ALARCON,0,1
ALARD,0,1
ALARIA,0,1
ALARIC,0.639391919466739,14
ALARICK,0,1
ALARICO,0,4
ALARIE,0,1
ALARINDO,0,1
ALART,1,1
ALARY,1,1
ALASDAIR,0,3
ALASINGRAC,,1
ALASKA,0.780035465436136,4
ALASTAIR,0,14
ALASTAIR R,0,1
ALASTON,1,1
ALAVA,0,1
ALAVERDI,0,1
ALAX,0,1
ALAYS,0,1
ALAYSIUS,0,1
ALB,0,1
ALBA,0.325950701392799,23
ALBAIR,0,1
ALBAIS,0,1
ALBAM,0,1
ALBAN,0.2789450265233,57
ALBANI,0,2
ALBANIE,0,3
ALBANO,0,13
ALBANUS,0.914078734338459,2
ALBANY,0.639391919466739,8
ALBARITO,0,1
ALBARO,,1
ALBARTUS,0,1
ALBAY,0,1
ALBE,0.523932150639537,32
ALBEA,0,1
ALBEAN,0,1
ALBEE,0.841754152205137,3
ALBEERT,0,3
ALBEERTUS,1,1
ALBEISO,0,1
ALBELONY,1,1
ALBEN,0.371476827797475,19
ALBENA,0,1
ALBENI,0,1
ALBENIE,0,3
ALBENNIE,0,1
ALBENO,0,6
ALBENOUSE,0,1
ALBER,0,3
ALBERADO,0,1
ALBERDEAN,0,1
ALBERG,0,1
ALBERGA,1,1
ALBERIA,0,1
ALBERIC,0,9
ALBERICE,0,1
ALBERICK,1,1
ALBERICO,0,13
ALBERIE,0,3
ALBERIK,0,1
ALBERINO,0,2
ALBERKLEY,1,1
ALBERN,0.726749121361167,5
ALBERNA,1,1
ALBERO,0,1
ALBERONIO,0,1
ALBERONY,1,1
ALBERT,0.482471486026786,38946
ALBERT  J,0,1
ALBERT ALB,0,1
ALBERT BEN,0,1
ALBERT BUD,0,1
ALBERT C,0,3
ALBERT D,0,2
ALBERT DAL,0,2
ALBERT DAN,0,1
ALBERT DAV,0,2
ALBERT E,0,3
ALBERT ENL,0,1
ALBERT FRA,0,2
ALBERT GEO,0,2
ALBERT H,0,1
ALBERT HEN,0,1
ALBERT J,0.876426880904887,5
ALBERT JAC,0,1
ALBERT JAM,0,1
ALBERT JOH,0,5
ALBERT JOS,0,2
ALBERT JR,0,1
ALBERT K,,6
ALBERT LAZ,0,1
ALBERT LEE,0,10
ALBERT LER,0,1
ALBERT LLO,0,1
ALBERT LOU,0,2
ALBERT M,0,2
ALBERT MAR,0,1
ALBERT MCC,0,1
ALBERT MIC,0,1
ALBERT OLA,0,1
ALBERT OM,0,1
ALBERT PAT,0,1
ALBERT PAU,0,1
ALBERT PRO,0,1
ALBERT RAL,0,1
ALBERT RAY,0,1
ALBERT RC,0,1
ALBERT REM,0,1
ALBERT ROB,0,1
ALBERT RON,0,1
ALBERT ROY,0,1
ALBERT S,0,2
ALBERT SAM,0,1
ALBERT SET,0,1
ALBERT ST,0,1
ALBERT STA,0,1
ALBERT T,,2
ALBERT VAN,1,1
ALBERT W,,2
ALBERT WES,0,1
ALBERT WIL,0,1
ALBERT Y,,3
ALBERT YEE,,1
ALBERT-RUD,0,1
ALBERTA,0.820123950562855,11
ALBERTAS,0,4
ALBERTICE,0,1
ALBERTINO,0,3
ALBERTIS,0,4
ALBERTJ,0,1
ALBERTM,0,1
ALBERTO,0.294259182536958,1197
ALBERTO D,0,1
ALBERTO LO,0,1
ALBERTON,0,3
ALBERTOS,0,2
ALBERTRIC,0,1
ALBERTS,0,6
ALBERTUS,0.714545976615048,84
ALBET,0,3
ALBETT,0,1
ALBI,0,1
ALBIA,0,4
ALBIAN,0,3
ALBIE,0,12
ALBIN,0,625
ALBIN L,0,1
ALBIN LEO,0,1
ALBINA,0,1
ALBINAS,0,13
ALBINE,0,7
ALBINI,0,2
ALBINO,0.164585378903859,133
ALBINO ARB,,1
ALBINS,0,1
ALBINUS,0,13
ALBINY,0,1
ALBIO,0,4
ALBION,0.440728911122494,58
ALBIRDA,1,1
ALBIRTY,0,1
ALBITUS,0,1
ALBLEE,0,1
ALBO,0,6
ALBOAN,1,1
ALBON,0.431785026604345,15
ALBOND,0,1
ALBONY,1,1
ALBOR,0,1
ALBORN,0,1
ALBOURNE,0,1
ALBOY,1,1
ALBOYCE,1,1
ALBRA,0,4
ALBRE,0,1
ALBREACE,0,1
ALBRECHT,0.491648295898808,12
ALBREY,0.914078734338459,2
ALBRIGHT,0,5
ALBRIK,0,2
ALBRITTON,0.914078734338459,2
ALBRO,0,7
ALBRUGE,0,1
ALBUM,0,1
ALBUN,1,1
ALBURN,0.469931002626519,13
ALBURT,0,3
ALBURTAS,1,1
ALBURTES,0,1
ALBURTIS,0,2
ALBURTUS,0,2
ALBURY,1,1
ALBUS,0,1
ALBY,0,16
ALBYN,0,1
ALCA,0,1
ALCADE,1,1
ALCADIO,0,5
ALCANDA,0,1
ALCARDIO,1,1
ALCARIO,0,10
ALCASITO,,1
ALCE,1,1
ALCEA,1,1
ALCEBIADES,0,1
ALCEDE,1,1
ALCEDES,1,1
ALCEDO,0,1
ALCEDOS,1,1
ALCEE,0.652463225656888,20
ALCEO,0,2
ALCES,0,2
ALCESE,0,1
ALCESS,0,1
ALCEST,0,2
ALCESTE,0,3
ALCHER,0,1
ALCHESTER,1,1
ALCHRIST,0,1
ALCHRON,0,2
ALCIBIADE,0.914078734338459,4
ALCIBIADES,0,13
ALCIBIAL,0,1
ALCIBIO,0,1
ALCIBIODES,0,1
ALCID,0,8
ALCIDAS,0,2
ALCIDE,0.520878290938237,151
ALCIDES,0,24
ALCIE,0.876426880904887,5
ALCIER,0,1
ALCIMUS,1,1
ALCIN,0,1
ALCINE,0,2
ALCINO,0,2
ALCO,0,1
ALCOLINE,0,1
ALCON,0,2
ALCOR,0,1
ALCORN,1,1
ALCOTT,0.680277514240081,6
ALCQUIN,1,1
ALCUIN,0,7
ALCURTISS,0,1
ALCUS,0.789685622683095,23
ALCY,0.914078734338459,4
ALCYD,0,1
ALDA,0,1
ALDACE,1,1
ALDAGE,0,2
ALDAN,0,7
ALDANA,0,1
ALDARMAN,0,1
ALDAS,0,2
ALDAY,0,1
ALDE,0,2
ALDEAN,0.881614684543415,17
ALDEE,0.955110903161862,3
ALDEEN,0.841754152205137,3
ALDEGE,0,10
ALDEI,0,2
ALDEMORE,0,1
ALDEN,0.220998753635621,696
ALDEN DJ,0,1
ALDEN LEO,0,1
ALDEN LERO,0,1
ALDEN W,0,1
ALDENE,0.841754152205137,6
ALDEO,0,2
ALDEON,0,2
ALDEORIA,1,1
ALDER,0.414943792599171,16
ALDERBERRY,0,1
ALDERIC,0,12
ALDERICK,0,1
ALDERICO,0,1
ALDERMAN,0,1
ALDERSON,0,4
ALDERWIN,1,1
ALDES,0.680277514240081,6
ALDEWIN,0,2
ALDIE,0.491648295898808,12
ALDIN,0.570782344276171,10
ALDINE,0.65920136435722,26
ALDINO,0,5
ALDIO,0,1
ALDIS,0,16
ALDIVINE,0,1
ALDIVIO,0,1
ALDO,0.0398988134776713,514
ALDO JOHN,0,1
ALDOLFO,,1
ALDOLPH,0,4
ALDON,0.477846363336276,102
ALDONA,0,1
ALDOPHES,1,1
ALDOPHUS,0.955110903161862,3
ALDOR,0,24
ALDORE,0,3
ALDOROUS,0,1
ALDORPH,0,1
ALDORSEY,1,1
ALDOSIE,1,1
ALDOTHA,1,1
ALDOUS,0,3
ALDOVINO,0,1
ALDRAGE,0,1
ALDRED,0.570782344276171,18
ALDRESS,0,1
ALDRETH,0,1
ALDREW,0,2
ALDRIC,0.820123950562855,10
ALDRICE,0,1
ALDRICH,0.503277476015546,46
ALDRICK,0.841754152205137,4
ALDRICT,1,1
ALDRIDGE,0.702745880207841,11
ALDRIS,0,1
ALDRO,0,4
ALDROUS,0,1
ALDROW,0,1
ALDRUN,0,1
ALDUFFY,1,1
ALDUR,0,2
ALDURIE,1,1
ALDUS,0,16
ALDUSE,0,1
ALDUSTUS,1,1
ALDVIN,0,1
ALDWIN,0.841754152205137,16
ALDWYN,0.914078734338459,4
ALDY,0,2
ALDYSIUS,0,1
ALE,0.914078734338459,2
ALEA,1,1
ALEAK,0,1
ALEANDER,0,1
ALEANDRE,0,1
ALEANDRO,0,1
ALEARDO,0,2
ALEASE,1,1
ALEATAR,0,1
ALEC,0.265518425747351,215
ALECIO,0,1
ALECK,0.255497829026493,64
ALECSEI,0,1
ALECTOR,0,1
ALEDA,0,1
ALEDO,0,1
ALEE,0.841754152205137,3
ALEG,0,1
ALEGANDRIN,0,1
ALEHANDRO,0,1
ALEHU,0,1
ALEIDES,,1
ALEIS,0,1
ALEIXO,0,1
ALEJAHDRU,,1
ALEJAND,0,1
ALEJANDCO,,1
ALEJANDO,,1
ALEJANDR,0,3
ALEJANDRA,,1
ALEJANDRE,0,2
ALEJANDRI,0.914078734338459,4
ALEJANDRIN,0.726749121361167,23
ALEJANDRO,0.461771969136671,765
ALEJANRINO,,1
ALEJO,0.194707946572415,101
ALEJOS,0,9
ALEK,0,14
ALEKANDER,0,1
ALEKAS,0,1
ALEKFANDR,0,1
ALEKI,,1
ALEKO,0,1
ALEKS,0,3
ALEKSA,0,2
ALEKSAN,0,1
ALEKSANDAR,0,11
ALEKSANDE,0,6
ALEKSANDER,0,79
ALEKSANDR,0,54
ALEKSANDRA,0,4
ALEKSANDRI,0,3
ALEKSANDRS,0,12
ALEKSAS,0,6
ALEKSEI,0,1
ALEKSEJ,,1
ALEKSEY,0,15
ALEKSI,0,2
ALEKSIE,0,1
ALEKSIS,0,1
ALEKSY,0,5
ALELI,0,1
ALEM EARL,0,1
ALEMANNO,0,1
ALEMANO,0,1
ALEMAR,1,1
ALEMBERT,0,1
ALEMBI,0,1
ALEMPIJE,0,1
ALEMU,1,1
ALEN,0,6
ALENDER,1,1
ALENSON,0,1
ALENZO,0,1
ALEO,0,2
ALEONS,0,1
ALEONSO,0,1
ALER,1,1
ALERD,0,1
ALERIC,0,1
ALERICO,0,2
ALERIO,0,1
ALERN,0,1
ALERSON,0,1
ALERT,0.726749121361167,5
ALES,0,3
ALESANDRO,0,7
ALESCO,0,1
ALESIO,0,8
ALESIUS,,1
ALESKO,0,1
ALESKY,0,1
ALESPEO,0,1
ALESSANDER,0,2
ALESSANDR,0,4
ALESSANDRO,0,51
ALESSIO,0,12
ALESSIO LE,0,1
ALESTAIR,0,1
ALESTON,0,1
ALET,0,1
ALETEE,1,1
ALEWINE,0,1
ALEX,0.580272673590486,4782
ALEX CHARL,0.914078734338459,2
ALEX DEST,0,1
ALEX GEORG,0,1
ALEX JACK,1,1
ALEX K,,1
ALEX T,,1
ALEXA,0,1
ALEXAN,0,3
ALEXANDAR,0,1
ALEXANDE,0.820123950562855,10
ALEXANDEOS,0,1
ALEXANDER,0.498696545698731,7327
ALEXANDERG,0,1
ALEXANDERS,0,3
ALEXANDEZ,0,1
ALEXANDOR,0,1
ALEXANDR,0,4
ALEXANDRA,0,1
ALEXANDRE,0.414943792599171,33
ALEXANDRI,0,1
ALEXANDRIA,0,1
ALEXANDRIN,0,1
ALEXANDRO,0,10
ALEXANDROS,0,15
ALEXANDRS,0,3
ALEXANDRU,0,11
ALEXAS,0,1
ALEXE,0,1
ALEXEI,0,5
ALEXEJ,0,2
ALEXEXANDE,0,1
ALEXEY,0,11
ALEXI,0.914078734338459,2
ALEXIE,0,4
ALEXINE,1,1
ALEXIOS,0,1
ALEXIS,0.394431389672789,107
ALEXIUS,0,12
ALEXLEO,0,1
ALEXNDER,0,1
ALEXON,0,1
ALEXP,0,1
ALEXSANDER,0,2
ALEXTON,1,1
ALEXY,0,1
ALEY,0,4
ALEZANDER,0,3
ALF,0.476953735638842,190
ALF B,0,1
ALF HB,0,1
ALF SPENCE,0,1
ALFA,0.680277514240081,6
ALFADO,1,1
ALFANCIS,0,1
ALFANO,,1
ALFANZO,0,1
ALFAONSO,,1
ALFARD,0,4
ALFARO,0,4
ALFAS,0,1
ALFATE,1,1
ALFE,0,1
ALFED,0,1
ALFEDGE,0,1
ALFEDO,0,1
ALFEN,0,1
ALFEO,0,6
ALFER,1,1
ALFERD,0.450051155560301,14
ALFERIO,0,1
ALFERO,0,1
ALFERT,0,1
ALFF,1,1
ALFHILD,0,1
ALFI,0,1
ALFICE,0.841754152205137,3
ALFIE,0,10
ALFIELD,1,2
ALFIERE,0,1
ALFIERI,0,3
ALFIERO,0,5
ALFIN,0,1
ALFINO,0,1
ALFIO,0,63
ALFIRIO,0,2
ALFIS,0,3
ALFO,0,3
ALFON,0,4
ALFONCA,1,1
ALFONCE,0.603142257505481,8
ALFONDER,,1
ALFONES,0,2
ALFONIE,1,1
ALFONLER,1,1
ALFONS,0,170
ALFONS C,0,1
ALFONSA,0.914078734338459,2
ALFONSAS,0,31
ALFONSE,0.166300563125234,164
ALFONSE  J,0,1
ALFONSINO,0,3
ALFONSO,0.576365716571629,1628
ALFONSON,0.780035465436136,5
ALFONSOS,0,1
ALFONSS,0,1
ALFONSUS,0,1
ALFONZ,0,2
ALFONZA,0.987622110504333,17
ALFONZE,0,1
ALFONZIA,1,3
ALFONZIE,1,4
ALFONZIO,0,1
ALFONZO,0.952935830512214,92
ALFONZO RO,0,1
ALFONZP,1,1
ALFONZY,0.914078734338459,2
ALFORD,0.65854321002441,203
ALFORDO,1,1
ALFORED,0,1
ALFORN,1,1
ALFORNIA,1,2
ALFORNIE,1,1
ALFORNSO,,1
ALFORONZA,1,1
ALFORT,1,1
ALFOSTER,1,1
ALFOUNCE,0,1
ALFOUNSE,0,1
ALFOURN,1,1
ALFOUS,0,1
ALFR,0.603142257505481,16
ALFRADO,1,1
ALFRD,0.914078734338459,2
ALFREAD,0,1
ALFRED,0.441462342202143,19957
ALFRED A,0.780035465436136,5
ALFRED B,0,1
ALFRED BER,0,1
ALFRED BRU,0,1
ALFRED CHA,0,1
ALFRED D,0,2
ALFRED DEA,0,1
ALFRED DEN,0,1
ALFRED EAR,0,2
ALFRED F,0,1
ALFRED FW,0,1
ALFRED GLE,0,1
ALFRED H,,1
ALFRED H S,0,1
ALFRED HEN,0,1
ALFRED J,0,2
ALFRED JAC,0,1
ALFRED JL,0,1
ALFRED JOH,0,1
ALFRED JW,0,1
ALFRED K,,3
ALFRED LEE,0.841754152205137,3
ALFRED LER,0,2
ALFRED LOR,0,1
ALFRED M,0,1
ALFRED NAT,0,1
ALFRED O,0,1
ALFRED R,0,2
ALFRED S,,1
ALFRED T,,1
ALFRED V,0,1
ALFRED W,,1
ALFRED WAL,0,1
ALFRED WIL,0,1
ALFREDA,0.914078734338459,2
ALFREDAS,0,1
ALFREDDI,1,1
ALFREDDIE,1,1
ALFREDE,0,1
ALFREDO,0.325950701392799,1220
ALFREDO DE,0,2
ALFREDO GA,0,1
ALFREDO MO,0,1
ALFREDS,0,10
ALFRESTUS,0,1
ALFRETTA,0,1
ALFREY,0,1
ALFRICE,0.914078734338459,2
ALFRIDES,1,1
ALFRIE,0,1
ALFRIED,0,3
ALFRITS,,1
ALFROD,1,1
ALFROM,1,1
ALFRONIA,1,1
ALFS,0,2
ALFTON,0,1
ALFUNSO,1,1
ALFUNZO,1,1
ALFUS,0,2
ALFY,0,2
ALGA,0.780035465436136,8
ALGAE,0,1
ALGAN,1,1
ALGAR,0,3
ALGARD,0,3
ALGARE,0,1
ALGAY,0,2
ALGE,0.780035465436136,4
ALGEARD,0,1
ALGEMIRO,0,1
ALGEN,0,1
ALGENE,0.639391919466739,7
ALGENON,1,1
ALGEO,0,3
ALGER,0.393458873984871,87
ALGERD,0,11
ALGERD JOH,0,1
ALGERDA,0,1
ALGERDAS,0,2
ALGEREE,0,1
ALGERENE,0,1
ALGERI,0,1
ALGERIA,1,1
ALGERINO,0,2
ALGERIS,1,1
ALGERMON,1,1
ALGERN,0,2
ALGERNON,0.85300283189722,34
ALGERO,1,1
ALGERON,0,1
ALGERT,0,11
ALGHA,0,1
ALGIA,0.876426880904887,5
ALGIE,0.877933672603252,121
