fname,bni,name_freq
GESILUS,1,1
GESMA,1,1
GESMOND,0,1
GESNER,1,2
GESON,0,1
GESSEI,0,1
GESSEL,0,2
GESSERY,1,1
GESSLER,0.914078734338459,2
GESTER,0,1
GESTERS,1,1
GESTO,0,2
GESTON,0,1
GESUALDO,0,5
GESUELE,0,1
GESUENO,0,1
GET,,1
GET YUEN,,1
GETA,0,2
GETE,0,1
GETER,0.841754152205137,12
GETHIE,0,1
GETHIN,0,2
GETHREL,0,1
GETHRO,0.841754152205137,3
GETHRON,0,1
GETHSEMANE,1,1
GETHUS,1,1
GETMA,0,1
GETRAL,1,1
GETRUDES,0,2
GETSEL,0,2
GETSON,0,1
GETSYA,0,1
GETTA,0,1
GETTES,0.914078734338459,2
GETTIE,0,1
GETTIS,0.680277514240081,12
GETTO,0,1
GETTRELL,1,1
GETTUS,0,1
GETTY,0,5
GETTYS,0.809720428292159,7
GETULIO,0,4
GETYS,0,1
GEURSON,0,1
GEVARGIS,0,1
GEVARGIZ,0,1
GEVOND,0,1
GEVORG,0,5
GEVORGIZ,,1
GEVORK,0,19
GEWARGIS,0,2
GEWIN,0,1
GEY,,1
GEYER,0,1
GEYNAKH,0,2
GEYNOKH,0,2
GEZA,0,105
GEZNER,0,1
GGEGORIO,,1
GGEORGE,0,1
GH,0,2
GHADIR,0,1
GHAFAR,0,2
GHALE,0,1
GHALI,0,1
GHALYOUM,0,1
GHANISHAN,,1
GHANSHAM,,1
GHANSHYAM,,1
GHARAHPET,0,1
GHARAPET,0,3
GHAREHBIK,0,1
GHARL,0,1
GHARNEY,0,1
GHARON,0,1
GHASEM,0,1
GHASI,,1
GHASSEM,0,2
GHASSEMALI,,1
GHATTAS,,1
GHAZAL,0,1
GHEEN,0,1
GHENT,0,2
GHEO,0,1
GHEORGE,0,3
GHEORGHE,0,34
GHERAL,0,1
GHERALD,0,3
GHERARD,0,1
GHERASSIMO,0,1
GHERMAN,0,1
GHERN,0,1
GHEROGHE,0,3
GHERS,0,1
GHERY,0,1
GHEVONT,0,2
GHIASUDDIN,,1
GHILBERT,1,1
GHILES,0,1
GHISIAWAN,,1
GHLYN,0,1
GHODRAT,,1
GHODRATOLL,0,2
GHOLAM,0,8
GHOLAMALI,0,6
GHOLAMHASS,,1
GHOLAMHOSS,0,2
GHOLAMREZA,0,5
GHOLANA,0,1
GHOLSON,0,1
GHOLSTEN,0,1
GHOMER,0,1
GHONZELEE,0,1
GHORBANALI,0,2
GHORDIS,0,1
GHORLEY,0,1
GHORMLEY,0,1
GHOROM,1,1
GHOULIE,0,1
GHOUSUDDIN,,1
GHROOM,1,1
GHULAM,0,21
GHULAM HUS,,1
GHULAMALI,,1
GHURNIE LE,0,1
GHUSTE,0,1
GHUYRAINE,0,1
GI,,5
GI GU,,1
GI SAY,,1
GI XAY,,1
GI-YOUNG,,1
GIA,,8
GIA BAI,,1
GIA CONG,,1
GIA GIANG,,1
GIA HUNG,,1
GIA TRAC,,1
GIAC,,3
GIACAMO,0,1
GIACENTO,0,1
GIACINO,0,1
GIACINTO,0,19
GIACOMA,0,3
GIACOMINO,0,6
GIACOMO,0,147
GIACONDINO,0,1
GIAI,,11
GIAI THO,,1
GIAI VAN,,1
GIAL,0,1
GIAM,0,5
GIAMBATTIS,0,5
GIAMMARIA,0,1
GIAMPIERO,0,1
GIAN,0,12
GIANCINTO,0,1
GIANETTO,0,1
GIANFRANC,0,1
GIANG,,9
GIANG BANG,,1
GIANG CAM,,1
GIANG CAN,,1
GIANG VAN,,1
GIANNI,0,2
GIANNICOLA,0,1
GIANT,1,1
GIANUARIO,0,1
GIAO,,8
GIAO VAN,,2
GIAP,,6
GIAU,,1
GIB,0,3
GIBB,0.914078734338459,4
GIBBER,0,1
GIBBIE,0.841754152205137,3
GIBBON,0,2
GIBBONS,0.726749121361167,5
GIBBS,0.780035465436136,12
GIBEON,1,1
GIBERT,0,2
GIBFORD,0,1
GIBLERT,0,2
GIBS,0,1
GIBSON,0.446275330905937,72
GICHI,,1
GICK,1,2
GICLIO,1,1
GID,0.787250767463223,32
GIDAL,0,2
GIDALE,0,1
GIDALYA,0,1
GIDD,0.780035465436136,4
GIDDES,1,1
GIDEO,0,2
GIDEON,0.59195548991571,128
GIDEON CAL,0,1
GIDIO,0,1
GIDMAN,0,1
GIDO,0,3
GIDVANNI,0,1
GIE,1,3
GIEKO,0,1
GIEN VAN,,1
GIER,0,1
GIEREMIA,0,1
GIERMAN,0,1
GIERSZ,0,1
GIFF,0,1
GIFFEN,0,1
GIFFORD,0.312544407130356,122
GIFFREY,0,1
GIFORD,0,1
GIFREDO,,1
GIFT,0,1
GIG,0,1
GIGINO,0,1
GIGLIO,0,3
GIICHI,,4
GIICHIRO,,1
GIINTHER,0,1
GIJSBERT,0,1
GIL,0.338392136799937,149
GIL AUGUST,0,1
GIL JULIO,0,1
GIL MENDIO,,1
GIL SOO,,1
GIL UVALDO,0,1
GIL VICENT,,1
GILARAMO,0,1
GILARDO,0,3
GILAS,0,1
GILB,0,3
GILBARDO,0,1
GILBEART,0,1
GILBEERT,0,1
GILBER,0,2
GILBERN,0,1
GILBERT,0.386278921383562,6406
GILBERT A,,1
GILBERT DA,0,1
GILBERT GI,0,1
GILBERT LE,0,1
GILBERT RE,0,1
GILBERTJ,0,1
GILBERTO,0.33625302482638,511
GILBERTO R,0,1
GILBERTO S,0,1
GILBET,0,1
GILBRIDE,0,1
GILBRT,,1
GILBY,0,1
GILCHRIST,0,2
GILCIN,0,1
GILCRESS,1,1
GILCY,0,1
GILDARDO,0,15
GILDAS,0,1
GILDAY,0,1
GILDE,0,1
GILDEA,0,1
GILDER,0.914078734338459,4
GILDIE,0,1
GILDO,0,42
GILE,0,5
GILEAD,0,1
GILEL,0,1
GILENO,,1
GILEO,0,1
GILER,0,2
GILES,0.522027777907469,291
GILES EDWI,0,1
GILESMS,0,1
GILF,0,1
GILFERD,0,3
GILFFORD,0,1
GILFORD,0.450051155560301,86
GILFORT,1,1
GILFRED,0.726749121361167,10
GILFREDO,0,2
GILGUDELIO,,1
GILHART,0,1
GILICE,0,1
GILINDO,0,1
GILIO,0,2
GILISEPPE,0,1
GILL,0.68909021975905,32
GILLAM,0,1
GILLARD,0.603142257505481,8
GILLEN,0,2
GILLER,0,1
GILLERMO,0.841754152205137,4
GILLES,0.469931002626519,13
GILLES JA,0,1
GILLESPIE,0.955110903161862,3
GILLET,1,1
GILLETT,0,3
GILLETTE,0.780035465436136,8
GILLEY,0.914078734338459,2
GILLFERD,0,1
GILLIAM,0.841754152205137,21
GILLIAN,0,3
GILLIARD,1,2
GILLIE,0.900018600291912,25
GILLIES,0,1
GILLIOUS,0,1
GILLIS,0.59829657124818,57
GILLMAN,0,4
GILLMER,1,1
GILLO,0,1
GILLOE,1,1
GILLOM,0,1
GILLON,0.680277514240081,6
GILLOUS,0,1
GILLS,1,1
GILLSEPPE,0,1
GILLUM,0,2
GILLUS,0,1
GILLY,0,4
GILMA,0,2
GILMAN,0.0808164574183601,123
GILMAR,0,1
GILMEN,0,2
GILMER,0.246613741948779,134
GILMON,0,3
GILMOND,1,1
GILMOR,0,2
GILMORE,0.697625581977833,103
GILMOUR,0,2
GILMUS,0,1
GILO,0,1
GILON,1,1
GILPIN,0.726749121361167,5
GILREANO,0,1
GILROY,0,6
GILSON,0.399366983741254,17
GILTNER,0,5
GILTON,0,3
GILVAN,0,1
GILVEN,0,2
GILVIE,0,1
GILVIN,0,1
GILVO,0,1
GILY,0.914078734338459,2
GILYA,0,1
GIM,0,18
GIM CHEW,,1
GIM DONG,,1
GIM FOON,,1
GIM HAN,,1
GIM HONG,,1
GIM HOW,,1
GIM JIN,,1
GIM POY,,1
GIM SING,,1
GIM SOON,,1
GIM WAH,,1
GIM WEI,,1
GIMPEL,0,1
GIMTOON,,1
GIN,,8
GIN FU,,1
GIN HONG,,1
GIN KUIE,,1
GIN MOON,,1
GIN NING,,1
GIN SU,,1
GIN TAO,,1
GIN YAU,,1
GIN YU,,1
GINADASA,,1
GINATH,0,1
GINEFRICO,0,1
GINES,0,3
GINESIO,0,2
GINEVRO,0,1
GING,,1
GING PO,,1
GING SEN,,1
GING SHUNG,,1
GING SING,,1
GINGEL,0,1
GINJI,,1
GINJIRO,,1
GINNER,0,1
GINO,0,247
GINO J,0,1
GINORIO,,1
GINSHAN,,1
GINTER,0,1
GINUS,0,1
GINZO,,1
GIO,0,1
GIOACCHIN,0,3
GIOACCHINO,0,30
GIOACCINO,0,1
GIOACHINO,0,4
GIOBATTA,0,2
GIOBEL,0,1
GIOCCHINO,0,4
GIOCOMO,0,1
GIOCONDIN,0,1
GIOCONDINO,0,2
GIOCONDO,0,4
GIODP,0,1
GIOI,,3
GIOLDANO,0,1
GION,0,2
GIONANNI,0,1
GIONG,,2
GIORA,0,1
GIORDANO,0,7
GIORGE,0,1
GIORGIO,0,21
GIORGIOS,0,2
GIORGOS,0,1
GIORLANDO,0,2
GIOSAFATTE,0,2
GIOSE,0,1
GIOSUE,0,7
GIOV,0,1
GIOVACCHIN,0,2
GIOVAN,0,5
GIOVANI,0,4
GIOVANINO,0,1
GIOVANN,0,1
GIOVANNI,0,542
GIOVANNIA,0,1
GIOVANNINO,0,5
GIOVANNO,0,2
GIOVANNY,0,1
GIOVONNE,0,1
GIP,0.726749121361167,5
GIPSEY,0,1
GIPSON,0.858740670382717,11
GIRACHIYA,0,1
GIRAGOS,0,3
GIRALDO,0,6
GIRARD,0.130312954649266,74
GIRARDIN,0.914078734338459,2
GIRARDO,0,2
GIRARG,0,1
GIRAUD,1,1
GIRDEN,0,3
GIRDHAR,,1
GIRDHARBHA,,1
GIRDHARI,,1
GIRDHARIDA,,1
GIRDHARLAL,,2
GIRDIA,0,1
GIRDIE,1,1
GIRDLEY,0,1
GIRDON,0,1
GIRDWOOD,0,2
GIRDY,1,1
GIRGIS,0,3
GIRGOR,0,2
GIRIBALDO,0,1
GIRIE,1,1
GIRIRAJU,,1
GIRJ,,1
GIRLAND,0.841754152205137,3
GIRLARD,0,1
GIRLEY,0,1
GIRLIE,0.809720428292159,7
GIRNEY,0,1
GIRO,0,24
GIROD,0,1
GIROLAMO,0,30
GIROLANO,0,3
GIROLOMO,0,5
GIROONI,,1
GIROUD,1,1
GIRRO,0,1
GIRSH,0,13
GIRSHA,0,4
GIRSHIN,0,1
GIRTEN,0,1
GIRTH,0,1
GIRTHA,1,1
GIRTHAL,0,1
GIRTHIE,0,1
GIRTIE,0.914078734338459,2
GIRTIS,1,2
GIRTON,0,1
GIRVAN,0.914078734338459,2
GIRVEN,0,1
GIRVES,1,2
GIRVICE,0,1
GIRVIN,0,1
GIRVIOUS,1,1
GIRVIS,0,1
GISBERT,0,2
GISBERTO,0,2
GISELDO,0,1
GISELL,0,1
GISLI,0,2
GISMONDO,0,1
GIST,0.914078734338459,2
GISTO,0,1
GIT,,2
GITHON,0,1
GIUACCHINO,0,1
GIUANTO,0,1
GIUDO,0,1
GIUFFRIDO,0,1
GIULIANO,0,6
GIULIO,0,63
GIUS,0,1
GIUSEPE,0,1
GIUSEPPAN,0,1
GIUSEPPE,0,841
GIUSEPPI,0,8
GIUSEPPINO,0,1
GIUSPPE,0,1
GIUSSEPPE,0,4
GIUSTINO,0,7
GIUSTO,0,6
GIVANS,1,1
GIVE,0,1
GIVEN,0,4
GIVENS,0.841754152205137,3
GIVERN,0,1
GIVES,0,1
GIVI,0,1
GIVINS,0,1
GIWORK,0,1
GJ,0,1
GJACK,0,1
GJEK,0,1
GJELOSH,0,1
GJERGJ,0,1
GJERSOE,0,1
GJETO,0,2
GKENNETH,0,1
GLACE,0,2
GLACIAL,0,1
GLACIER,1,1
GLAD,0,2
GLADDEN,0,5
GLADDENOUS,0,1
GLADDIN,0,1
GLADE,0.20210586696411,43
GLADEN,0,5
GLADESTON,0,1
GLADESTONE,1,1
GLADFORD,0,1
GLADIAN,1,1
GLADICE,0,1
GLADIE,0,1
GLADIES,0.969619348776312,4
GLADIOR,,1
GLADIS,1,2
GLADISH,0,1
GLADISON,0,1
GLADIST,0,1
GLADNEY,0.809720428292159,7
GLADO,0,1
GLADSBY,0,1
GLADSON,1,1
GLADSTON,0.914078734338459,7
GLADSTONE,0.940280938104745,63
GLADU,0,3
GLADUE,0,2
GLADUES,1,1
GLADUS,0,2
GLADUTH,0,1
GLADWELL,1,1
GLADWIN,0.528268211177133,21
GLADWYN,0,8
GLADY,0.726749121361167,5
GLADYN,0,1
GLADYS,0.888628052027606,28
GLADYSON,1,1
GLAE,0,1
GLAHN,0,1
GLAIN,0,1
GLAIR,0,1
GLAIRD,0,1
GLAISTER,1,1
GLAIZE,0,1
GLANCE,0.914078734338459,2
GLANCEY,1,1
GLANCY,0,3
GLANDERS,1,1
GLANDING,0,1
GLANDION,1,1
GLANE,0,1
GLANESS,0,1
GLANIS,0,1
GLANNDON,0,1
GLANNIN,0,1
GLANNIS,0,1
GLANTON,0,1
GLANVILLE,1,1
GLANZY,1,1
GLARENCE,1,1
GLARENORO,0,1
GLARICE,0,1
GLARIS,1,1
GLASCO,0.991527160293171,12
GLASFORD,0.914078734338459,2
GLASGOW,0.841754152205137,6
GLASKER,1,1
GLASKOR,1,1
GLASON,0,1
GLASPAR,1,1
GLASPER,1,2
GLASPIE,0,1
GLASPY,0,2
GLASSELL,0,3
GLASSO,1,1
GLASTER,1,3
GLASTON,0.841754152205137,6
GLATES,0,1
GLATTICE,0,1
GLATTIE,1,1
GLAUCUS,0,2
GLAUD,0.914078734338459,2
GLAVIS,0,2
GLAWE,0,1
GLAY,0,1
GLAYDE,0,1
GLAYDEN,0,2
GLAYSON,0,1
GLAYTON,0,1
GLAZE,0,2
GLAZIE,1,1
GLBERT,0,1
GLEA,0,4
GLEAFORD,0,2
GLEAMER,0,3
GLEAMIOUS,0,1
GLEAMON,0,1
GLEAMOS,0,1
GLEASE,0,1
GLEASON,0.503277476015546,46
GLEATE,0,1
GLEB,0,6
GLECEN,0,1
GLECERIO,,1
GLEDFORD,0,1
GLEDYS,0,2
GLEE,0,14
GLEECE,0.914078734338459,2
GLEED,0,4
GLEEMAN,0,1
GLEEN,0,2
GLEEON,0,1
GLEESON,0,2
GLEIG,0,1
GLEIM,0,1
GLEMET,0,1
GLEMMER,1,1
GLEN,0.101953057288463,5223
GLEN DEE,0,1
GLEN EDWAR,0,1
GLEN ERNES,0,1
GLEN G,,1
GLEN K,0,1
GLEN KAY,0,1
GLEN LEE,0,1
GLEN LEO,0,1
GLEN LEROY,0,1
GLEN OWEN,0,1
GLEN ROBER,0,1
GLEN VOGEL,0,1
GLEN(,0,1
GLENAND,0,1
GLENARA,0,1
GLENARD,0.290365167324598,27
GLENARDEN,0,1
GLENARVON,0.914078734338459,2
GLENAVION,0,1
GLENBER,0,1
GLENCO,0,1
GLENCOE,0,1
GLENDA,0,5
GLENDAH,1,1
GLENDAL,0,3
GLENDALE,0,20
GLENDALL,0,2
GLENDARELL,0,1
GLENDEAL,0,1
GLENDEAN,0,1
GLENDEE,1,1
GLENDEL,0,6
GLENDELL,0.726749121361167,10
GLENDEN,0,13
GLENDENE,0,1
GLENDER,0,1
GLENDIE,0,1
GLENDILL,0,1
GLENDIN,0,2
GLENDIS,0,1
GLENDLE,0,5
GLENDO,0,3
GLENDOL,0,1
GLENDON,0.0488817889214057,208
GLENDOR,0,3
GLENDYE,0,1
GLENDYN,0,2
GLENES,0,1
GLENETH,0,2
GLENFERD,0,1
GLENFIELD,0.955110903161862,3
GLENFORD,0,36
GLENHART,0,1
GLENHAYDEN,0,1
GLENHORD,1,1
GLENICE,1,1
GLENIS,0,4
GLENISTER,0,2
GLENITH,0,1
GLENIVAN,0,1
GLENLYN,0,1
GLENMER,0,1
GLENMORE,0.371476827797475,19
GLENN,0.0945396792922693,8574
GLENN ALLE,0,1
GLENN BYRO,0,1
GLENN CARL,0,1
GLENN DEE,0,1
GLENN DOUG,0,1
GLENN EDWA,0,1
GLENN ELME,0,1
GLENN EVAN,0,1
GLENN HARV,0,1
GLENN HILL,0,1
GLENN HOWA,0,1
GLENN J,0,1
GLENN JOEL,0,1
GLENN LERO,0,1
GLENN MANL,0,1
GLENN O,0,1
GLENN P,,1
GLENN ROBE,0,2
GLENN WILL,0,1
GLENNA,0,4
GLENNALAN,0,1
GLENNARD,0,4
GLENNDON,0,1
GLENNE,0,1
GLENNEN,0,1
GLENNETH,0,2
GLENNEY,0,1
GLENNIAL,0,1
GLENNIE,0.894856924454675,27
GLENNIS,0.316260908503982,24
GLENNM,0,1
GLENNON,0.268389206233371,60
GLENNUS,0,2
GLENNY,0.914078734338459,2
GLENNYS,0,1
GLENON,0,1
GLENOS,0,1
GLENOYD,0,1
GLENROY,0,11
GLENSEL,0,1
GLENSON,0,1
GLENTIS,1,1
GLENTON,0.726749121361167,5
GLENTWORTH,0,1
GLENUAL,0,1
GLENVA,0,1
GLENVIL,0,3
GLENVILLE,0.639391919466739,14
GLENVIN,1,1
GLENVOL,0,1
GLENVY,1,1
GLENWARD,0,3
GLENWAY,0,5
GLENWEYE,0,1
GLENWIN,0,2
GLENWOOD,0.42396351946367,171
GLENWOODE,0,2
GLENWORTH,1,1
GLENYS,0,2
GLENZINE,1,1
GLENZON,1,1
GLEO,0.914078734338459,2
GLEON,0,3
GLEOWEN,0,1
GLERI,0,1
GLESNER,0,1
GLESPIE,0,1
GLESSNER,0.726749121361167,5
GLESSNOR,0,1
GLESTER,0,1
GLESTON,0,1
GLETHER,0,1
GLEVE,0,1
GLEY,0,2
GLIBERT,0,1
GLICERIO,0,21
GLIDDEN,0,5
GLIDDIS,0,1
GLIDE,0,1
GLIDELL,0,1
GLIDEWELL,0,1
GLIDWELL,0,1
GLIDY,0,1
GLIGOR,0,3
GLIMMERT,1,1
GLIN,0.841754152205137,3
GLINARD,0,1
GLINDELL,0,1
GLINE,0,1
GLINFORD,0,1
GLINN,0,2
GLINO,1,1
GLINSTON,0,1
GLINT,1,1
GLINTLING,1,1
GLINWOOD,0,1
GLIS,0,1
GLISE,0,1
GLISPIE,0,1
GLISSON,0,2
GLIST,1,1
GLISTRUP,0,1
GLOBE,0,1
GLOE,0,1
GLOID,0,1
GLOIS,0,1
GLOMAN,0,1
GLOMER,0,1
GLOMON,0,1
GLON,0,1
GLONE,0,1
GLOOM,1,1
GLOOMER,0,2
GLORIA,0,1
GLORIAL,0,1
GLORIO,0,2
GLORIS,0,2
GLORRIS,1,1
GLORY,0,1
GLOSKEY,1,1
GLOSS,1,2
GLOSSES,0,1
GLOSSIE,1,1
GLOSSON,0,1
GLOSTER,0.941030237344602,5
GLOUID,0,1
GLOVANNINO,0,1
GLOVER,0.902281427047937,100
GLOVIA,0,1
GLOVIE,1,1
GLOVIS,0,2
GLOW,0,2
GLOWELL,0,1
GLOWER,0.914078734338459,2
GLOWVER,1,1
GLOY,0,5
GLOYCE,0,1
GLOYD,0,12
GLOZER,1,1
GLY,0,2
GLYDE,0,3
GLYDELL,0,1
GLYDEN,0,1
GLYN,0,70
GLYN ED,0,1
GLYNDEL,0,1
GLYNDELL,0,1
GLYNDER,0,1
GLYNDON,0,14
GLYNDUR,0,1
GLYNDWR,0,2
GLYNICE,0,1
GLYNIS,0,1
GLYNN,0.371476827797475,152
GLYNNE,0,1
GLYNNIS,1,1
GLYNON,0,1
GLYNT,0,1
GLYNTON,0,2
GMARDE,0,1
GNIA LU,,1
GNILMAR,0,1
GNOT,,1
GO,,1
GOABLE,0,1
GOAN,,1
GOAR,0,1
GOBBONS,0,1
GOBE,0,1
GOBEL,0,4
GOBER,0,4
GOBERNADOR,0,1
GOBIE,1,1
GOBLE,0,11
GOBRAN,0,1
GOCHUEN,,1
GOCK,,1
GOCK YING,,1
GOD,1,1
GODBERG,0,1
GODDY,0,1
GODE,0,1
GODEFRIDUS,,1
GODEL,0,3
GODFRE,0,1
GODFRED,0,12
GODFREDO,0,3
GODFREY,0.673650400986647,250
GODFREY RO,0,1
GODFREYD,0,1
GODFRIED,0.726749121361167,5
GODFRY,0,1
GODGREY,0,1
GODHIELF,0,1
GODNEY,1,1
GODO,,1
GODOFRED,,1
GODOFREDO,0.431785026604345,54
GODREY,0,1
GODRICK,,1
GODSON,1,2
GODTFRED,0,3
GODTHARD,0,1
GODWALL,0,1
GODWIN,0.914078734338459,6
GODY,1,1
GOEBEL,0,12
GOEGE,0,1
GOEN,0,1
GOERGE,0.536256716657676,51
GOESTA,0,1
GOETHAL,0,1
GOETHE,0,1
GOEY,,2
GOFF,0,4
GOFFARY,0,1
GOFFIE,1,1
GOFFREDO,0,6
GOFFREY,0,6
GOFFREY L,0,1
GOFFRIE,0,1
GOFNER,0,1
GOFREY,,1
GOGILL,1,1
GOH JONG,,1
GOHAR,,1
GOICHI,,4
GOIN,0,2
GOINES,1,3
GOJKO,0,4
GOK CHEW,,1
GOK SHING,,1
GOKALBHAI,,1
GOLA,0.780035465436136,8
GOLAN,0.914078734338459,2
GOLAND,0,1
GOLBERN,0,1
GOLBERT,0,1
GOLBRICK,1,1
GOLBURN,0,2
GOLD,0.969619348776312,9
GOLDA,0,4
GOLDBOURNE,1,1
GOLDBURN,1,1
GOLDEN,0.769998583654308,188
GOLDER,0,6
GOLDIA,0,1
GOLDIE,0.761425834406131,39
GOLDIN,0,1
GOLDMAN,0.789685622683095,23
GOLDMON,0.914078734338459,2
GOLDON,0,1
GOLDRING,1,1
GOLDSBERRY,1,1
GOLDSBORO,1,1
GOLDSBOROU,1,1
GOLDSBURY,1,1
GOLDSBY,1,2
GOLDSMITH,0,1
GOLDSON,0,1
GOLDSTEIN,1,2
GOLDWIN,0,1
GOLDWYN,0.841754152205137,3
GOLDY,0,1
GOLDZY,1,1
GOLESTAN,0,1
GOLETH,0,1
GOLEY,0,3
GOLFORD,0,1
GOLFREDO,0,1
GOLGOTHA,1,1
GOLIARDO,0,2
GOLIE,0.914078734338459,10
GOLLEY,1,1
GOLLIE,0.914078734338459,4
GOLMAN,0,1
GOLMER,0,1
GOLMON,0,1
GOLPHE,0,1
GOLPHIN,0,1
GOLY,0,1
GOLZIE,0,1
GOMALIE,,1
GOMAR,0,1
GOMECINDO,0,4
GOMELIA,1,1
GOMER,0.249505651629452,66
GOMERRAY,0,1
GOMERSIND,,1
GOMERSINDO,,1
GOMERY,0,1
GOMES,,1
GOMEZ,0,2
GOMEZJ,,1
GOMICINDO,,1
GOMIDAS,0,2
GOMIE,0,1
GOMIEN,0,1
GOMILYOU,0,1
GOMISINDO,,1
GON,,1
GONARD,0,1
GONAZLO,0,1
GONCALO,0,1
GONDEL,0,1
GONDOLFO,0,2
GONEATHIOU,1,1
GONEWAY,1,1
GONEZ,0,1
GONG,,12
GONG BI,,1
GONG BOCK,,1
GONG GAN,,1
GONG LEE,,1
GONG LUAN,,1
GONG SING,,1
GONG SUN,,1
GONG XING,,1
GONNIE,1,4
GONSALO,,1
GONSALVES,,1
GONSLEE,0,1
GONTRAM,,1
GONZA,1,2
GONZALA,,1
GONZALES,0.914078734338459,2
GONZALEZ,1,1
GONZALO,0.0944486688042106,324
GONZALOFEL,1,1
GONZELLA,1,1
GONZELO,0,1
GONZIE,0.914078734338459,4
GONZLO,1,1
GOO,,1
GOOCH,0,2
GOODARD,0,1
GOODE,0.726749121361167,5
GOODELL,0,1
GOODEN,0,2
GOODFREDO,,1
GOODHARDT,0,1
GOODHART,0,1
GOODIE,0,1
GOODING,0,1
GOODLAW,,1
GOODLETT,1,1
GOODLETTE,0,2
GOODLOE,0.603142257505481,8
GOODLOW,0.780035465436136,4
GOODLOWE,0,1
GOODMAN,0.855288741404432,14
GOODNOW,0,1
GOODRICH,0.955110903161862,3
GOODSEL,0.914078734338459,2
GOODSELL,0.841754152205137,3
GOODSILL,1,1
GOODSON,0.955110903161862,3
GOODWILL,1,2
GOODWIN,0.404427663056253,51
GOODWYN,0,3
GOODY,,1
GOODYEAR,0,1
GOOLIE,0,1
GOON,,6
GOON JOE,,1
GOON SIM,,1
GOON WHAI,,1
GOONHONG,,1
GOORGEN,,2
GOORKEN,0,1
GOPAL,,8
GOPALBHAI,,2
GOPALDAS,,2
GOPALIER,,1
GOPINATH,,1
GOPOLA,,1
GOR SON,,1
GORA,0,1
GORAL,0,1
GORAM,0,1
GORD,0,2
GORDAN,0,18
GORDEAN,0,1
GORDEL,0,1
GORDEN,0,49
GORDES,0,1
GORDHAMBHA,,1
GORDHAN,,4
GORDHANBHA,,11
GORDHANDAS,,1
GORDIA,0,2
GORDIAN,0,4
GORDIE,0.702745880207841,11
GORDIN,0,1
GORDIS,0,1
GORDOLFO,0,1
GORDOM,0,1
GORDON,0.139804622094601,8609
GORDON DUD,0,1
GORDON EAR,0,1
GORDON F,0,1
GORDON H,0,1
GORDON J,0,1
GORDON KEN,0,1
GORDON LEE,0,3
GORDON LES,0,1
GORDON NEI,0,1
GORDON NV,0,1
GORDON P,,2
GORDON THO,0,1
GORDON W,0,4
GORDONER,0,1
GORDUS,0,1
GORDY,0.794600798333596,15
GORE,0,2
GOREA,0,1
GOREE,0.987622110504333,17
GORFON,0,1
GORGAS,0,1
GORGE,0,2
GORGEES,0,1
GORGEN,0,1
GORGEZ,0,1
GORGI,0,1
GORGINIO,0,1
GORGIS,0,4
GORGON,0,1
GORGONIO,0,20
GORHAM,0,12
GORI,0,3
GORIA,1,1
GORIANTINO,0,1
GORIN,0,1
GORIS,0,1
GORISH,0,1
GORKIS,0,1
GORLAN,0,1
GORMAN,0.218726906531601,79
GORMON,0,1
GORN,,1
GORNETT,1,1
GORO,0,19
GORODN,0,1
GOROGE,,1
GOROKICHI,,1
GORRELL,0,4
GORRILL,0,1
GORRIS,0,2
GORROLD,1,1
GORTH,0,1
GORTHUM,0,1
GORTON,0,5
GORUM,1,1
GORWAN,0,1
GORWYN,0,1
GORY,0,7
GORYO,0,1
GOSEN,0,1
GOSHTASB,0,2
GOSLYN,1,2
GOSPEL,1,1
GOSPERT,0,1
GOSSIE,0.914078734338459,2
GOST,0,1
GOSTA,0,24
GOSTON,0.841754152205137,3
GOSUKE,,1
GOT,,1
GOTARDO,0,1
GOTCHAL,0,1
GOTE,0,2
GOTFRED,0,8
GOTFREY,0,1
GOTFRYD,0,1
GOTFRYDA,0,1
GOTHA,0,1
GOTHARD,0,6
GOTHARDT,0,1
GOTHE,0,1
GOTHEL,0,1
GOTHER,0,1
GOTHERIE,1,1
GOTHFRED,0,1
GOTHILF,0,1
GOTHRON,0,1
GOTLEIB,0,1
GOTLIB,0,1
GOTLIEB,0,2
GOTTFERD,0,1
GOTTFRED,0,10
GOTTFREID,0,1
GOTTFRID,0,4
GOTTFRIED,0,63
GOTTHARD,0,1
GOTTHARDT,0,1
GOTTHELF,0,2
GOTTHIELF,0,1
GOTTHILF,0,11
GOTTHOLD,0,7
GOTTLEAB,0,1
GOTTLEIB,0,2
GOTTLIBE,0,1
GOTTLIE,0,1
GOTTLIEB,0,96
GOTTLIEB O,0,1
GOTTLOB,0,8
GOTTRELL,1,1
GOTTWALD,0,1
GOTVALD,0,1
GOUGAN,,1
GOUGH,0,2
GOULBOURN,1,1
GOULBURN,1,2
GOULD,0,17
GOULDSFORD,,1
GOULEY,0,1
GOULIELMOS,0,1
GOURDINE,1,1
GOURDJI,0,1
GOURGEN,0,3
GOURGUEN,0,1
GOURLEY,0,2
GOURNEY,0,1
GOUVERNEUR,0,2
GOVA,0,2
GOVAN,0.941030237344602,10
GOVAN CULL,0,1
GOVANNE,0,1
GOVE,0,7
GOVENOR,0.98154736807593,6
GOVER,0.914078734338459,2
GOVERNOR,0.982527379756685,44
GOVERT,0,4
GOVIE,0.888628052027606,7
GOVIND,,2
GOVINDAN,,1
GOVINDBHAI,,4
GOVINDBHI,,1
GOVINDJI,,2
