fname,nickname_mpc,sex
LURINA,0,2
MARGETTA,0,2
MARHA,0,2
ODILIA,0,2
PALLIE,0,2
SARIA,0,2
SCINTHA,0,2
SHADY,0,2
SYLVANA,0,2
EDUWARD,1,1
ANSELMO,0,1
CANDIDO,0,1
CLIVE,0,1
CLOUD,0,1
COR,0,1
CULLIN,0,1
DAILY,0,1
EDDE,0,1
HIGH,0,1
KENETH,0,1
LAFOREST,0,1
LOSSON,0,1
MERRELL,0,1
NARCISO,0,1
PLACIDO,0,1
RESIN,0,1
SAMIL,0,1
SEBASTIN,0,1
SUEL,0,1
THEOPHELUS,0,1
WILLFORD,0,1
WINN,0,1
ZADOK,0,1
TAMMY,1,2
SYLVY,1,2
REBECHA,1,2
PENY,1,2
PERLE,1,2
TILDIE,1,2
HENRAETTA,1,2
GWEN,1,2
ANGA,0,2
ARRY,0,2
CORNELIE,0,2
MARTTY,0,2
PHENIA,0,2
ROSALINDA,0,2
ROSALTHA,0,2
ROSENIA,0,2
SAN,0,2
SIBILLA,0,2
VICTOIRE,0,2
VIRGIE,1,1
RUSEL,1,1
GREGG,1,1
ABRA,1,1
ANSELM,0,1
CARMI,0,1
ELEY,0,1
EPIFANIO,0,1
GREER,0,1
HARLO,0,1
JOHNATHEN,0,1
JUPITER,0,1
OLD,0,1
SNOWDEN,0,1
VON,0,1
MARJORIE,1,2
FLARENCE,1,2
CATHRENA,1,2
GUSTY,1,2
ELLICE,0,2
EMERETTE,0,2
EUNIE,0,2
IDONIA,0,2
INGRI,0,2
ISABLLA,0,2
LILLIEN,0,2
MARCELIA,0,2
MELESSA,0,2
MELVINE,0,2
MYRAH,0,2
PARALIE,0,2
PEMELIA,0,2
PHILLIPENA,0,2
PRUDANCE,0,2
REGINIA,0,2
SEFERINA,0,2
STELLER,0,2
VEDA,0,2
ISACH,1,1
ALIN,1,1
CHESLY,0,1
CLAUDUS,0,1
GARDENER,0,1
JAUN,0,1
JORGE,0,1
LEONHARDT,0,1
LUDGER,0,1
PLINEY,0,1
RUDOLP,0,1
TYRA,0,1
WARWICK,0,1
LUTISHA,1,2
IZABEL,1,2
HENREETTA,1,2
HATTEE,1,2
ALES,0,2
ALLETHA,0,2
ARINDA,0,2
BABIE,0,2
CENITH,0,2
COOT,0,2
DARAH,0,2
FEREBY,0,2
FRANCENIA,0,2
GUNDA,0,2
KISSY,0,2
LATHA,0,2
LAURINA,0,2
LEVADA,0,2
LINSEY,0,2
LORETTO,0,2
MADLINE,0,2
MANNA,0,2
PENINAH,0,2
ROANA,0,2
SOU,0,2
ZARILDA,0,2
NEEL,1,1
GRIFF,1,1
EUG,1,1
ALFONS,0,1
ALGENON,0,1
ARBY,0,1
BRYSON,0,1
CAMDEN,0,1
CYPRIEN,0,1
DAMAS,0,1
ELLA,0,1
FRANSISCO,0,1
GREELEY,0,1
HANSEL,0,1
HOMAR,0,1
INO,0,1
JAIRUS,0,1
KANE,0,1
NICKLES,0,1
REDDIN,0,1
RUMALDO,0,1
RUTHFORD,0,1
THORN,0,1
VIRGINIUS,0,1
RACH,1,2
PEGY,1,2
ATHALIA,0,2
BERENICE,0,2
CAPTOLIA,0,2
CONCEPTION,0,2
ELDORADO,0,2
FIDELA,0,2
JEANNETTA,0,2
JENE,0,2
LASSIE,0,2
LEMA,0,2
MELL,0,2
MONIE,0,2
NONNIE,0,2
PHELIA,0,2
ROSALINA,0,2
SARILLA,0,2
SUELLA,0,2
THEORA,0,2
WIATT,1,1
WENCIL,1,1
STAN,1,1
SYLUS,1,1
BENHART,1,1
BURGES,0,1
CARNEY,0,1
CLANCY,0,1
EDVIN,0,1
FLEETWOOD,0,1
FLOY,0,1
FREEDOM,0,1
GURNEY,0,1
HARWOOD,0,1
HECTER,0,1
ISACE,0,1
JERVIS,0,1
JOLLY,0,1
MA,0,1
MINOS,0,1
NELLIE,0,1
NEVILLE,0,1
ONE,0,1
RODGERS,0,1
SPEED,0,1
STONE,0,1
WANE,0,1
WILMENA,1,2
HARRIATE,1,2
CATTY,1,2
CHATHERINE,1,2
CAMI,1,2
AMLIA,1,2
CADELIA,0,2
CLARISE,0,2
ELISER,0,2
ELLENE,0,2
EMLIA,0,2
NOEMIE,0,2
RENY,0,2
ROSALIN,0,2
TEENA,0,2
VILENA,0,2
THADUS,1,1
RUD,1,1
MALCUM,1,1
LEWY,1,1
HIROM,1,1
EUGENIE,1,1
ALIAS,0,1
BUELL,0,1
CAMEL,0,1
CHEW,0,1
CHILTON,0,1
CLEMONS,0,1
CREIGHTON,0,1
ELWELL,0,1
GLOSTER,0,1
HANSEN,0,1
HOLLEY,0,1
HUBBERT,0,1
JASPAR,0,1
JEDIAH,0,1
JOELL,0,1
MANOAH,0,1
MARIN,0,1
MARS,0,1
MAUD,0,1
NAHAM,0,1
NEWTEN,0,1
ORVA,0,1
RIVERS,0,1
RUDOLPHUS,0,1
SAUEL,0,1
SPURGEON,0,1
STACEY,0,1
THURLOW,0,1
ULRIC,0,1
PRICELLA,1,2
MANEVA,1,2
EMMALY,1,2
CLARRAH,1,2
AGATA,1,2
ALVERETTA,0,2
CERA,0,2
CRESEY,0,2
ELEONOR,0,2
FELICITY,0,2
HALIE,0,2
KELLIE,0,2
MARINE,0,2
MARYLAND,0,2
MILDRID,0,2
MIRY,0,2
NORY,0,2
ORIANNA,0,2
PERTHENA,0,2
RESA,0,2
ROBERTIE,0,2
STILLA,0,2
TONIE,0,2
LAFAETT,1,1
JM,1,1
FREDINAND,1,1
BOLIVER,0,1
BRANTLY,0,1
BROCK,0,1
BURNHAM,0,1
CYRILLE,0,1
DIONICIO,0,1
EBERHARD,0,1
ELEM,0,1
EM,0,1
ERIE,0,1
FINAS,0,1
HERALD,0,1
MANTON,0,1
MARCIAL,0,1
MARTAN,0,1
MATHAIS,0,1
RICHARDS,0,1
SIE,0,1
SYLVESTOR,0,1
URIA,0,1
PALINE,1,2
EMALIE,1,2
ANTONET,1,2
BERTE,0,2
CHERY,0,2
DASIA,0,2
EMMAH,0,2
FINETTE,0,2
LELER,0,2
LUMINA,0,2
MARCELITE,0,2
ORELLA,0,2
ROSALE,0,2
TEKLA,0,2
PHILUP,1,1
JASEPH,1,1
ALICE,0,1
BALTZER,0,1
BURLEIGH,0,1
CLAUSE,0,1
DEMETRIO,0,1
ELBRIGE,0,1
EZERA,0,1
FIELD,0,1
FITZHUGH,0,1
GAD,0,1
GUIDO,0,1
JUSTINE,0,1
LINLEY,0,1
MARTYN,0,1
MCHENRY,0,1
MELCHOR,0,1
MOW,0,1
OLAN,0,1
RECTOR,0,1
ROMA,0,1
SOMERS,0,1
VALSIN,0,1
WAIT,0,1
WALICE,0,1
WELBY,0,1
YET,0,1
JINIE,1,2
FANCES,1,2
FRANIE,1,2
ELIZABUTH,1,2
CATHER,1,2
BENIGNA,0,2
BERIT,0,2
CIVILLA,0,2
ELEANER,0,2
EMIL,0,2
EURA,0,2
LEDORA,0,2
LEOMA,0,2
LOUIA,0,2
LUVICA,0,2
MALLEY,0,2
MANDIA,0,2
MERILLA,0,2
NANNEY,0,2
ROAN,0,2
TRACIE,0,2
WILLIUM,1,1
MICHUL,1,1
MATHIEW,1,1
ALOYS,0,1
AMERICA,0,1
ARMON,0,1
CYRENIUS,0,1
DUCK,0,1
EBBIN,0,1
ELLRIDGE,0,1
ERA,0,1
GERONIMO,0,1
GOVERNOR,0,1
GRUN,0,1
HARRINGTON,0,1
HILBERT,0,1
LOVELACE,0,1
MILAM,0,1
OSTIN,0,1
PRES,0,1
TIN,0,1
VALERY,0,1
WERT,0,1
MINEVA,1,2
JOSPHENE,1,2
BETZY,1,2
CEILEY,1,2
AGUSTINA,1,2
BELLZORA,0,2
CHATRINA,0,2
DELORES,0,2
GALENA,0,2
HALLA,0,2
LIZZETTA,0,2
MADELAINE,0,2
MIDDIE,0,2
PENNINA,0,2
PRUDENCIA,0,2
SENITH,0,2
SERENIA,0,2
SOPHIRA,0,2
THEADORA,0,2
ALBRT,1,1
ALFERED,0,1
ALOZO,0,1
AQUILA,0,1
BURCH,0,1
CARSTEN,0,1
COLOMBUS,0,1
CORTES,0,1
DEIDRICH,0,1
DORMAN,0,1
EASTON,0,1
FOY,0,1
FRAND,0,1
HAWARD,0,1
LEONIDES,0,1
MONTERVILLE,0,1
MORISON,0,1
PERFECTO,0,1
STARR,0,1
GINEY,1,2
HENRITTE,1,2
ELIZABOTH,1,2
AUG,1,2
ALLE,0,2
ALZIRA,0,2
ARMADA,0,2
AURELIE,0,2
BARSHEBA,0,2
BEDELIA,0,2
CARAH,0,2
CODELIA,0,2
FRANCINE,0,2
GENOA,0,2
INGRID,0,2
LACEY,0,2
LIZZETTE,0,2
LOVELY,0,2
MARYJANE,0,2
MATHIE,0,2
PALLY,0,2
PURLINA,0,2
ROBIE,0,2
SALONE,0,2
SATTIE,0,2
VANDALIA,0,2
VERNON,0,2
JONN,1,1
TONI,1,1
ABSALUM,0,1
ANSELL,0,1
BLOUNT,0,1
BYRAM,0,1
CELESTIN,0,1
CURTUS,0,1
ERNAST,0,1
HENNING,0,1
LACEY,0,1
LARSON,0,1
LEHMAN,0,1
LLOID,0,1
LUIGI,0,1
MERRIMAN,0,1
MILLON,0,1
NERI,0,1
ORLAN,0,1
PETRE,0,1
WALTEN,0,1
YAN,0,1
REB,1,2
ELEZIBETH,1,2
ELIZIBATH,1,2
BEATRIS,1,2
ANDREW,0,2
ANIA,0,2
ANNET,0,2
APHIA,0,2
ARAMENTA,0,2
ARLINA,0,2
BARBARIA,0,2
BIRDELLA,0,2
DENIE,0,2
ELISSA,0,2
ERVA,0,2
GEERTJE,0,2
JANNEY,0,2
JOHNANNA,0,2
KALE,0,2
LOIE,0,2
MARNY,0,2
OCTAVO,0,2
RUTHANNA,0,2
SABRE,0,2
SETTA,0,2
WILHELMENIA,0,2
SHEDRIC,1,1
LOUE,1,1
LENNY,1,1
LAFYETT,1,1
FREDRECK,1,1
FRAKLIN,1,1
IMMANUEL,1,1
ADOLFUS,0,1
ADRON,0,1
ALBON,0,1
ARTUR,0,1
BALAM,0,1
BELDEN,0,1
BUB,0,1
ELMUS,0,1
ELSEY,0,1
ENGLISH,0,1
JOSHUAY,0,1
LOOK,0,1
MANASSA,0,1
OSCUR,0,1
SOLLOMON,0,1
WALTERS,0,1
XAVER,0,1
SUZZIE,1,2
SOPHRINA,1,2
SANDY,1,2
LARUA,1,2
ELLISABETH,1,2
AGLAE,0,2
AILEY,0,2
ANAISE,0,2
BARBREY,0,2
BIRTHIE,0,2
CARMELIA,0,2
CLAR,0,2
DUMP,0,2
FLOYD,0,2
GABRILLA,0,2
IRENIA,0,2
JUNIETTA,0,2
LESTINA,0,2
LINNIA,0,2
MELVIRA,0,2
PINEY,0,2
POLLYANN,0,2
RHETTA,0,2
MARTIE,1,1
BERNH,0,1
BIRTON,0,1
BRONSON,0,1
CAMILE,0,1
CRITTENDEN,0,1
DECATER,0,1
EDDWARD,0,1
HOSIE,0,1
KNIGHT,0,1
LIVY,0,1
LOVICK,0,1
MANVILLE,0,1
ORLIE,0,1
PLACIDE,0,1
POMEROY,0,1
PURDY,0,1
RICARD,0,1
ROMAINE,0,1
THEOPHOLIS,0,1
VENTURA,0,1
YATES,0,1
PHEBEY,1,2
MASOURI,1,2
ALLISON,0,2
ANELIA,0,2
ARIANA,0,2
ARMIDA,0,2
DOLA,0,2
ELANDER,0,2
ELIRA,0,2
EUPHRASIA,0,2
HALA,0,2
JENINE,0,2
LODEMIA,0,2
LOE,0,2
NEALIE,0,2
OSEE,0,2
OVA,0,2
PENDER,0,2
RAPHAEL,0,2
ZELLIE,0,2
RUFF,1,1
LEANORD,1,1
GARET,1,1
FANCIS,1,1
ANNIE,0,1
BEREND,0,1
BERNEY,0,1
BRANTLEY,0,1
CHRISTOPHE,0,1
CLAYBORNE,0,1
CUFF,0,1
ELAN,0,1
FEDERICO,0,1
GIBBS,0,1
GREENWOOD,0,1
GUSTAN,0,1
IVINS,0,1
JACOBE,0,1
LUCUIS,0,1
LYNDON,0,1
MYRAN,0,1
SANDER,0,1
SYVERT,0,1
WELLIE,0,1
VAGINIA,1,2
MATTI,1,2
MORTHA,1,2
LILL,1,2
BETTSEY,1,2
CATRIN,1,2
KATERINE,1,2
CATHERENA,1,2
ADDELLA,0,2
ALVINIA,0,2
ARTHEMISE,0,2
AURELLA,0,2
CARIN,0,2
CYTHA,0,2
ELFRIDA,0,2
FENTON,0,2
FINA,0,2
LISSETTA,0,2
LISSETTE,0,2
LUANDA,0,2
MARGARIET,0,2
MARGERIT,0,2
MARIH,0,2
MARRETTA,0,2
THENIA,0,2
ZELPHIA,0,2
TAILOR,1,1
RUBAN,1,1
HOUGH,1,1
HAMTON,1,1
DRUE,1,1
CHISTOPHER,1,1
BARKLEY,0,1
BEAL,0,1
BILLINGS,0,1
BRANT,0,1
BRISON,0,1
CARLY,0,1
CASIMIRO,0,1
CHAP,0,1
CHAPIN,0,1
FLORENTINO,0,1
GRAVES,0,1
HUNT,0,1
JOHANNAS,0,1
LATHAM,0,1
LAUGHLIN,0,1
LIBRADO,0,1
LORD,0,1
MARTINUS,0,1
ROLPH,0,1
ROSELL,0,1
SHEM,0,1
URIAL,0,1
VARNUM,0,1
SUZANNA,1,2
SIDNY,1,2
RUBERTA,1,2
MELISIA,1,2
LUISIA,1,2
HENERETTE,1,2
BETIE,1,2
CORNEILIA,1,2
CICELIA,1,2
EMALIA,1,2
ABAGILL,1,2
ALMENIA,0,2
CLARINA,0,2
EBBA,0,2
ELL,0,2
ESSE,0,2
IDONA,0,2
JULETTA,0,2
LENO,0,2
LYLA,0,2
MARTHEA,0,2
MEALIA,0,2
MINNESOTA,0,2
MINNETTA,0,2
MODENA,0,2
ORIA,0,2
SARAK,0,2
SERAPHINA,0,2
VERTIE,0,2
ZILPAH,0,2
SULIVAN,1,1
NATHANAL,1,1
BARNA,1,1
ADERSON,0,1
ALDUS,0,1
BALUS,0,1
BURTIN,0,1
CLINE,0,1
CONLEY,0,1
CONVERSE,0,1
ELLIAS,0,1
HIAL,0,1
JAMISON,0,1
LANDIS,0,1
LUNDY,0,1
MALVERN,0,1
MICKLE,0,1
MONTA,0,1
NICANOR,0,1
ORRAN,0,1
OSKA,0,1
OTWAY,0,1
PEMBROKE,0,1
SYLVESTA,0,1
GEORG,1,2
AMENIA,0,2
BRUNETTE,0,2
CHARITA,0,2
CHATRINE,0,2
CILLER,0,2
DILSIE,0,2
DOTIA,0,2
ESTELE,0,2
GENNETTA,0,2
LAVINE,0,2
LEMMA,0,2
LOUEMMA,0,2
MATILLDA,0,2
MELLIA,0,2
NOLIE,0,2
OSSIE,0,2
OTILIE,0,2
PARELEE,0,2
PETER,0,2
PHIBBY,0,2
TABATHA,0,2
TONEY,0,2
VIRGENIA,0,2
MEL,1,1
ALBEN,0,1
ANNA,0,1
CASE,0,1
CLETUS,0,1
FELICIEN,0,1
FLAVIOUS,0,1
ISON,0,1
LYMUS,0,1
MELLEN,0,1
MILEY,0,1
MILOW,0,1
RUEBIN,0,1
SEELEY,0,1
WINGFIELD,0,1
WOODRUFF,0,1
SASAN,1,2
SERRAH,1,2
MARGRED,1,2
LOUI,1,2
CORDILLA,1,2
CORDY,1,2
CATHRIEN,1,2
CAMMIE,1,2
AIDER,0,2
AMARINTHA,0,2
ELMIRAH,0,2
JEMMIMA,0,2
LOCKY,0,2
LONIA,0,2
LURANIA,0,2
MELITA,0,2
NANETTE,0,2
PHILAMENA,0,2
QUINTILLA,0,2
VICK,1,1
RAFEL,1,1
PIER,1,1
NOA,1,1
JESEE,1,1
EDWAD,1,1
DANNY,1,1
ANTONA,1,1
ANG,0,1
BENGT,0,1
BERTIS,0,1
CADMUS,0,1
CLEMMENT,0,1
COURT,0,1
DEVILLO,0,1
ISHMEAL,0,1
JOSEPHINE,0,1
LENHARD,0,1
MAXIME,0,1
MICAH,0,1
SHUBAL,0,1
SOLEMON,0,1
THATCHER,0,1
YE,0,1
ZORA,0,1
MALESSA,1,2
CHAROLETTE,1,2
CATHARAN,1,2
CASIE,1,2
ADE,0,2
AMELINE,0,2
ARDELA,0,2
BERRY,0,2
DILLEY,0,2
ELISKA,0,2
ELTHA,0,2
LEVICY,0,2
LIVY,0,2
LORE,0,2
LUA,0,2
LURIE,0,2
MALISEY,0,2
MURTA,0,2
NARA,0,2
ODILLE,0,2
SALENIA,0,2
SEBA,0,2
THIRSA,0,2
URSULE,0,2
SYDNA,1,1
PHILLOP,1,1
PATRK,1,1
HORATIA,1,1
GARRIT,1,1
CALLY,1,1
BING,0,1
CLABORNE,0,1
DARIO,0,1
GASPAR,0,1
GEERT,0,1
IGNATUS,0,1
JACOBUS,0,1
JOHANAS,0,1
LAURA,0,1
LONNA,0,1
MIRAN,0,1
OSBERN,0,1
QUINCEY,0,1
RALSTON,0,1
RAWSON,0,1
SHERROD,0,1
UNG,0,1
VANN,0,1
LEUCINDA,1,2
BETSA,1,2
CHARTY,1,2
ADELPHA,0,2
ALECIA,0,2
ALEXINE,0,2
ALMANDA,0,2
AUSTINA,0,2
CHAINY,0,2
CLARABELL,0,2
GENORA,0,2
JEANNA,0,2
LEINA,0,2
LURENIA,0,2
MALICIE,0,2
MELCENA,0,2
METTE,0,2
MICHAEL,0,2
OTIE,0,2
OTTILLIA,0,2
POLEY,0,2
ROSSANA,0,2
VELLA,0,2
WILHELMIA,0,2
ZILDA,0,2
ZORADA,0,2
LEAPOLD,1,1
GEORGA,1,1
JEORGE,1,1
AUGUS,1,1
BENETT,0,1
BERNY,0,1
BLAND,0,1
BUTTON,0,1
CHENEY,0,1
HINES,0,1
KELLER,0,1
LOWEL,0,1
LUCINS,0,1
LYON,0,1
MAGGIE,0,1
MATHUE,0,1
MAXIMO,0,1
MINTON,0,1
OTUS,0,1
SIMOND,0,1
STANISLAS,0,1
TENNESSEE,0,1
ULRICK,0,1
VANDY,0,1
VETAL,0,1
TARESSA,1,2
TEBITHA,1,2
SUSUN,1,2
MAXIE,1,2
MARGAT,1,2
KATHREN,1,2
JIMIMA,1,2
JACKIE,1,2
CLEMMY,1,2
ADDE,0,2
ALMADA,0,2
ALY,0,2
ANNEE,0,2
ARSENA,0,2
AURENA,0,2
BINKEY,0,2
BURTY,0,2
CAMILE,0,2
CICELY,0,2
DILEY,0,2
EARLY,0,2
ELGIE,0,2
EMILENE,0,2
GENET,0,2
JONA,0,2
LAWRENCE,0,2
LETTE,0,2
LISSIA,0,2
LORENIA,0,2
LURY,0,2
LUTE,0,2
MAGDALANA,0,2
MARCENA,0,2
TISH,0,2
VALANTINE,1,1
TOMEY,1,1
SOLEMAN,1,1
NATHANUEL,1,1
ELISHIA,1,1
ADELARD,0,1
ALSEY,0,1
AREND,0,1
BALIS,0,1
CABELL,0,1
CALLOWAY,0,1
CHANNCY,0,1
COMFORT,0,1
EDNER,0,1
ERIN,0,1
GILMER,0,1
GOW,0,1
GUSTAS,0,1
LESSLIE,0,1
LINO,0,1
MAR,0,1
PHILIPS,0,1
REILY,0,1
TEXAS,0,1
THEOPHOLUS,0,1
THRESE,1,2
TILDIA,1,2
LIDEA,1,2
LISBETH,1,2
SISLEY,1,2
AMELEA,1,2
MANDEY,1,2
ADRIAN,1,2
ALLAN,0,2
ANDRA,0,2
AURILIA,0,2
AVELINE,0,2
CECILY,0,2
DORRIS,0,2
DORTHULA,0,2
ELETHA,0,2
EMMAGENE,0,2
FREIDA,0,2
HONORINE,0,2
MACEY,0,2
MALIDA,0,2
MARINTHA,0,2
NOLIA,0,2
SERRENA,0,2
UNNAMED,0,2
VIRDIE,0,2
VIRINDA,0,2
WILM,1,1
TOMPSON,1,1
SYMON,1,1
RICHART,1,1
MANOEL,1,1
JEHN,1,1
JEROM,1,1
GIM,1,1
HOWE,1,1
FREDC,1,1
ANDEY,1,1
ADOPH,1,1
BALTHASAR,0,1
BERTRAN,0,1
BRADBURY,0,1
CADY,0,1
COONEY,0,1
CUSTER,0,1
DOMINICO,0,1
DOSS,0,1
DOVE,0,1
DURWARD,0,1
FIELDER,0,1
GIDDEON,0,1
HERNDON,0,1
HERRICK,0,1
HILMAN,0,1
HUBER,0,1
LUNA,0,1
MADERSON,0,1
MATIN,0,1
OSTON,0,1
PAYSON,0,1
PEMBERTON,0,1
PITMAN,0,1
SCUYLER,0,1
SHAW,0,1
SHIELDS,0,1
STARKEY,0,1
THEOPILUS,0,1
X,0,1
MAGRETT,1,2
GEORGI,1,2
FRANES,1,2
BETTEE,1,2
CHARETY,1,2
ANNELIZA,1,2
ARTEMISE,0,2
BERDELLA,0,2
BERTIA,0,2
CANIE,0,2
CHESTER,0,2
FLORESTINE,0,2
LERA,0,2
LICCIE,0,2
LOWESA,0,2
LUDELLA,0,2
MALINE,0,2
MICKEY,0,2
MILVINA,0,2
PERFECTA,0,2
RUMALDA,0,2
TEOFILA,0,2
VIRTUE,0,2
RUS,1,1
JULIA,1,1
CHRISTOFFER,1,1
ABBY,0,1
ADDY,0,1
ALFERT,0,1
BENIGNO,0,1
BERTTIE,0,1
CARLILE,0,1
DELANEY,0,1
EMRA,0,1
EVARISTE,0,1
GUISEPPE,0,1
HEWITT,0,1
ISIDRO,0,1
LANCASTER,0,1
LEEANDER,0,1
LENHART,0,1
LEONE,0,1
LEVEY,0,1
MORRILL,0,1
OMA,0,1
ORY,0,1
SANTA,0,1
SEWEL,0,1
YIN,0,1
MATTEY,1,2
LOUEASA,1,2
ELSBETH,1,2
ELZEBETH,1,2
LIZZEE,1,2
LEANOR,1,2
CYNTHIE,1,2
KATEE,1,2
ANGELENA,0,2
ARMINIA,0,2
BRIGIDA,0,2
CHRISTIENA,0,2
ELEMINA,0,2
ELICIA,0,2
EXIE,0,2
HENDRIKJE,0,2
IVAH,0,2
LUTIA,0,2
MARTIA,0,2
MINORA,0,2
MULVINA,0,2
OCIE,0,2
OPHA,0,2
ORLEANA,0,2
PINA,0,2
RENER,0,2
RENNIE,0,2
SAPHIA,0,2
SETTIE,0,2
SUGAR,0,2
WINNIEFRED,0,2
TOMMAS,1,1
RUSSLE,1,1
PATER,1,1
MICLE,1,1
LUCY,1,1
JUL,1,1
JARY,1,1
EPHRUM,1,1
EMANIEL,1,1
CHESS,1,1
LONI,1,1
ALBET,1,1
ALE,0,1
BLANTON,0,1
BULLY,0,1
CARLIS,0,1
CARPENTER,0,1
CEYLON,0,1
HARMOND,0,1
HELMUTH,0,1
LAFEYETTE,0,1
LUNSFORD,0,1
MAGOR,0,1
MARSELLUS,0,1
MERRET,0,1
PARKE,0,1
URIEL,0,1
JINNE,1,2
SERA,1,2
BEDY,1,2
DRUSILA,1,2
CANDACY,1,2
MENTA,1,2
EMILLIA,1,2
ADDIS,0,2
ALBY,0,2
ALEXANDRA,0,2
APPIE,0,2
BERTHER,0,2
DENCY,0,2
HENIRETTA,0,2
JOHANE,0,2
JULIUS,0,2
LENY,0,2
LICY,0,2
LULEY,0,2
MIMMIE,0,2
OELLA,0,2
PERNECIA,0,2
ROBA,0,2
SANTA,0,2
SILA,0,2
OTIE,1,1
LAN,1,1
JEMMIE,1,1
BANNER,1,1
AUDLEY,0,1
BLACKBURN,0,1
CALOWAY,0,1
CYPRIAN,0,1
EASON,0,1
ELIHN,0,1
FLINT,0,1
GOTLEB,0,1
HARD,0,1
ISAACE,0,1
JEWEL,0,1
LANDRUM,0,1
SHADRIC,0,1
TING,0,1
PERCIE,1,2
MILLER,1,2
MARTENA,1,2
LEN,1,2
JETTY,1,2
GENETTIE,1,2
ISIBELLE,1,2
AMNA,0,2
ARMITTA,0,2
CELIMA,0,2
DEETTE,0,2
DENNA,0,2
EMMELIA,0,2
EULIA,0,2
EXER,0,2
LEANNER,0,2
LEONARA,0,2
LUCKY,0,2
MARGERETHE,0,2
MARGORET,0,2
MURIEL,0,2
ORPHIE,0,2
ORY,0,2
PRINCESS,0,2
RUSHA,0,2
WONG,0,2
ZULMA,0,2
PERRIE,1,1
NEMIAH,1,1
LOUEY,1,1
JOHNNEY,1,1
JEAMS,1,1
IRAH,1,1
HOLLIE,1,1
GIL,1,1
FEDRIC,1,1
ABRAH,1,1
ALDRICH,0,1
BATISTE,0,1
CAROLINA,0,1
CHATMAN,0,1
CORNEILIUS,0,1
DECATOR,0,1
HOOPER,0,1
INMAN,0,1
LAYFETTE,0,1
LEVAN,0,1
LLEWELYN,0,1
MOON,0,1
ONEZIME,0,1
ORLOW,0,1
PEREZ,0,1
PRESIDENT,0,1
QUAN,0,1
RYAL,0,1
SALOMAN,0,1
SIMMEON,0,1
STUARD,0,1
ROBT,1,2
MEGGIE,1,2
MADGIE,1,2
LIELA,1,2
HAN,1,2
ELLN,1,2
ELY,1,2
ADLINA,0,2
ALEXANDER,0,2
ALMETTA,0,2
ARZILLA,0,2
CALAFORNIA,0,2
CLARABEL,0,2
DARKES,0,2
ELNORE,0,2
JACINTA,0,2
LIMA,0,2
LOLLY,0,2
LORILLA,0,2
LOVEDY,0,2
LURAH,0,2
MAMI,0,2
MANERVEY,0,2
MARICA,0,2
MELVENA,0,2
NAOMY,0,2
ROBBIE,0,2
ROSELL,0,2
STINE,0,2
WALLES,1,1
PORT,1,1
OLEVER,1,1
MIK,1,1
MAL,1,1
FRANKIN,1,1
CLARANC,1,1
ARETUS,0,1
BAYLOR,0,1
CESARIO,0,1
CLAYBURN,0,1
ESLEY,0,1
FERRY,0,1
GERMAIN,0,1
HEE,0,1
HERCHEL,0,1
HERSHAL,0,1
JOACHIN,0,1
LAMAN,0,1
MAURICIO,0,1
MITCHAEL,0,1
OBID,0,1
OSCHAR,0,1
OSIAS,0,1
REN,0,1
RHINEHART,0,1
VENCEL,0,1
WILKINSON,0,1
WON,0,1
ZEBINA,0,1
VIGINIA,1,2
TAMMIE,1,2
INDY,1,2
UNUS,1,2
AIME,1,2
ABIGILL,1,2
AGNESE,0,2
BERYL,0,2
CHAROLOTTE,0,2
CHENY,0,2
CHRISTANIA,0,2
CRISTIAN,0,2
GABRIELA,0,2
HERRIETTA,0,2
JONNA,0,2
KESIA,0,2
LIN,0,2
LOESIA,0,2
MALIA,0,2
MARTHENA,0,2
MONTANA,0,2
RETHA,0,2
RIKE,0,2
ROSER,0,2
SUZEN,0,2
TECKLA,0,2
TIRZA,0,2
SAME,1,1
JESSI,1,1
IGNACE,1,1
ARNT,1,1
ALEXAN,1,1
ABSLOM,0,1
AYERS,0,1
BERTIN,0,1
BYNUM,0,1
CARMAN,0,1
CASSUS,0,1
DEMETRIUS,0,1
DOLORES,0,1
DORSON,0,1
ELIUS,0,1
FLORENTINE,0,1
FRAZER,0,1
GRIER,0,1
JESSIAH,0,1
LAI,0,1
LAZARO,0,1
MONSON,0,1
OSGAR,0,1
PATTEN,0,1
POTER,0,1
SHEARMAN,0,1
TIBURCIO,0,1
WAY,0,1
WHITING,0,1
WY,0,1
ZALMON,0,1
MARGAET,1,2
MAGDELEN,1,2
FREDIE,1,2
ELISEBTH,1,2
SYTHA,1,2
CINDARILLA,1,2
BARBEY,1,2
APPHIA,0,2
ARDELLE,0,2
BASHABA,0,2
CLANCY,0,2
DOROTHE,0,2
EDNAR,0,2
EMANA,0,2
ERVILLA,0,2
FRANZISCA,0,2
LEALA,0,2
LOMA,0,2
PARLIE,0,2
PETRONELLA,0,2
SILENCE,0,2
TULULA,0,2
ULAH,0,2
VALERA,0,2
VILA,0,2
THIMOTY,1,1
MUNROW,1,1
MARVEN,1,1
MARTY,1,1
MAK,1,1
JAMY,1,1
AIKEN,0,1
BOLIN,0,1
CADE,0,1
CLAIRE,0,1
CURRAN,0,1
DEDERICK,0,1
DERWOOD,0,1
ELIAB,0,1
EUGUENE,0,1
EUSEBIO,0,1
GULBRAND,0,1
ITHAMER,0,1
JEPHTHA,0,1
JERDON,0,1
