fname,nickname_mpc,sex
AURTHUR,1,1
MANLEY,0,1
HENRIETA,1,2
BARBERA,1,2
MAYBELL,0,2
JEF,1,1
AMERICUS,0,1
KNUDT,0,1
FEBY,1,2
DILLIE,0,2
JULINA,0,2
BAPTISTE,0,1
OCTAVIE,0,2
SUSANN,0,2
FLORINDA,0,2
MELINA,0,2
BISHOP,0,1
ELIZABETT,0,2
JOSIPHINE,1,2
ELIZZABETH,1,2
BARBRY,1,2
LORRA,0,2
BRIDGIT,1,2
FANNA,0,2
IDAH,0,2
BIRDIE,0,1
GEO,1,2
CASSANDRA,0,2
DOVIE,0,2
LETHE,0,2
CALLA,0,2
LETTIA,0,2
ELZABETH,1,2
CHARLOTE,1,2
AH,0,2
CECIL,0,2
ERVING,0,1
HANNIBAL,0,1
CONSTANT,1,1
ANNICE,0,2
RHEUBEN,1,1
SEWELL,0,1
FREDERICKE,1,2
CONNIE,1,2
REKA,0,2
NATH,1,1
ELEZEBETH,1,2
EVANGELINE,0,2
THADIUS,1,1
BERTHIA,0,2
SIMION,0,1
BRITTON,0,1
STARLING,0,1
ELIZZIE,1,2
ALLAS,0,2
TESSIE,0,2
LAURY,1,2
ALIE,0,2
HARIETTE,0,2
EVANDER,0,1
RUTHIE,1,2
ILA,0,2
ELIZA,0,1
MALISSIE,0,2
TUNIS,0,1
WILMINA,1,2
THERSA,1,2
ALSEY,0,2
BIDDIE,0,2
DILLY,0,2
ARCHA,1,1
CORDA,0,2
LURANA,0,2
SINDY,1,2
ELENDER,0,2
EMME,0,2
MERTA,0,2
MARTON,1,1
SELDEN,1,1
GRAY,0,1
SHEPARD,0,1
BENJN,1,1
BIRT,0,1
JAKOB,0,1
MERVIN,0,1
RALEIGH,0,1
TILLEY,1,2
JORDEN,0,1
NANY,1,2
JOESEPH,1,1
JULIANNA,0,2
ERIK,0,1
JUDAH,0,2
LENIA,0,2
MOSSES,1,1
LELLA,0,2
MIRAM,0,2
RANDLE,1,1
BIRTIE,0,1
GORDEN,0,1
NEEDHAM,0,1
CATHEREN,1,2
LIZER,1,2
EMM,0,2
KISIAH,0,2
ARCHABALD,0,1
BURNETT,0,1
ELMAR,0,1
GUSTOF,0,1
ELEZABETH,1,2
SAMULE,1,1
LINN,0,1
ANJALINE,1,2
YETTA,0,2
CELESTA,0,2
ELCY,1,2
BENA,0,2
MONA,0,2
MANNING,0,1
WELCOME,0,1
GARFIELD,0,1
WYLEY,0,1
PALINA,1,2
LODEMA,0,2
LORINA,0,2
NATTIE,0,2
FRANSIS,0,1
TANDY,0,1
CHRISTIN,0,2
LOVIE,0,2
CHRISTY,0,2
FRIEDA,0,2
HERMINE,0,2
ROSALEE,0,2
JULUS,1,1
HART,0,1
ELLY,0,2
VIDA,0,2
HOLLAND,0,1
REBECKER,1,2
JENNI,0,2
BENJIMIN,1,1
PEARLIE,1,2
PEATER,1,1
URIAS,0,1
ELISABETHA,1,2
ELIC,0,1
NILES,0,1
JAMIE,0,2
OLIE,1,1
WENDELL,0,1
PHEBIE,1,2
MIRAH,0,2
RITCHARD,1,1
MARTAIN,1,1
DOROTHA,0,2
ELLAR,0,2
LEANORA,0,2
ROBBIE,1,1
SEVILLA,0,2
ZELIA,0,2
ALIC,1,1
DOMINIC,0,1
FULTON,0,1
CHRISTEN,0,2
EZEKIAL,0,1
FRIEDRICK,0,1
HAYDEN,0,1
SHERWOOD,0,1
YANCY,0,1
ELISBETH,1,2
DESIRE,0,2
ZEB,1,1
RODOLPH,1,1
CARLE,0,1
TUCKER,0,1
WING,0,1
REBBECA,1,2
NAN,1,2
WILLM,1,1
ABSOLOM,0,1
ELISABATH,1,2
CALDONA,1,2
LUCUS,0,1
LYSANDER,0,1
CONELIA,1,2
LUDA,0,2
MARCY,0,2
NANNA,0,2
ORVAL,1,1
CATARINA,0,2
ELLON,0,2
LOTT,0,1
CARLINA,0,2
CLARKE,0,1
WOOD,0,1
MANDIE,1,2
FRIEND,0,1
RUPERT,0,1
CLATON,1,1
AB,1,1
THIRZA,0,2
LEONIE,0,2
COLMAN,0,1
MILAN,0,1
CATHERNE,1,2
LIZZI,1,2
CLAUDIE,1,2
LOURA,0,2
SYLVANIA,0,2
STANFORD,0,1
JOSEPINE,1,2
GURTIE,1,2
ERNESTINA,0,2
LARENCE,1,1
GERRIT,1,1
GREGORIO,0,1
LORAN,0,1
PINKIE,0,2
UNITY,0,2
ANTHON,0,1
IVY,0,1
LISETTE,0,2
VIANNA,0,2
ANICE,0,2
LISSA,0,2
MARGURET,0,2
SEALY,0,2
JOH,1,1
CONROD,1,1
BENJMAN,1,1
REECE,0,1
DILSEY,0,2
PARLEE,0,2
ORRIS,0,1
MONICA,0,2
SALOMON,1,1
NEWEL,0,1
ISORA,0,2
INGA,0,2
JOANN,0,2
MALINDY,0,2
CLAUDIE,1,1
BENJMIN,1,1
ALVAN,1,1
IVORY,0,1
WINFRED,1,2
ANGELICA,0,2
VICY,0,2
ALEXR,1,1
HENSON,0,1
NATHANIAL,0,1
SENECA,0,1
ADILINE,1,2
TACY,0,2
HALSEY,0,1
EULALIE,0,2
MYER,0,1
KATH,1,2
CLARISY,0,2
EVALENA,0,2
WILLIM,1,1
PASCHAL,0,1
DORATHY,1,2
CARROLINE,0,2
CHRISTINIA,0,2
CLAUDE,0,2
ORIE,0,2
OTELIA,0,2
THOMAS,0,2
ELLERY,0,1
LEGRAND,0,1
TEMPE,1,2
SINDA,0,2
HENDRIK,0,1
PHEOBA,1,2
CRISTINE,1,2
MARRION,0,2
SYLLA,0,2
TOMASA,0,2
NIC,1,1
IVERSON,0,1
MERIT,0,1
Q,0,1
MARGERETH,0,2
ANANIAS,0,1
VINSON,0,1
EM,1,2
ROSAMOND,0,2
BRAXTON,0,1
PATTERSON,0,1
DOVEY,0,2
LUCILLE,0,2
AUSTON,1,1
GEE,0,1
ARIE,0,2
LENORE,0,2
JOHM,1,1
CRISTIAN,1,1
BENGAMIN,1,1
BUDD,0,1
GERARD,0,1
MORRISON,0,1
ELIZAB,1,2
CHIN,0,1
DORETHA,0,2
PEARLE,0,2
NAPOLIAN,1,1
ADEN,1,1
DIXON,0,1
ELIS,0,1
EPH,0,1
MARSH,0,1
ARABELLE,0,2
ELINA,0,2
GEORGIANN,0,2
MARGURITE,0,2
TERRESA,0,2
VELMA,0,2
OSCER,1,1
AUGUSTINA,0,2
THOMES,1,1
GREENBERRY,0,1
PERL,1,2
ZOA,0,2
GEROME,0,1
OSBORNE,0,1
PASCAL,0,1
JOSPHINE,1,2
EMMILY,0,2
GENIE,0,2
WINONA,0,2
NELIA,0,2
STACY,0,2
WAREN,1,1
FRIDRICH,1,1
EULALIA,0,2
NICHOLS,1,1
LEONHARD,0,1
LIGE,0,1
METILDA,0,2
CLARE,0,1
NELSE,0,1
JOHNIE,1,2
ANGLINE,1,2
FESTUS,0,1
JERRE,0,1
EDWINA,0,2
NARCIS,0,2
ARMAND,0,1
HILLERY,0,1
HARRIAT,1,2
ALMENA,0,2
CORRY,0,2
ALGERNON,0,1
OLEY,0,1
DASY,1,2
CORDIE,1,2
AGGY,0,2
CLARICE,0,2
TOWNSEND,0,1
DELPHINA,0,2
CAPITOLA,0,2
CHARLOTTIE,0,2
DELMER,0,1
MAGY,1,2
CASANDER,1,2
DARCAS,0,2
DORETTA,0,2
GOLDIE,0,2
WELTHA,0,2
HOLMES,0,1
SALEM,0,1
EVY,0,2
BUSTER,0,1
COLIN,0,1
HAMMOND,0,1
MAME,1,2
ARRON,0,1
KEE,0,1
LILEY,1,2
GILLIE,0,2
MANA,0,2
MAREN,0,2
PAMELA,0,2
CLABORN,1,1
ELLE,0,2
THEADOR,1,1
HERY,0,1
PRISSILLA,1,2
ELENORE,1,2
LOLLIE,0,2
JETHRO,0,1
AGNAS,0,2
FLORENTINE,0,2
HILMA,0,2
LUDWICK,0,1
PELEG,0,1
FREELOVE,0,2
MILLIA,0,2
LONIE,0,2
ROSEANN,0,2
LINDLEY,0,1
MITTY,0,2
EMIT,0,1
HARM,0,1
HEZAKIAH,0,1
KATHERIN,1,2
BEULA,0,2
JENKINS,0,1
KATHARIN,1,2
AMES,0,1
ORRA,0,1
FRIEDERIKE,0,2
LURINDA,0,2
MERIAH,0,2
TILGHMAN,0,1
EDNER,0,2
ELZINA,0,2
LULER,0,2
JOHNATHON,1,1
ALVERDA,0,2
DICIE,0,2
ELROY,0,1
EMMERSON,0,1
PLINY,0,1
WATT,0,1
ANTONIE,0,2
RAY,0,2
GUILFORD,0,1
HUMPHRY,0,1
ABBE,1,2
FERDENAND,0,1
LANE,0,1
AMADA,1,2
LON,0,2
PEETER,1,1
MICKEL,1,1
CHRISTOFER,1,1
HANA,1,2
GEORGA,1,2
CULLEN,0,1
MEREDITH,0,1
REGINALD,0,1
OLINE,0,2
BARRY,0,1
BARTHOLEMEW,0,1
UDORA,1,2
REBEKAH,1,2
CARLOTTA,0,2
EDDA,0,2
VIRA,0,2
ELIZABEATH,1,2
LUCIND,0,2
JESSY,1,2
ESSA,0,2
MINE,0,2
MOURNING,0,2
MILAS,0,1
SOREN,0,1
WORTH,0,1
OLLEY,1,2
ARMSTED,0,1
THEOPHILE,0,1
LISABETH,1,2
GERALDINE,0,2
LUSETTA,0,2
MICAJAH,1,1
WILLET,0,1
EDNIE,0,2
FLORRA,0,2
MILLE,0,2
PHILINDA,0,2
ULYSUS,1,1
CLARKSON,0,1
WELTHY,0,2
BLAKE,0,1
LOYAL,0,1
SUSSAN,1,2
GABRIELLA,0,2
DANNEL,1,1
COMMODORE,0,1
ORINDA,0,2
SIGMUND,0,1
MARTHIE,1,2
LOVENIA,0,2
VICENTE,1,1
CONCEPCION,0,2
LELAH,0,2
BENGIMAN,0,1
ODILE,0,2
SELA,0,2
VAL,1,1
ALPHONZO,1,1
AMANDUS,0,1
CATHRAN,1,2
DELANA,0,2
AZARIAH,0,1
BANKS,0,1
MALON,0,1
WILLOUGHBY,0,1
DARTHULA,0,2
FRONA,0,2
BUFORD,0,1
LINWOOD,0,1
MIDDLETON,0,1
AUSTEN,1,1
SHIRLEY,0,1
CLORINDA,0,2
KANSAS,0,2
ALEXANDRA,0,1
AUGUSTUS,0,2
ORRIE,0,2
BYRD,0,1
DORY,0,2
LITTIE,0,2
MAGDELINE,0,2
ROBART,1,1
EWD,1,1
CLEMENTS,0,1
MOODY,0,1
ANALIZA,0,2
INGEBOR,0,2
JEANIE,0,2
TENNESEE,0,2
JACOP,1,1
BENARD,1,1
EARNST,0,1
ARIZONA,0,2
SALMON,1,1
JAMIE,1,1
AMUS,0,1
HOLLY,0,1
WALLIE,0,1
JIMMIE,1,2
GEORGEAN,0,2
NINNIE,0,2
IGNACIO,0,1
UPTON,0,1
CHINA,0,2
CLEMENTINA,0,2
HERSCHEL,1,1
BERNHART,0,1
WILLIAMSON,0,1
ARMANDA,0,2
LINTON,0,1
STEPEN,0,1
ELISEBATH,1,2
CLARENCE,0,2
CLEMENCE,0,2
LOUISANA,0,2
LULAH,0,2
TRESA,0,2
MANUAL,0,1
KATHE,1,2
CASS,1,2
ANASTATIA,1,2
DILSY,0,2
LEW,0,2
SAVANNA,0,2
NICHOLES,1,1
NATHL,1,1
HERRY,1,1
EMET,1,1
ALBERTO,0,1
ARMSTRONG,0,1
ZENO,0,1
PHEBEE,1,2
ALWINE,0,2
TINEY,0,2
WILIE,1,1
FRANCK,1,1
ALVY,0,1
COURTLAND,0,1
WOODFORD,0,1
ALISON,1,1
PEARLY,0,1
CLOA,1,2
FRANCINA,0,2
JANNETTE,0,2
KIZIAH,0,2
LOUANNA,0,2
MARETTA,0,2
MARIT,0,2
SHADRACK,1,1
FLORIAN,0,1
ZACHARY,0,1
CORIE,0,2
ULISSES,1,1
GROVE,0,1
ICHABOD,0,1
LAURIA,0,2
GEOGE,1,1
ALCIDE,0,1
JILES,0,1
OVERTON,0,1
LADY,0,2
HARIOT,1,2
JEHU,0,1
JEANNE,0,2
VILLA,0,2
GABREL,1,1
CHARELS,1,1
CRAIG,0,1
FISHER,0,1
ASBERY,0,1
ZACHARIA,0,1
CRECY,0,2
LEONORE,0,2
MILA,0,2
VASHTI,0,2
NUTON,1,1
MATTIE,1,1
VERONA,0,2
AMIL,0,1
GRANDISON,0,1
PERCEY,0,1
CASSEY,1,2
ALEY,0,2
ALZADA,0,2
LUVENA,0,2
LIVINGSTON,0,1
WAH,0,1
CINDERELLA,0,2
PRUDY,0,2
LARANCE,1,1
BENN,1,1
GALEN,0,1
HALVER,0,1
ZACKARIAH,0,1
EMANDA,1,2
LEO,0,2
HAREY,1,1
DENTON,0,1
HALEY,0,2
MARA,0,2
ZELMA,0,2
ALLIN,1,1
LYCURGUS,0,1
WIRT,0,1
VIRGINIE,1,2
LETA,0,2
MENIA,0,2
ROZELLA,0,2
PHILOMINE,0,2
GAYLORD,0,1
FANNI,1,2
CALADONIA,1,2
LULAR,0,2
VERNIE,0,2
VOLENTINE,1,1
ALAX,1,1
SOPIA,1,2
CYRENA,0,2
DIANNAH,0,2
ELTA,0,2
MAHULDA,0,2
THS,1,1
HUEY,0,1
MURPHY,0,1
MINERVIA,0,2
AUBREY,0,1
FONG,0,1
FRANTZ,0,1
MARRIE,0,2
ROSELIA,0,2
SOLAMON,1,1
ROLLY,1,1
BRANCH,0,1
EDNY,1,2
PLESANT,1,1
BURGESS,0,1
KIRBY,0,1
ADOLINE,0,2
NATHANEL,1,1
REINHOLD,0,1
MARTHER,1,2
ADALAID,1,2
CARMEL,0,2
CHRISTA,0,2
JO,0,2
MAUDA,0,2
DEMPSY,0,1
ETTY,0,2
OSCA,1,1
GERRY,1,1
BENY,1,1
BRADY,0,1
DEALIA,1,2
BERDIE,0,2
HONOR,0,2
PATT,1,1
ISIDOR,0,1
SINGLETON,0,1
WILMOT,0,1
HOLLY,0,2
SEREPTA,0,2
TERESIA,0,2
SHEDRICK,1,1
ARLINGTON,0,1
DELOSS,0,1
LEMAN,0,1
LILLIS,1,2
LAURE,1,2
CATHE,1,2
LEDA,0,2
ZADA,0,2
ZENA,0,2
DASEY,1,2
JEFERSON,1,1
HANRY,1,1
LANIE,0,2
REES,1,1
EUGENA,0,2
ELON,0,1
ELITHABETH,1,2
CHRISTANA,0,2
FLORY,0,2
LITHA,0,2
PINKY,0,2
SHADRICK,1,1
EMMANUEL,1,1
FILLMORE,0,1
FRANCE,0,1
SELDON,0,1
CINTHY,1,2
EFFE,0,2
ELIZABETHA,0,2
JETTIE,0,2
ISIAC,0,1
LUNG,0,1
MURTIE,1,2
GERTUDE,1,2
CANDICE,1,2
ALTIE,0,2
FLORETTA,0,2
KETURAH,0,2
JOSIPHENE,1,2
ELIZEBTH,1,2
ELODIE,0,2
NELLE,0,2
PARILEE,0,2
SAFRONIA,0,2
BUDDY,0,1
ELER,0,2
FANNE,0,2
SIDNY,1,1
FEDRICK,1,1
SEVER,0,1
MATILDY,1,2
VIOLIA,0,2
ZILLAH,0,2
ANTONIE,0,1
ASHBY,0,1
BELA,0,1
GARRY,0,1
GUADALUPE,0,1
GIRTY,1,2
BAILY,1,1
DABNEY,0,1
ELNA,0,2
LOTTE,0,2
CLAIBORN,0,1
GERMAN,0,1
LACY,0,1
EVELENA,0,2
MARYETT,0,2
MILLICENT,0,2
PERLEY,1,2
PATRIK,1,1
WHITE,0,1
ICY,0,2
FERDINAN,1,1
BOSS,0,1
GARRISON,0,1
SANTOS,0,1
GREGORIA,0,2
CLAUD,1,2
SID,1,1
GEOR,1,1
BITTIE,1,2
MARAH,0,2
LAYFAYETTE,0,1
KISSIAH,1,2
ELEONORA,1,2
BIRD,0,2
LATITIA,0,2
FAYETT,1,1
ROGERS,0,1
RUFFUS,0,1
MATILD,1,2
MAGGI,1,2
VINTON,0,1
MILISSA,1,2
TRYPHENA,0,2
WENDEL,0,1
ELVIE,0,2
ETTER,0,2
IDEA,0,2
LENAH,0,2
ROLLIE,1,1
THURMAN,0,1
LOUSIE,1,2
ALSIE,0,2
TED,1,1
TRINIDAD,0,2
ARTEMAS,0,1
BEAUREGARD,0,1
BERTY,0,1
CHARLTON,0,1
AFFIE,0,2
CREASY,0,2
CRUZ,0,2
LETHIA,0,2
RAFAELA,0,2
ADDIE,0,1
HARRIETTA,0,2
ODA,0,2
FLAVIUS,0,1
PLUMMER,0,1
KATHRIN,1,2
ASENETH,0,2
LAVONIA,0,2
VIRGIN,0,2
ALBURT,1,1
DIRK,0,1
PATSEY,0,1
AMMIE,1,2
LIBERTY,0,1
ROXA,1,2
DORTHEA,0,2
LOUISSA,0,2
STAFFORD,0,1
DANA,0,2
BENJM,1,1
EMETT,0,1
ELNOR,1,2
AURA,0,2
GENETTE,0,2
MACY,0,2
RIKA,0,2
DUGLAS,1,1
BENITO,0,1
BLAIR,0,1
CHING,0,1
LEVIE,0,1
ORLAND,0,1
ELIZAH,1,2
CALIFORNIA,0,2
CLYDE,0,2
INDA,0,2
JANETTA,0,2
GRAFTON,0,1
HOBART,0,1
LING,0,1
PENINA,0,2
FRANKY,1,1
CHLS,1,1
ELDEN,0,1
MERRICK,0,1
BERTHY,1,2
ALMER,0,2
DOVE,0,2
HOP,0,1
BETTA,1,2
ELVY,0,2
LEONIA,0,2
LISSY,0,2
CHRISTAN,0,1
LANSING,0,1
LYLE,0,1
DAFNEY,0,2
CORNEILUS,1,1
CARREY,1,2
ARTA,0,2
EVER,0,2
ROSANN,0,2
FULLER,0,1
LOISE,1,2
ELESEBETH,1,2
DEBRA,1,2
KATA,1,2
ABI,1,2
ALVINE,0,2
BELTON,0,1
JARRETT,0,1
REDMOND,0,1
MINIA,0,2
HALLIE,0,1
PLATT,0,1
LUESA,1,2
HONORAH,0,2
MAGARETHA,0,2
THOMMAS,1,1
CHARES,1,1
ORLO,0,1
URBAN,0,1
CLAUDA,0,2
SISSY,0,2
DEFOREST,0,1
PATSY,0,1
LUDIE,0,2
NETTE,0,2
CALHOUN,0,1
LEA,0,1
WOLF,0,1
BECK,1,2
CLEO,1,2
MICK,1,1
ABBERT,0,1
EDMUN,0,1
MARGERATE,1,2
MARIER,0,2
ELZY,0,1
NELL,0,2
BENJIMEN,1,1
FURMAN,0,1
ISHMAEL,0,1
SHEPPARD,0,1
CAMILLE,0,2
ELLENDER,0,2
LEWIE,1,1
GODFRED,1,1
ALXANDER,1,1
JERREMIAH,0,1
LIN,0,1
NARCISSE,0,1
STEPNEY,0,1
JOSA,1,2
CATHERENE,1,2
ABY,1,2
HENRIETT,0,2
LAURINDA,0,2
LUCENA,0,2
LUCILE,0,2
MARCELINE,0,2
OLOVER,1,1
HOBERT,0,1
LORANA,0,2
ERNIST,1,1
ANTNEY,1,1
ADAMS,0,1
LIZIA,1,2
BILLIE,1,2
MOLINDA,1,2
ELANORA,1,2
CLEOPATRA,0,2
INIS,0,2
LUZ,0,2
EDWARDS,1,1
SIRENA,1,2
REBACCA,1,2
KATHIE,1,2
ALFARETTA,0,2
RUHAMA,0,2
THURSA,0,2
EMLIE,1,2
NICHOLUS,1,1
JERRIE,1,1
CAROL,0,1
OTHA,0,1
WINFORD,0,1
ALLES,1,2
LATTIE,0,2
LEVISA,0,2
SIMSON,1,1
JONA,1,1
ATLAS,0,1
CAMERON,0,1
LAUREN,0,1
MAUDY,1,2
PATSIE,0,2
PATTRICK,1,1
CHASE,0,1
CLOYD,0,1
EDEN,0,1
MARIANO,0,1
SULLIVAN,0,1
KAROLINE,1,2
AIMEE,0,2
BERY,1,1
KNUTE,0,1
VERONIKA,1,2
THERISA,1,2
LEWISA,1,2
CARNELIA,0,2
BASCOM,0,1
NORVAL,0,1
LOULIE,0,2
MAR,0,2
NELLIA,0,2
LIZEY,1,2
MARGERETTE,0,2
SELINDA,0,2
KENT,0,1
MARKUS,0,1
MICHELL,0,1
BIRDY,0,2
LETICIA,0,2
MARSELLA,0,2
ADIN,0,1
DAMON,0,1
RAFE,0,1
ALMETA,0,2
IRIS,0,2
MARGARIT,0,2
CHRISTIE,1,1
AMZI,0,1
EDY,0,1
HERBET,0,1
HONG,0,1
NAHUM,0,1
FLORINE,0,2
TENIE,0,2
LILLE,1,2
CARRIA,0,2
LESLIE,0,2
VIOLETT,0,2
ARDEN,0,1
BAYARD,0,1
HALE,0,1
WILDER,0,1
JOSPH,1,1
HUGHEY,1,1
ETHELBERT,0,1
HATTE,1,2
ELIN,1,2
EDDY,0,2
FELICIE,0,2
GEORGETTA,0,2
JULIETTA,0,2
RICA,0,2
DENNY,1,1
DALE,0,1
ALWINA,0,2
CHRISTIANN,0,2
LEATHA,0,2
BOBBIE,1,1
MALCOMB,1,1
JUNE,0,1
ANY,0,2
MAHALIE,0,2
ROSSIE,0,2
AMAS,0,1
MONRO,0,1
PATON,0,1
HENNY,1,2
CLEORA,0,2
JOSOPHINE,0,2
PET,0,2
EPHRIM,0,1
THURSTON,0,1
ZIBA,0,1
ELIZIE,1,2
AILSY,0,2
ATHA,0,2
MALISSIA,0,2
SCILLA,0,2
FRANKE,0,1
JUDD,0,1
SMART,0,1
TEMPLE,0,1
ANISE,0,2
CLOTILDA,0,2
MAGDELINA,0,2
OLINA,0,2
RICKEY,0,2
JULUIS,1,1
CROCKET,0,1
LONG,0,1
LU,0,1
YEE,0,1
BONNIE,0,2
CARMEN,0,2
LORNA,0,2
MERTY,0,2
BERTA,0,1
MONDAY,0,1
NASH,0,1
WILLA,1,2
BURTIE,0,2
LUELA,0,2
RUFINA,0,2
ABSOLEM,0,1
HARETT,1,2
BETHANY,0,2
WILLES,1,1
HERBURT,1,1
COLLUMBUS,1,1
CORY,0,1
DIEDRICH,0,1
ESQUIRE,0,1
AGIE,0,2
ARRA,0,2
MANCY,1,2
ALBERTIE,0,2
COROLINE,0,2
FELICITA,0,2
LUCELIA,0,2
MARGRIT,0,2
NENA,0,2
INDIAN,0,1
MARRION,0,1
OVID,0,1
PHOBE,1,2
MONT,1,1
BENJAM,1,1
ELKANAH,0,1
ELLIE,0,1
NORBERT,0,1
ARRILLA,0,2
ASHTON,0,1
CORWIN,0,1
PHILOMEN,1,2
FRANCELIA,0,2
MANDANA,0,2
ATWOOD,0,1
GILMORE,0,1
KELLEY,0,1
ADLADE,1,2
BINAH,0,2
VENIE,0,2
ULISSUS,1,1
MAN,0,1
NUMA,0,1
TONG,0,1
WHITNEY,0,1
MALLISSA,1,2
CHANA,0,2
ELNER,0,2
FAY,0,2
JIMIE,1,1
GRANVIL,1,1
CESAR,1,1
FERDNAND,0,1
CLEMMIE,1,2
MISSOURIA,0,2
ALAN,0,1
BITHA,0,2
EPSY,0,2
GENETTA,0,2
GINA,0,2
LIDE,0,2
MABELLE,0,2
MILINDA,0,2
REFUGIO,0,2
WALT,1,1
NICH,1,1
ALEXANDRIA,0,1
ARLETTA,0,2
FIANNA,0,2
MELANIE,0,2
HOYT,0,1
PRESS,0,1
SOLOMEN,0,1
LOUEZA,1,2
ELISABET,1,2
CASSIA,0,2
LOUVINIA,0,2
CARRY,0,1
LIMAN,0,1
MILUS,0,1
PHILETUS,0,1
SHANNON,0,1
MERTLE,1,2
HENRYETTE,1,2
ALBA,0,2
ALPHONSINE,0,2
SUSIA,0,2
WILLAIM,1,1
RUDY,1,1
ORLEY,0,1
PERSILLA,1,2
AD,0,1
SPENCE,0,1
CASANDRA,0,2
DELILIA,0,2
PHILIPINE,0,2
WALTHER,1,1
JANUARY,0,1
ERNSTINA,0,2
ORRILLA,0,2
ROSELLE,0,2
STENA,0,2
VIVIAN,0,2
WINDFIELD,1,1
DIETRICH,0,1
HAMLIN,0,1
NIEL,0,1
OLAUS,0,1
OZIAS,0,1
EUNIS,1,2
CALLINE,0,2
KATARINA,0,2
CHAMP,0,1
ELGIN,0,1
FORTUNE,0,1
CORDELA,0,2
LETTITIA,0,2
LORENZA,0,2
ANTONETT,1,2
BLANCHIE,0,2
ELLIA,0,2
ONEY,0,2
ONIE,0,2
HANIBAL,0,1
NO,0,1
PEARSON,0,1
OPHILIA,1,2
ALISE,0,2
ANNETTIE,0,2
SERILDA,0,2
FREDRIK,1,1
AFRED,1,1
FRIDAY,0,1
LEVERETT,0,1
ENA,0,2
ORAH,0,2
OTTILIA,0,2
SAVINA,0,2
TENNY,0,2
VICEY,0,2
EARLEY,0,1
PIUS,0,1
SARH,1,2
DAPHNE,0,2
JANNETT,0,2
TOLIVER,0,1
MATTE,1,2
MARGRETE,0,2
ABBOTT,0,1
CAMILLE,0,1
HENDRICK,0,1
OLNEY,0,1
OSBURN,0,1
PEARCE,0,1
REBACA,1,2
ELLENER,1,2
CARLOTA,0,2
NO,0,2
OSCOR,1,1
NATHON,1,1
FERNAND,1,1
GODFRIED,0,1
LEWELLYN,0,1
ORLIN,0,1
SHED,0,1
WINEY,1,2
GILLY,0,2
MARGRETA,0,2
LEONIDUS,0,1
LIONEL,0,1
ROMULUS,0,1
RUFAS,0,1
ELLEANOR,1,2
ANE,1,2
BABETTE,0,2
FLORILLA,0,2
REBECKAH,0,2
CARLETON,0,1
SAN,0,1
EFFEY,0,2
EVELIN,0,2
JANA,0,2
LOUETTA,0,2
PERMILIA,0,2
VIRGINNIA,0,2
LOWIS,0,1
MILLIARD,0,1
NICHOLIS,0,1
ELLINOR,1,2
AIDA,0,2
ESTELA,0,2
LOUISIE,0,2
ZELPHA,0,2
ELDON,0,1
ARABEL,0,2
THERASA,0,2
HARVE,1,1
BARTLET,0,1
DORA,0,1
CATHARNE,1,2
ANNABEL,0,2
CORNILIA,0,2
JUNIE,0,2
LEATHY,0,2
SILLER,0,2
DALLIS,0,1
HOWEL,0,1
PIERSON,0,1
REMUS,0,1
NACY,1,2
ELINORA,1,2
ADDIA,0,2
CLIFFORD,0,2
MORTIN,0,1
ALFREDA,0,2
GENA,0,2
REGENA,0,2
THEA,0,2
LORANCE,1,1
BENJEMAN,1,1
CHALMERS,0,1
OGDEN,0,1
TILMON,0,1
VICK,1,2
SUSANNE,0,2
RAMOND,0,1
ELIZABTH,0,2
MAHALAH,0,2
MAYBEL,0,2
RELLA,0,2
ALPHUS,0,1
PARDON,0,1
TABBY,1,2
PEARLEY,0,2
PHYLLIS,0,2
ARNE,1,1
WYMAN,0,1
JINNEY,1,2
TEODORA,1,2
CANDELARIA,0,2
CORDIA,0,2
ROSEANA,0,2
CASS,1,1
ASEL,0,1
MENZO,0,1
VIRGEL,0,1
DRUZILLA,1,2
HADDIE,0,2
HESSIE,0,2
LORAINE,0,2
MERICA,0,2
NATALIE,0,2
ORELIA,0,2
ABB,0,1
ALBA,0,1
ORIE,0,1
SYRENA,1,2
ALINA,0,2
ETHER,0,2
PHILIPINA,0,2
WINNIE,1,1
EMEL,0,1
LOVE,0,1
MORDECAI,0,1
LIZ,1,2
ANASTACIA,1,2
ELVIA,0,2
FAITH,0,2
LEAN,0,2
LISE,0,2
JONNY,1,1
ISEBELLA,0,2
JESUS,0,2
TENAH,0,2
WILDA,0,2
ISIC,1,1
BURDETT,0,1
ELDER,0,1
OSMAN,0,1
ANNABELL,0,2
APOLONIA,0,2
FELIPA,0,2
PABLA,0,2
SADIA,0,2
SOFRONA,0,2
ERI,0,1
HADEN,0,1
LEANDRO,0,1
LETETIA,1,2
LUCENDA,0,2
ROSEA,0,2
LORENCE,1,1
EWELL,0,1
MATHIS,0,1
EMERLY,0,2
IOWA,0,2
LEONE,0,2
MARTIE,0,2
PERCY,0,2
OLIVE,1,1
BENONI,0,1
LOUSINDA,1,2
ALAS,0,2
CATRINA,0,2
CORDILIA,0,2
TOMY,1,1
BENG,0,1
COMODORE,0,1
NERVA,1,2
DINK,0,2
LETTICE,0,2
TH,1,1
MALVIN,1,1
JOURDAN,1,1
CISERO,0,1
HING,0,1
BESSE,1,2
ADDELINE,0,2
EDIETH,0,2
PIETY,0,2
SYLVINA,0,2
